PRICE_EXTENSION,TREND_POSITION,RELATIVE_POSITION,PARTICIPATION,DOWNSIDE_RISK_CONTEXT,last_observed_session,HERD_STATE,HERD_STAGE,ticker,sector_etf,universe_role,signal_date
45.304232804232804,59.52380952380952,86.57407407407408,61.73941798941799,97.75132275132276,2026-07-17,63.285383597883595,DRIFT,AMAT,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
71.2962962962963,78.9021164021164,91.93121693121694,57.30820105820105,80.29100529100529,2026-07-17,74.85945767195767,DRIFT,AMD,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
68.45238095238095,66.00529100529101,68.25396825396825,54.33201058201058,66.005291005291,2026-07-17,64.2609126984127,DRIFT,AME,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
65.60846560846562,66.07142857142857,63.955026455026456,55.75396825396826,41.269841269841265,2026-07-17,62.84722222222222,DRIFT,AMGN,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
63.82275132275132,35.383597883597886,43.716931216931215,63.26058201058201,41.7989417989418,2026-07-17,51.54596560846561,CALM,AMP,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
80.22486772486772,56.48148148148148,60.71428571428571,62.533068783068785,45.10582010582011,2026-07-17,64.98842592592592,DRIFT,AON,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
18.32010582010582,20.8994708994709,36.111111111111114,63.52513227513227,68.91534391534393,2026-07-17,34.713955026455025,SCATTER,AOS,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
71.95767195767195,84.65608465608466,79.62962962962963,33.267195767195766,69.24603174603175,2026-07-17,67.37764550264549,DRIFT,APA,XLE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
14.68253968253968,15.013227513227513,46.42857142857143,40.50925925925926,56.34920634920635,2026-07-17,29.158399470899468,SCATTER,APH,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
17.195767195767196,3.902116402116402,22.75132275132275,46.19708994708995,46.524064171122994,2026-07-17,22.511574074074076,SCATTER,APO,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
22.751322751322753,30.886243386243383,11.640211640211641,38.19444444444444,67.06349206349206,2026-07-17,25.868055555555557,SCATTER,APTV,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
62.764550264550266,58.664021164021165,67.26190476190476,76.02513227513228,82.47354497354497,2026-07-17,66.17890211640213,DRIFT,ARE,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
20.436507936507937,37.169312169312164,45.43650793650794,20.105820105820104,52.91777188328912,2026-07-17,30.787037037037035,SCATTER,ATO,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
78.7037037037037,53.769841269841265,71.89153439153439,62.00396825396825,53.57142857142857,2026-07-17,66.5922619047619,DRIFT,AVB,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
25.85978835978836,24.20634920634921,35.78042328042328,40.542328042328045,48.28042328042328,2026-07-17,31.59722222222222,SCATTER,AVY,XLB,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
68.51851851851852,59.98677248677248,66.07142857142857,49.140211640211646,12.632275132275133,2026-07-17,60.9292328042328,DRIFT,AWK,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
21.42857142857143,13.69047619047619,41.9973544973545,60.3505291005291,52.45033112582781,2026-07-17,34.36673280423281,SCATTER,AXON,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
35.11904761904762,29.82804232804233,31.547619047619047,54.39814814814815,51.32275132275132,2026-07-17,37.72321428571429,SCATTER,AXP,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
4.298941798941799,6.415343915343915,23.015873015873012,40.707671957671955,99.07407407407408,2026-07-17,18.60945767195767,SCATTER,AZO,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
76.71957671957672,67.79100529100529,74.2063492063492,53.24074074074075,83.33333333333334,2026-07-17,67.989417989418,DRIFT,BALL,XLB,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
93.12169312169313,81.6137566137566,79.1005291005291,83.06878306878308,55.952380952380956,2026-07-17,84.22619047619048,RUSH,BAX,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
96.0978835978836,86.44179894179894,51.05820105820106,62.070105820105816,70.96560846560847,2026-07-17,73.91699735449735,DRIFT,BBY,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
77.84391534391534,71.89153439153439,56.94444444444444,66.99735449735451,74.73544973544973,2026-07-17,68.41931216931218,DRIFT,BDX,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
85.44973544973546,83.99470899470899,65.74074074074075,83.63095238095238,35.978835978835974,2026-07-17,79.7040343915344,RUSH,BEN,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
82.73809523809524,85.51587301587301,68.18783068783068,59.65608465608466,80.02645502645503,2026-07-17,74.0244708994709,DRIFT,BF-B,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
65.87301587301587,73.34656084656085,59.58994708994709,53.968253968253975,40.145502645502646,2026-07-17,63.19444444444444,DRIFT,BG,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
83.99470899470899,83.39947089947091,75.72751322751323,72.22222222222223,99.60317460317461,2026-07-17,78.83597883597884,RUSH,BIIB,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
17.460317460317462,11.044973544973544,13.690476190476192,52.81084656084656,66.53439153439153,2026-07-17,23.751653439153436,SCATTER,BKNG,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
21.69312169312169,52.51322751322752,52.11640211640212,19.51058201058201,74.07407407407408,2026-07-17,36.458333333333336,SCATTER,BKR,XLE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
20.072751322751323,9.656084656084655,33.0026455026455,42.9563492063492,71.56084656084656,2026-07-17,26.42195767195767,SCATTER,BLDR,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
25.264550264550266,16.402116402116402,33.33333333333333,47.652116402116405,65.73705179282868,2026-07-17,30.6630291005291,SCATTER,BLK,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
85.44973544973544,81.67989417989418,65.93915343915344,62.56613756613757,59.98677248677249,2026-07-17,73.90873015873015,DRIFT,BMY,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
55.35714285714286,58.597883597883595,62.764550264550266,48.0489417989418,40.64171122994652,2026-07-17,56.192129629629626,CALM,BNY,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
14.88095238095238,6.6798941798941796,38.22751322751323,64.6494708994709,74.3046357615894,2026-07-17,31.10945767195767,SCATTER,BR,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
23.082010582010582,16.6005291005291,34.1931216931217,46.66005291005291,11.375661375661375,2026-07-17,30.133928571428573,SCATTER,BRK-B,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
33.33333333333333,25.727513227513228,34.854497354497354,55.05952380952381,50.92592592592593,2026-07-17,37.24371693121693,SCATTER,BRO,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
7.076719576719576,1.7857142857142856,31.613756613756614,42.592592592592595,88.41544607190413,2026-07-17,20.767195767195766,SCATTER,BSX,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
24.272486772486772,9.126984126984127,26.38888888888889,57.638888888888886,65.07936507936508,2026-07-17,29.356812169312168,SCATTER,BX,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
84.1931216931217,57.01058201058201,65.87301587301587,83.16798941798942,10.052910052910052,2026-07-17,72.56117724867724,DRIFT,BXP,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
30.09259259259259,48.28042328042328,45.37037037037037,43.220899470899475,64.15343915343915,2026-07-17,41.74107142857143,CALM,C,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
41.13756613756614,30.952380952380953,41.86507936507937,59.25925925925927,63.49206349206349,2026-07-17,43.30357142857143,CALM,CAH,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
29.034391534391535,27.91005291005291,77.11640211640211,54.8941798941799,74.27248677248677,2026-07-17,47.238756613756614,CALM,CASY,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
66.86507936507937,65.47619047619047,64.48412698412699,48.37962962962963,38.22751322751323,2026-07-17,61.30125661375661,DRIFT,CB,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
4.166666666666666,5.753968253968254,33.13492063492063,39.980158730158735,97.22222222222221,2026-07-17,20.758928571428573,SCATTER,CBOE,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
13.293650793650793,9.788359788359788,47.22222222222222,48.18121693121693,61.6710875331565,2026-07-17,29.621362433862437,SCATTER,CBRE,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
25.0,33.333333333333336,52.31481481481482,65.4431216931217,81.81216931216932,2026-07-17,44.02281746031746,CALM,CCI,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
9.193121693121693,4.232804232804233,9.788359788359788,36.14417989417989,28.968253968253972,2026-07-17,14.839616402116402,FLEE,CCL,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
21.626984126984127,28.902116402116402,54.56349206349207,52.480158730158735,89.68253968253968,2026-07-17,39.393187830687836,SCATTER,CDNS,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
78.17460317460318,87.6984126984127,81.15079365079364,35.84656084656085,83.5978835978836,2026-07-17,70.7175925925926,DRIFT,CF,XLB,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
62.764550264550266,53.17460317460318,68.3862433862434,59.25925925925927,80.21390374331551,2026-07-17,60.896164021164026,DRIFT,CHD,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
86.01190476190476,80.88624338624338,64.94708994708995,63.19444444444444,79.43121693121694,2026-07-17,73.75992063492063,DRIFT,CHRW,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
22.61904761904762,21.693121693121693,17.394179894179892,18.75,92.72486772486772,2026-07-17,20.114087301587304,SCATTER,CHTR,XLC,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
57.804232804232804,48.28042328042328,58.267195767195766,63.82275132275133,27.563249001331556,2026-07-17,57.0436507936508,CALM,CI,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
35.44973544973544,69.84126984126985,75.13227513227514,19.543650793650794,72.83783783783784,2026-07-17,49.991732804232804,CALM,CIEN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
56.67989417989418,55.75396825396825,59.65608465608466,71.46164021164022,87.36772486772487,2026-07-17,60.88789682539682,DRIFT,CINF,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
67.26190476190476,60.25132275132276,67.26190476190476,86.83862433862436,67.54966887417218,2026-07-17,70.40343915343917,DRIFT,CL,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
42.195767195767196,40.542328042328045,44.047619047619044,64.0873015873016,99.86754966887416,2026-07-17,47.71825396825397,CALM,CLX,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
33.7962962962963,23.14814814814815,32.27513227513227,28.86904761904762,93.51851851851852,2026-07-17,29.522156084656082,SCATTER,CMCSA,XLC,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
3.8359788359788354,2.91005291005291,26.58730158730159,40.57539682539683,99.47089947089947,2026-07-17,18.47718253968254,SCATTER,CME,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
42.195767195767196,22.685185185185183,24.735449735449734,45.60185185185185,55.68783068783068,2026-07-17,33.804563492063494,SCATTER,CMG,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
33.730158730158735,52.57936507936508,56.01851851851852,54.66269841269841,81.67989417989418,2026-07-17,49.24768518518518,CALM,CMI,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
17.063492063492063,40.27777777777777,55.423280423280424,24.66931216931217,24.074074074074073,2026-07-17,34.35846560846561,SCATTER,CMS,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
95.8994708994709,92.3941798941799,76.78571428571429,79.82804232804233,23.346560846560845,2026-07-17,86.22685185185185,RUSH,CNC,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
42.12962962962963,60.317460317460316,63.35978835978836,52.57936507936508,54.4973544973545,2026-07-17,54.59656084656085,CALM,CNP,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
19.047619047619047,7.936507936507937,22.22222222222222,51.620370370370374,56.08465608465608,2026-07-17,25.206679894179892,SCATTER,COF,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
25.992063492063494,55.82010582010582,67.32804232804233,38.326719576719576,65.45092838196287,2026-07-17,46.866732804232804,CALM,COHR,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
53.604497354497354,45.7010582010582,42.26190476190476,71.42857142857143,73.67724867724867,2026-07-17,53.24900793650794,CALM,COO,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
9.920634920634921,7.142857142857142,33.92857142857143,51.38888888888889,99.33862433862434,2026-07-17,25.595238095238095,SCATTER,COR,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
74.14021164021165,43.65079365079365,54.2989417989418,70.99867724867725,54.1005291005291,2026-07-17,60.77215608465609,DRIFT,CPAY,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
11.97089947089947,12.5,35.648148148148145,61.54100529100529,85.84656084656085,2026-07-17,30.415013227513228,SCATTER,CPRT,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
74.80158730158729,67.3941798941799,65.34391534391534,56.97751322751323,45.5026455026455,2026-07-17,66.12929894179894,DRIFT,CPT,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
1.3888888888888888,4.62962962962963,36.11111111111111,42.79100529100529,69.70899470899471,2026-07-17,21.230158730158728,SCATTER,CRH,XLB,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
87.43386243386243,78.24074074074073,63.69047619047619,78.24074074074075,60.84656084656085,2026-07-17,76.90145502645503,RUSH,CRL,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
48.544973544973544,63.2936507936508,90.8068783068783,46.26322751322752,74.7657295850067,2026-07-17,62.22718253968254,DRIFT,CSCO,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
10.912698412698413,3.7037037037037033,46.2962962962963,45.46957671957672,62.698412698412696,2026-07-17,26.595568783068785,SCATTER,CSGP,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
93.12169312169311,94.97354497354496,82.87037037037038,55.257936507936506,42.37967914438502,2026-07-17,81.55588624338624,RUSH,CSX,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
43.98148148148148,31.216931216931215,50.52910052910053,70.07275132275132,63.75661375661375,2026-07-17,48.95006613756614,CALM,CTAS,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
9.722222222222223,4.232804232804233,45.50264550264551,24.305555555555557,93.38624338624338,2026-07-17,20.94080687830688,SCATTER,CTSH,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
97.94973544973544,95.56878306878306,78.83597883597884,83.39947089947091,1.268357810413885,2026-07-17,88.93849206349205,RUSH,CVS,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
82.14285714285714,80.35714285714286,77.31481481481481,60.51587301587301,33.86666666666667,2026-07-17,75.08267195767195,RUSH,D,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
63.16137566137566,68.05555555555556,70.7010582010582,61.342592592592595,46.82539682539682,2026-07-17,65.8151455026455,DRIFT,DAL,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
36.441798941798936,60.58201058201058,55.68783068783068,21.95767195767196,73.47883597883597,2026-07-17,43.66732804232804,CALM,DD,XLB,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
65.0132275132275,62.632275132275126,68.51851851851852,66.43518518518519,99.60317460317461,2026-07-17,65.6498015873016,DRIFT,DE,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
44.907407407407405,44.907407407407405,33.664021164021165,43.08862433862434,35.317460317460316,2026-07-17,41.641865079365076,CALM,DECK,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
66.86507936507937,56.81216931216932,49.93386243386243,70.83333333333334,40.34391534391534,2026-07-17,61.111111111111114,DRIFT,DG,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
74.14021164021165,77.51322751322752,61.97089947089947,48.677248677248684,21.362433862433864,2026-07-17,65.57539682539684,DRIFT,DGX,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
28.108465608465607,32.93650793650794,21.957671957671955,37.797619047619044,42.72486772486773,2026-07-17,30.200066137566132,SCATTER,DHI,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
53.63756613756614,45.767195767195766,38.161375661375665,68.32010582010582,69.84126984126983,2026-07-17,51.47156084656085,CALM,DHR,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
13.624338624338623,27.116402116402114,57.804232804232804,41.76587301587301,65.14550264550265,2026-07-17,35.07771164021164,SCATTER,DLR,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
75.92592592592592,56.48148148148148,51.25661375661376,76.78571428571428,28.968253968253972,2026-07-17,65.11243386243386,DRIFT,DLTR,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
93.28703703703704,84.85449735449735,94.04761904761905,81.58068783068782,32.804232804232804,2026-07-17,88.4424603174603,RUSH,DOC,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
45.23809523809524,43.386243386243386,53.17460317460318,53.207671957671955,64.94708994708994,2026-07-17,48.75165343915344,CALM,DOV,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
18.51851851851852,11.574074074074074,16.93121693121693,19.477513227513228,90.21164021164022,2026-07-17,16.62533068783069,SCATTER,DPZ,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
41.402116402116405,19.841269841269842,31.94444444444444,40.0462962962963,68.38624338624338,2026-07-17,33.30853174603175,SCATTER,DRI,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
47.55291005291005,55.35714285714286,69.9074074074074,19.775132275132275,28.818061088977426,2026-07-17,48.148148148148145,CALM,DTE,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
95.76719576719577,82.14285714285714,80.55555555555556,86.83862433862434,5.886243386243386,2026-07-17,86.3260582010582,RUSH,DVA,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
72.61904761904762,82.27513227513228,70.37037037037038,33.73015873015873,84.58994708994709,2026-07-17,64.74867724867725,DRIFT,DVN,XLE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
84.25925925925927,69.57671957671957,66.7989417989418,83.92857142857143,27.77777777777778,2026-07-17,76.14087301587301,RUSH,DXCM,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
87.79761904761904,79.23280423280423,40.41005291005291,38.06216931216931,4.166666666666666,2026-07-17,61.37566137566137,DRIFT,EA,XLC,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
57.73809523809524,58.13492063492063,42.857142857142854,50.03306878306878,52.976190476190474,2026-07-17,52.19080687830688,CALM,EBAY,XLY,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
22.15608465608465,39.682539682539684,10.317460317460316,15.31084656084656,52.71164021164021,2026-07-17,21.866732804232804,SCATTER,ECHO,XLC,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
15.211640211640212,9.920634920634921,40.41005291005291,30.753968253968257,70.76719576719577,2026-07-17,24.074074074074076,SCATTER,ECL,XLB,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
77.64550264550265,77.71164021164022,71.03174603174602,34.58994708994709,41.269841269841265,2026-07-17,65.24470899470899,DRIFT,ED,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
30.886243386243386,17.52645502645503,41.46825396825397,54.728835978835974,80.77436582109479,2026-07-17,36.15244708994709,SCATTER,EFX,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
99.33862433862433,91.7989417989418,70.03968253968254,58.56481481481482,33.46560846560847,2026-07-17,79.93551587301587,RUSH,EG,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
88.16137566137566,92.5925925925926,74.2063492063492,40.54232804232804,39.682539682539684,2026-07-17,73.87566137566138,DRIFT,EIX,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
58.3994708994709,47.15608465608465,46.69312169312169,75.26455026455027,33.2010582010582,2026-07-17,56.87830687830687,CALM,EL,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
67.72486772486772,65.34391534391534,57.34126984126984,77.44708994708995,70.56878306878306,2026-07-17,66.96428571428572,DRIFT,ELV,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
6.6798941798941796,16.335978835978835,40.87301587301587,38.12830687830688,66.94214876033058,2026-07-17,25.504298941798943,SCATTER,EME,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
13.227513227513228,7.804232804232804,33.597883597883595,58.498677248677254,54.1005291005291,2026-07-17,28.28207671957672,SCATTER,EMR,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
63.955026455026456,93.78306878306879,86.97089947089947,44.47751322751323,41.6005291005291,2026-07-17,72.29662698412699,DRIFT,EQIX,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
84.39153439153438,71.03174603174602,82.01058201058201,59.35846560846561,44.576719576719576,2026-07-17,74.19808201058201,DRIFT,EQR,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
1.3227513227513228,18.849206349206348,49.140211640211646,24.735449735449734,8.068783068783068,2026-07-17,23.511904761904763,SCATTER,EQT,XLE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
39.285714285714285,33.86243386243386,31.415343915343914,51.9510582010582,93.47536617842877,2026-07-17,39.12863756613757,SCATTER,ERIE,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
83.92857142857142,77.51322751322752,67.06349206349206,51.65343915343915,33.99470899470899,2026-07-17,70.03968253968253,DRIFT,ES,XLU,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
83.2010582010582,66.6005291005291,81.94444444444444,77.61243386243386,20.238095238095237,2026-07-17,77.3396164021164,RUSH,ESS,XLRE,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
28.769841269841272,33.333333333333336,63.955026455026456,50.56216931216931,90.07936507936508,2026-07-17,44.155092592592595,CALM,ETN,XLI,INDEPENDENT_CURRENT_CONSTITUENTS,2026-07-17
