cohort,ticker,cik,finra_symbols_observed,first_observed_settlement_date,last_observed_settlement_date,observed_settlement_dates,expected_settlement_dates,symbol_date_coverage,time_valid_cik_linked_dates,time_valid_cik_link_coverage,link_sources,link_status,observation_ticker,cohort_symbol_overridden
ORIGINAL_RESEARCH_51,MCD,0000063908,MCD,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,MCD,False
ORIGINAL_RESEARCH_51,META,0001326801,META,2021-07-15,2026-06-30,111,122,0.9098360655737705,97,0.7950819672131147,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_EDGAR_PRIMARY_TRANSITION:2022-06-09:FB->META,PARTIAL_TIME_VALID_CIK,META,False
ORIGINAL_RESEARCH_51,MRK,0000310158,MRK,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,MRK,False
ORIGINAL_RESEARCH_51,MSFT,0000789019,MSFT,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,MSFT,False
ORIGINAL_RESEARCH_51,NEE,0000753308,NEE,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,NEE,False
ORIGINAL_RESEARCH_51,NEM,0001164727,NEM,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,NEM,False
ORIGINAL_RESEARCH_51,NFLX,0001065280,NFLX,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,NFLX,False
ORIGINAL_RESEARCH_51,NKE,0000320187,NKE,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,NKE,False
ORIGINAL_RESEARCH_51,NVDA,0001045810,NVDA,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,NVDA,False
ORIGINAL_RESEARCH_51,ORCL,0001341439,ORCL,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ORCL,False
ORIGINAL_RESEARCH_51,PEP,0000077476,PEP,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,PEP,False
ORIGINAL_RESEARCH_51,PG,0000080424,PG,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,PG,False
ORIGINAL_RESEARCH_51,PLD,0001045609,PLD,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,PLD,False
ORIGINAL_RESEARCH_51,SHW,0000089800,SHW,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,SHW,False
ORIGINAL_RESEARCH_51,SLB,0000087347,SLB,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,SLB,False
ORIGINAL_RESEARCH_51,SO,0000092122,SO,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,SO,False
ORIGINAL_RESEARCH_51,TMUS,0001283699,TMUS,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,TMUS,False
ORIGINAL_RESEARCH_51,TSLA,0001318605,TSLA,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,TSLA,False
ORIGINAL_RESEARCH_51,UNH,0000731766,UNH,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,UNH,False
ORIGINAL_RESEARCH_51,UNP,0000100885,UNP,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,UNP,False
ORIGINAL_RESEARCH_51,V,0001403161,V,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,TIME_VALID_CIK_VERIFIED,V,False
ORIGINAL_RESEARCH_51,WMT,0000104169,WMT,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,WMT,False
ORIGINAL_RESEARCH_51,XOM,0000034088,XOM,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|VERIFIED_SEC_FILING_PERIOD,TIME_VALID_CIK_VERIFIED,XOM,False
INDEPENDENT_ELIGIBLE_388,A,0001090872,A,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,A,False
INDEPENDENT_ELIGIBLE_388,ABT,0000001800,ABT,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ABT,False
INDEPENDENT_ELIGIBLE_388,ACGL,0000947484,ACGL,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ACGL,False
INDEPENDENT_ELIGIBLE_388,ACN,0001467373,ACN,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ACN,False
INDEPENDENT_ELIGIBLE_388,ADBE,0000796343,ADBE,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ADBE,False
INDEPENDENT_ELIGIBLE_388,ADI,0000006281,ADI,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ADI,False
INDEPENDENT_ELIGIBLE_388,ADM,0000007084,ADM,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ADM,False
INDEPENDENT_ELIGIBLE_388,ADP,0000008670,ADP,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ADP,False
INDEPENDENT_ELIGIBLE_388,ADSK,0000769397,ADSK,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ADSK,False
INDEPENDENT_ELIGIBLE_388,AEE,0001002910,AEE,2021-06-15,2026-06-30,122,122,1.0,115,0.9426229508196722,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AEE,False
INDEPENDENT_ELIGIBLE_388,AEP,0000004904,AEP,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AEP,False
INDEPENDENT_ELIGIBLE_388,AES,0000874761,AES,2021-06-15,2026-06-30,122,122,1.0,115,0.9426229508196722,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AES,False
INDEPENDENT_ELIGIBLE_388,AFL,0000004977,AFL,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AFL,False
INDEPENDENT_ELIGIBLE_388,AIG,0000005272,AIG,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AIG,False
INDEPENDENT_ELIGIBLE_388,AIZ,0001267238,AIZ,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AIZ,False
INDEPENDENT_ELIGIBLE_388,AJG,0000354190,AJG,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AJG,False
INDEPENDENT_ELIGIBLE_388,AKAM,0001086222,AKAM,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AKAM,False
INDEPENDENT_ELIGIBLE_388,ALB,0000915913,ALB,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ALB,False
INDEPENDENT_ELIGIBLE_388,ALGN,0001097149,ALGN,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ALGN,False
INDEPENDENT_ELIGIBLE_388,ALL,0000899051,ALL,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ALL,False
INDEPENDENT_ELIGIBLE_388,AMAT,0000006951,AMAT,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AMAT,False
INDEPENDENT_ELIGIBLE_388,AMD,0000002488,AMD,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AMD,False
INDEPENDENT_ELIGIBLE_388,AME,0001037868,AME,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AME,False
INDEPENDENT_ELIGIBLE_388,AMGN,0000318154,AMGN,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AMGN,False
INDEPENDENT_ELIGIBLE_388,AMP,0000820027,AMP,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AMP,False
INDEPENDENT_ELIGIBLE_388,AON,0000315293,AON,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AON,False
INDEPENDENT_ELIGIBLE_388,AOS,0000091142,AOS,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AOS,False
INDEPENDENT_ELIGIBLE_388,APA,0001841666,APA,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,APA,False
INDEPENDENT_ELIGIBLE_388,APH,0000820313,APH,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,APH,False
INDEPENDENT_ELIGIBLE_388,APO,0001858681,APO,2021-06-15,2026-06-30,122,122,1.0,106,0.8688524590163934,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,APO,False
INDEPENDENT_ELIGIBLE_388,APTV,0001521332,APTV,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,APTV,False
INDEPENDENT_ELIGIBLE_388,ARE,0001035443,ARE,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ARE,False
INDEPENDENT_ELIGIBLE_388,ATO,0000731802,ATO,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ATO,False
INDEPENDENT_ELIGIBLE_388,AVB,0000915912,AVB,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AVB,False
INDEPENDENT_ELIGIBLE_388,AVY,0000008818,AVY,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AVY,False
INDEPENDENT_ELIGIBLE_388,AWK,0001410636,AWK,2021-06-15,2026-06-30,122,122,1.0,107,0.8770491803278688,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AWK,False
INDEPENDENT_ELIGIBLE_388,AXON,0001069183,AXON,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,TIME_VALID_CIK_VERIFIED,AXON,False
INDEPENDENT_ELIGIBLE_388,AXP,0000004962,AXP,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AXP,False
INDEPENDENT_ELIGIBLE_388,AZO,0000866787,AZO,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,AZO,False
INDEPENDENT_ELIGIBLE_388,BALL,0000009389,BALL,2022-05-13,2026-06-30,100,122,0.819672131147541,99,0.8114754098360656,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_EDGAR_PRIMARY_TRANSITION:2022-05-10:BLL->BALL,PARTIAL_TIME_VALID_CIK,BALL,False
INDEPENDENT_ELIGIBLE_388,BAX,0000010456,BAX,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BAX,False
INDEPENDENT_ELIGIBLE_388,BBY,0000764478,BBY,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BBY,False
INDEPENDENT_ELIGIBLE_388,BDX,0000010795,BDX,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BDX,False
INDEPENDENT_ELIGIBLE_388,BEN,0000038777,BEN,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BEN,False
INDEPENDENT_ELIGIBLE_388,BF-B,0000014693,BFB,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BF-B,False
INDEPENDENT_ELIGIBLE_388,BG,0001996862,BG,2021-06-15,2026-06-30,122,122,1.0,60,0.4918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BG,False
INDEPENDENT_ELIGIBLE_388,BIIB,0000875045,BIIB,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BIIB,False
INDEPENDENT_ELIGIBLE_388,BKNG,0001075531,BKNG,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BKNG,False
INDEPENDENT_ELIGIBLE_388,BKR,0001701605,BKR,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|VERIFIED_TICKER_ALIAS_LEDGER,TIME_VALID_CIK_VERIFIED,BKR,False
INDEPENDENT_ELIGIBLE_388,BLDR,0001316835,BLDR,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BLDR,False
INDEPENDENT_ELIGIBLE_388,BLK,0002012383,BLK,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_PERIODIC_COVER_PRIMARY_OBSERVATION_SPAN|SEC_PRIMARY_IDENTITY_EVENT:2024-10-01:NEW_CIK|SEC_PERIODIC_COVER_PRIMARY_OBSERVATION_SPAN|SEC_PRIMARY_IDENTITY_EVENT:2024-10-01:OLD_CIK,PARTIAL_TIME_VALID_CIK,BLK,False
INDEPENDENT_ELIGIBLE_388,BMY,0000014272,BMY,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BMY,False
INDEPENDENT_ELIGIBLE_388,BNY,0001390777,BK,2021-06-15,2026-05-15,119,122,0.9754098360655737,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_PERIODIC_COVER_PRIMARY_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BK,True
INDEPENDENT_ELIGIBLE_388,BR,0001383312,BR,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BR,False
INDEPENDENT_ELIGIBLE_388,BRK-B,0001067983,BRKB,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_PERIODIC_COVER_PRIMARY_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BRK-B,False
INDEPENDENT_ELIGIBLE_388,BRO,0000079282,BRO,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BRO,False
INDEPENDENT_ELIGIBLE_388,BSX,0000885725,BSX,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BSX,False
INDEPENDENT_ELIGIBLE_388,BX,0001393818,BX,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BX,False
INDEPENDENT_ELIGIBLE_388,BXP,0001037540,BXP,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,BXP,False
INDEPENDENT_ELIGIBLE_388,C,0000831001,C,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,C,False
INDEPENDENT_ELIGIBLE_388,CAH,0000721371,CAH,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CAH,False
