ticker,cik,metric,fiscal_period,accounting_basis,metric_subtype,unit,current_accession,accepted_at,fold_id,direction,midpoint_delta_ratio,sector_etf,price_snapshot,execution_session,outcome_session,stock_return_126d,sector_return_126d,sector_residual_return_126d,spy_return_126d,spy_residual_return_126d,forward_max_drawdown_126d
TMUS,0001283699,ADJUSTED_EBITDA,FY2015,NON_GAAP,NOT_APPLICABLE,USD,0001283699-15-000053,2015-10-27T11:41:10+00:00,F01,NON_LOWER,0,XLC,yf-long14-actions-sector-20260721,2015-10-28,2016-04-28,-0.000502702271334,-0.137308978467,0.136806276195,0.0133378691695,-0.0138405714409,-0.165065366222
TMUS,0001283699,ADJUSTED_EBITDA,FY2016,NON_GAAP,NOT_APPLICABLE,USD,0001283699-16-000098,2016-07-27T11:34:10+00:00,F02,NON_LOWER,0,XLC,yf-long14-actions-sector-20260721,2016-07-28,2017-01-26,0.389388142757,-0.137308978467,0.526697121223,0.0719266384656,0.317461504291,-0.0686481028287
TMUS,0001283699,ADJUSTED_EBITDA,FY2016,NON_GAAP,NOT_APPLICABLE,USD,0001283699-16-000114,2016-10-24T11:31:50+00:00,F02,NON_LOWER,0.035175879397,XLC,yf-long14-actions-sector-20260721,2016-10-25,2017-04-26,0.320695873652,-0.137308978467,0.458004852119,0.121895065104,0.198800808548,-0.0435537087628
TMUS,0001283699,ADJUSTED_EBITDA,FY2017,NON_GAAP,NOT_APPLICABLE,USD,0001283699-17-000042,2017-10-23T11:32:44+00:00,F02,NON_LOWER,0.0283018867925,XLC,yf-long14-actions-sector-20260721,2017-10-24,2018-04-25,0.035471273788,-0.137308978467,0.172780252254,0.0367840618794,-0.00131278809148,-0.12057932321
TEL,0001385157,EPS,FY2019,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001104659-19-041505,2019-07-24T10:16:00+00:00,F02,LOWER,-0.0178571428571,XLK,yf-independent-current-sp500-20260721,2019-07-25,2020-01-23,0.12217676861,0.193112500142,-0.0709357315327,0.112813930921,0.00936283768907,-0.118247199428
TEL,0001385157,EPS,FY2020,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001104659-20-007813,2020-01-29T11:11:00+00:00,F03,NON_LOWER,0.00990099009901,XLK,yf-independent-current-sp500-20260721,2020-01-30,2020-07-29,-0.0646101366425,0.111758985154,-0.176369121796,0.0126738909835,-0.0772840276261,-0.451036591104
MSCI,0001408198,CAPEX,FY2024,NOT_APPLICABLE,NOT_APPLICABLE,USD,0001408198-24-000129,2024-07-23T10:47:38+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2024-07-24,2025-01-23,0.136692775579,0.187288070034,-0.0505952944553,0.11809719078,0.018595584799,-0.0947498308592
MSCI,0001408198,CAPEX,FY2024,NOT_APPLICABLE,NOT_APPLICABLE,USD,0001408198-24-000165,2024-10-29T10:55:53+00:00,F04,NON_LOWER,0.1,XLF,yf-independent-current-sp500-20260721,2024-10-30,2025-05-02,-0.0394505431802,0.0675546680189,-0.107005211199,-0.0187717704119,-0.0206787727683,-0.200996292085
MSCI,0001408198,CAPEX,FY2025,NOT_APPLICABLE,NOT_APPLICABLE,USD,0001408198-25-000175,2025-07-22T10:46:08+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2025-07-23,2026-01-21,0.10834699605,0.0193834381532,0.0889635578964,0.0914909767876,0.0168560192619,-0.0929147158713
MSCI,0001408198,CAPEX,FY2025,NOT_APPLICABLE,NOT_APPLICABLE,USD,0001408198-25-000194,2025-10-28T10:46:17+00:00,F04,NON_LOWER,0.0416666666667,XLF,yf-independent-current-sp500-20260721,2025-10-29,2026-04-30,0.012667775972,0.00249951809131,0.0101682578807,0.0494134308378,-0.0367456548659,-0.180728224793
MSCI,0001408198,FREE_CASH_FLOW,FY2024,NON_GAAP,NOT_APPLICABLE,USD,0001408198-24-000129,2024-07-23T10:47:38+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2024-07-24,2025-01-23,0.136692775579,0.187288070034,-0.0505952944553,0.11809719078,0.018595584799,-0.0947498308592
MSCI,0001408198,FREE_CASH_FLOW,FY2024,NON_GAAP,NOT_APPLICABLE,USD,0001408198-24-000165,2024-10-29T10:55:53+00:00,F04,NON_LOWER,0.0637450199203,XLF,yf-independent-current-sp500-20260721,2024-10-30,2025-05-02,-0.0394505431802,0.0675546680189,-0.107005211199,-0.0187717704119,-0.0206787727683,-0.200996292085
MSCI,0001408198,FREE_CASH_FLOW,FY2025,NON_GAAP,NOT_APPLICABLE,USD,0001408198-25-000175,2025-07-22T10:46:08+00:00,F04,NON_LOWER,0,XLF,yf-independent-current-sp500-20260721,2025-07-23,2026-01-21,0.10834699605,0.0193834381532,0.0889635578964,0.0914909767876,0.0168560192619,-0.0929147158713
MSCI,0001408198,FREE_CASH_FLOW,FY2025,NON_GAAP,NOT_APPLICABLE,USD,0001408198-25-000194,2025-10-28T10:46:17+00:00,F04,NON_LOWER,0.00699300699301,XLF,yf-independent-current-sp500-20260721,2025-10-29,2026-04-30,0.012667775972,0.00249951809131,0.0101682578807,0.0494134308378,-0.0367456548659,-0.180728224793
VRT,0001674101,FREE_CASH_FLOW,FY2023,NON_GAAP,NOT_APPLICABLE,USD,0001628280-23-035032,2023-10-25T10:02:03+00:00,F04,NON_LOWER,0.136363636364,XLI,yf-independent-current-sp500-20260721,2023-10-26,2024-04-26,1.49063984175,0.26533986074,1.22529998101,0.229214383035,1.26142545871,-0.13122537633
LIN,0001707925,CAPEX,FY2023,NOT_APPLICABLE,NOT_APPLICABLE,USD,0001654954-23-013397,2023-10-26T10:31:40+00:00,F04,NON_LOWER,0,XLB,yf-long14-actions-sector-20260721,2023-10-27,2024-04-29,0.217218190072,0.216202176754,0.00101601331724,0.240298422389,-0.0230802323177,-0.0667732721628
LIN,0001707925,EPS,FY2023,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001654954-23-013397,2023-10-26T10:31:40+00:00,F04,NON_LOWER,0.0107913669065,XLB,yf-long14-actions-sector-20260721,2023-10-27,2024-04-29,0.217218190072,0.216202176754,0.00101601331724,0.240298422389,-0.0230802323177,-0.0667732721628
LIN,0001707925,EPS,FY2024,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001654954-24-009830,2024-08-02T10:07:54+00:00,F04,NON_LOWER,0.00323624595469,XLB,yf-long14-actions-sector-20260721,2024-08-05,2025-02-04,0.00777776239066,0.0179238054317,-0.010146043041,0.183756913778,-0.175979151387,-0.148602487876
LIN,0001707925,EPS,FY2025,NON_GAAP,NOT_APPLICABLE,USD_PER_SHARE,0001654954-25-012384,2025-10-31T10:45:37+00:00,F04,NON_LOWER,0,XLB,yf-long14-actions-sector-20260721,2025-11-03,2026-05-05,0.193177343919,0.215852842486,-0.0226754985667,0.0615766139018,0.131600730018,-0.0889265129616
