accession_number,cik,filing_date,prior_extraction_status,extraction_method,candidate_symbols,source_sha256,review_role,development_regression_status
0001109357-20-000174,0001109357,2020-08-27,CANDIDATE_FOUND,XBRL_TAG,EXC,65e1720db268d4ea617ad93017e3174fbd14c97925cf60c09ec96a2a4a70537c,DEVELOPMENT_REGRESSION,PASS
0001552781-20-000463,0000021344,2020-08-28,CANDIDATE_FOUND,XBRL_TAG,KO|KO21B|KO21C|KO22|KO22B|KO23B|KO24|KO26|KO26C|KO27|KO31|KO35|KO36,b6c32c4765708de0159ab7ead12ca6ee0dcd4b549b8a0e381a2101d8b86f3703,DEVELOPMENT_REGRESSION,PASS
0001104659-20-101912,0000100517,2020-09-02,CANDIDATE_FOUND,XBRL_TAG,UAL,6c7a301e143984dab27ced0f6c88e86013e27e978799c71f53cd31cc4759e2c6,DEVELOPMENT_REGRESSION,PASS
0001075531-20-000054,0001075531,2020-09-10,CANDIDATE_FOUND,XBRL_TAG,BKNG,4fb4103605e8f69a2682ada3ec8860fe8663a979a149c38decd92c121f58cb15,DEVELOPMENT_REGRESSION,PASS
0001193125-20-247156,0000814547,2020-09-16,CANDIDATE_FOUND,XBRL_TAG,FICO,13e92cdcacb4b2e7a4e32404317549a26da86fb8c5206bd56bc6edac8691941b,DEVELOPMENT_REGRESSION,PASS
0000950142-20-002295,0001037038,2020-09-22,CANDIDATE_FOUND,XBRL_TAG,RL,78b62fef3cebad1e4376f4ee8b7204cce0c509110ed609215a65f2ef67428f9f,DEVELOPMENT_REGRESSION,PASS
0001683168-20-003281,0000027904,2020-09-25,CANDIDATE_FOUND,XBRL_TAG,DAL,2d41457d0eafe38ff3cd5cd8dd31801f127547de6f2750414046729e9ec53967,DEVELOPMENT_REGRESSION,PASS
0000874761-20-000056,0000874761,2020-09-29,CANDIDATE_FOUND,XBRL_TAG,AES,039cf9ba89839d69f495ee964b7cf08395d874a93fa957c45ce320926369ea9a,DEVELOPMENT_REGRESSION,PASS
0000899051-20-000066,0000899051,2020-09-30,CANDIDATE_FOUND,XBRL_TAG,ALL|ALL.PR.B,e456603722cf3c79f9621cddd4d824d5c6772f0d53a4c3df40df62b961f30065,DEVELOPMENT_REGRESSION,PASS
0001510295-20-000098,0001510295,2020-09-30,CANDIDATE_FOUND,XBRL_TAG,MPC,cc893134f5c9f77cb38121b1bcc3803d21d49f28350d982a3fd0444780cb01bc,DEVELOPMENT_REGRESSION,PASS
0001104659-20-114989,0000100517,2020-10-14,CANDIDATE_FOUND,XBRL_TAG,UAL,1fb323e7414f2ac0030805312c1172674b8f6496092de344e8c2218ece8a7fb4,DEVELOPMENT_REGRESSION,PASS
0001075531-20-000060,0001075531,2020-10-15,CANDIDATE_FOUND,XBRL_TAG,BKNG,13cec392781c15fed866c9578955e9853479778536c39a9930fb804b66c781b5,DEVELOPMENT_REGRESSION,PASS
0001104659-20-115651,0001091667,2020-10-16,CANDIDATE_FOUND,XBRL_TAG,CHTR,2d14d79117d159dd148b7dc7a64cb9012c3f1ccefd1a27fc0ee27cbe191db7ed,DEVELOPMENT_REGRESSION,PASS
0001075531-20-000072,0001075531,2020-11-05,CANDIDATE_FOUND,XBRL_TAG,BKNG,140b6f3eef37f36cbc0386207de36795561c0084abba338562965fab3c9755e0,DEVELOPMENT_REGRESSION,PASS
0000885725-20-000046,0000885725,2020-11-18,CANDIDATE_FOUND,XBRL_TAG,BSX|BSX27,1a103e92f461b73d6307dbda040c2bec9b28648553247854fb4cfde44bbc4a56,DEVELOPMENT_REGRESSION,PASS
0001193125-20-298226,0001792044,2020-11-19,CANDIDATE_FOUND,XBRL_TAG,VTRS,16768e1e915c93677aa353eb77e098172fefd24819b2d7cf17effa02d930efe5,DEVELOPMENT_REGRESSION,PASS
0000885725-20-000051,0000885725,2020-12-01,CANDIDATE_FOUND,XBRL_TAG,BSX|BSX27,5348dfa01625f567427500711566f7cf004ad2e7e2c1ff674b702c5dc1e9510b,DEVELOPMENT_REGRESSION,PASS
0001193125-20-315436,0001792044,2020-12-11,CANDIDATE_FOUND,XBRL_TAG,VTRS,e07f7113664cc2983ecb866ab95aa601513c4a6f58f3b18f24ec8a7fd5e24912,DEVELOPMENT_REGRESSION,PASS
0001193125-21-000344,0001316835,2021-01-04,CANDIDATE_FOUND,XBRL_TAG,BLDR,a159d5ae4a68a8e61962f978bd8431827bcf5ea9c9703e6eebba144e5bbce319,DEVELOPMENT_REGRESSION,PASS
0000037996-21-000004,0000037996,2021-01-11,CANDIDATE_FOUND,XBRL_TAG,F|FPRB|FPRC,2a494d2f62c2cebcc1d3902b8435db8fedafeae34557ee29b5a857ca13eea117,DEVELOPMENT_REGRESSION,PASS
0001193125-21-010918,0001048911,2021-01-19,CANDIDATE_FOUND,XBRL_TAG,FDX,a853ed946db2bfb1a4b797a752974fc0c20be8ead3979ada56c77d24f026478c,DEVELOPMENT_REGRESSION,PASS
0001090727-21-000006,0001090727,2021-01-25,CANDIDATE_FOUND,XBRL_TAG,UPS|UPS23A|UPS25|UPS28|UPS32,56a67b4e0e7ef0b978ecf366b3d817e3589ac6423ab433ca16f4814a83af031a,DEVELOPMENT_REGRESSION,PASS
0001326160-21-000004,0001326160,2021-01-25,CANDIDATE_FOUND,XBRL_TAG,DUK|DUKB|DUKH,b43a6bb582e9b1bb85a148a38f5eb7a4b6ea95aba01f5fb12628a774b264f695,DEVELOPMENT_REGRESSION,PASS
0001075531-21-000003,0001075531,2021-01-27,CANDIDATE_FOUND,XBRL_TAG,BKNG,510fb18fea46dc5a054dfb8386399662cbcbd75e3e9291cde0e5e803dd676df5,DEVELOPMENT_REGRESSION,PASS
0001558370-21-001022,0000031462,2021-02-16,CANDIDATE_FOUND,XBRL_TAG,ECL,df346391ca5868a3cc65e69aa6bc0981a26e2063f33a72983c62b520e8a182f7,DEVELOPMENT_REGRESSION,PASS
0001193125-21-046154,0001090012,2021-02-17,CANDIDATE_FOUND,XBRL_TAG,DVN,2fa23f22ba8a248dceb9115cf01e3c334f62db1a26b58acc1bc42c073e6e8bd9,DEVELOPMENT_REGRESSION,PASS
0001001250-21-000021,0001001250,2021-02-24,CANDIDATE_FOUND,XBRL_TAG,EL,3766b2505870ed2636a87c7cff479f1cbd4902a88db73337cc8f0e2a4373d798,DEVELOPMENT_REGRESSION,PASS
0001193125-21-057129,0001792044,2021-02-25,CANDIDATE_FOUND,XBRL_TAG,VTRS,25ce878eba3b0e1a25837cf80f1033dfdcf93d4efb77641574c452109b6be760,DEVELOPMENT_REGRESSION,PASS
0001193125-21-058268,0000075677,2021-02-26,CANDIDATE_FOUND,XBRL_TAG,PKG,a986016d51bf849c6e151f8b62e54c448b9cdaf6c20eeef57f6db2ffd620a4cd,DEVELOPMENT_REGRESSION,PASS
0001193125-21-069468,0001097864,2021-03-04,CANDIDATE_FOUND,XBRL_TAG,ON,ea8fbf01f85b364085fd22672b01805db01a650faaa75e74999087cf32cf2391,DEVELOPMENT_REGRESSION,PASS
0000721371-21-000021,0000721371,2021-03-12,CANDIDATE_FOUND,XBRL_TAG,CAH,5f70957228b85cc7f0f7df07581e3e4ff9bde44d207f01e1816d9011339db82d,DEVELOPMENT_REGRESSION,PASS
0001193125-21-084755,0000922224,2021-03-18,CANDIDATE_FOUND,XBRL_TAG,PPL|PPL/67|PPX,753d6a08bb32c121c1079e87bf2dfa2d95c6ed328b3e2f057f0d3f14ef99796c,DEVELOPMENT_REGRESSION,PASS
0001628280-21-007391,0001674101,2021-04-23,CANDIDATE_FOUND,XBRL_TAG,VRT,14a529b5d11222cf88eb3cdd26baaf2e158f69a27a3ed44949243e587e0d9c4e,DEVELOPMENT_REGRESSION,PASS
0001109357-21-000037,0001109357,2021-04-30,CANDIDATE_FOUND,XBRL_TAG,EXC,153b6d624ae66fd8985d5ad4f4c7b9b79d47dca6193f68d4026af2ff300a509b,DEVELOPMENT_REGRESSION,PASS
0001564590-21-024548,0000040704,2021-05-06,CANDIDATE_FOUND,XBRL_TAG,GIS|GIS23A|GIS26|GIS27,635b0ef9ed255f4b383cc1200c3ff49e1d9e6af163bd29a9057cc13de6c87aa7,DEVELOPMENT_REGRESSION,PASS
0001104659-21-076394,0000001800,2021-06-03,CANDIDATE_FOUND,XBRL_TAG,ABT,c5483840a185918db2d4290d577a27ae3bb770cf5db917d02468e2b1bdc727a6,DEVELOPMENT_REGRESSION,PASS
0000874761-21-000055,0000874761,2021-07-07,CANDIDATE_FOUND,XBRL_TAG,AES|AESC,56aa82c8f239a8ce3d8e635f561eccb6558b17890534ee1671d22c580e840840,DEVELOPMENT_REGRESSION,PASS
0001783879-26-000071,0001783879,2026-06-16,CANDIDATE_FOUND,XBRL_TAG,HOOD,77a21ef7048b45aa45bb29c33d4cd0efe66380760c252446a35d6cb28d2afe61,DEVELOPMENT_REGRESSION,PASS
0001193125-26-289427,0000002969,2026-06-30,CANDIDATE_FOUND,XBRL_TAG,APD|APD28|APD31|APD32|APD32B|APD35|APD37,21c95c181703edc75dc673c0e9a814dd8baef101c0fb4356ddbee1ceff4da2e2,DEVELOPMENT_REGRESSION,PASS
0001001250-26-000031,0001001250,2026-07-07,CANDIDATE_FOUND,XBRL_TAG,EL,598f2d64c5c98f67a9185df705ca9f8ce109725f4df043f06d574f5254fd105e,DEVELOPMENT_REGRESSION,PASS
