event_id,cik,canonical_symbol_at_filing,identity_status,accession_number,form,filing_date,accepted_at,matched_items,filing_index_url,primary_document_url
SEC8K-0001090872-14-000019,0001090872,,UNMAPPED,0001090872-14-000019,8-K,2014-06-12,2014-06-12T20:13:43.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1090872/000109087214000019/0001090872-14-000019-index.html,https://www.sec.gov/Archives/edgar/data/1090872/000109087214000019/form8-k2015noteredemption.htm
SEC8K-0001157523-14-002613,0001116132,,UNMAPPED,0001157523-14-002613,8-K,2014-06-19,2014-06-19T20:30:42.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1116132/000115752314002613/0001157523-14-002613-index.html,https://www.sec.gov/Archives/edgar/data/1116132/000115752314002613/a50889786.htm
SEC8K-0001157523-14-002741,0001116132,,UNMAPPED,0001157523-14-002741,8-K/A,2014-07-02,2014-07-02T21:22:58.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1116132/000115752314002741/0001157523-14-002741-index.html,https://www.sec.gov/Archives/edgar/data/1116132/000115752314002741/a50897597.htm
SEC8K-0001104659-14-050793,0000740260,,UNMAPPED,0001104659-14-050793,8-K,2014-07-09,2014-07-09T20:43:20.000Z,4.02,https://www.sec.gov/Archives/edgar/data/740260/000110465914050793/0001104659-14-050793-index.html,https://www.sec.gov/Archives/edgar/data/740260/000110465914050793/a14-16895_18k.htm
SEC8K-0001193125-14-271285,0000789019,,UNMAPPED,0001193125-14-271285,8-K,2014-07-17,2014-07-17T16:05:07.000Z,2.05,https://www.sec.gov/Archives/edgar/data/789019/000119312514271285/0001193125-14-271285-index.html,https://www.sec.gov/Archives/edgar/data/789019/000119312514271285/d758424d8k.htm
SEC8K-0001157523-14-002855,0001116132,,UNMAPPED,0001157523-14-002855,8-K/A,2014-07-17,2014-07-17T20:02:10.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1116132/000115752314002855/0001157523-14-002855-index.html,https://www.sec.gov/Archives/edgar/data/1116132/000115752314002855/a50906673.htm
SEC8K-0001243786-14-000007,0001285785,,UNMAPPED,0001243786-14-000007,8-K,2014-07-23,2014-07-23T12:30:15.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1285785/000124378614000007/0001243786-14-000007-index.html,https://www.sec.gov/Archives/edgar/data/1285785/000124378614000007/form8-kcarlsbad.htm
SEC8K-0001193125-14-284628,0000318154,,UNMAPPED,0001193125-14-284628,8-K,2014-07-29,2014-07-29T20:12:31.000Z,2.05,https://www.sec.gov/Archives/edgar/data/318154/000119312514284628/0001193125-14-284628-index.html,https://www.sec.gov/Archives/edgar/data/318154/000119312514284628/d765326d8k.htm
SEC8K-0001193125-14-308733,0000858877,,UNMAPPED,0001193125-14-308733,8-K,2014-08-14,2014-08-13T23:01:07.000Z,2.05,https://www.sec.gov/Archives/edgar/data/858877/000119312514308733/0001193125-14-308733-index.html,https://www.sec.gov/Archives/edgar/data/858877/000119312514308733/d772750d8k.htm
SEC8K-0001299933-14-001452,0000040704,,UNMAPPED,0001299933-14-001452,8-K,2014-09-18,2014-09-18T21:24:19.000Z,2.05,https://www.sec.gov/Archives/edgar/data/40704/000129993314001452/0001299933-14-001452-index.html,https://www.sec.gov/Archives/edgar/data/40704/000129993314001452/htm_50516.htm
SEC8K-0001090872-14-000030,0001090872,,UNMAPPED,0001090872-14-000030,8-K,2014-09-19,2014-09-19T20:09:27.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1090872/000109087214000030/0001090872-14-000030-index.html,https://www.sec.gov/Archives/edgar/data/1090872/000109087214000030/form8k2017notespartialrede.htm
SEC8K-0001193125-14-347186,0000049071,,UNMAPPED,0001193125-14-347186,8-K,2014-09-19,2014-09-19T21:00:00.000Z,2.04,https://www.sec.gov/Archives/edgar/data/49071/000119312514347186/0001193125-14-347186-index.html,https://www.sec.gov/Archives/edgar/data/49071/000119312514347186/d792515d8k.htm
SEC8K-0001206774-14-002865,0000021076,,UNMAPPED,0001206774-14-002865,8-K,2014-09-22,2014-09-22T12:36:52.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/21076/000120677414002865/0001206774-14-002865-index.html,https://www.sec.gov/Archives/edgar/data/21076/000120677414002865/clorox_8k.htm
SEC8K-0001299933-14-001511,0000040704,,UNMAPPED,0001299933-14-001511,8-K/A,2014-09-30,2014-09-30T21:09:26.000Z,2.05,https://www.sec.gov/Archives/edgar/data/40704/000129993314001511/0001299933-14-001511-index.html,https://www.sec.gov/Archives/edgar/data/40704/000129993314001511/htm_50575.htm
SEC8K-0001193125-14-373863,0000002488,,UNMAPPED,0001193125-14-373863,8-K,2014-10-16,2014-10-16T20:21:56.000Z,2.05,https://www.sec.gov/Archives/edgar/data/2488/000119312514373863/0001193125-14-373863-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312514373863/d805390d8k.htm
SEC8K-0000055785-14-000086,0000055785,,UNMAPPED,0000055785-14-000086,8-K,2014-10-21,2014-10-21T12:49:15.000Z,2.05,https://www.sec.gov/Archives/edgar/data/55785/000005578514000086/0000055785-14-000086-index.html,https://www.sec.gov/Archives/edgar/data/55785/000005578514000086/kmb_2014x3q8k.htm
SEC8K-0001157523-14-004066,0000021665,,UNMAPPED,0001157523-14-004066,8-K,2014-10-24,2014-10-24T12:00:35.000Z,2.05,https://www.sec.gov/Archives/edgar/data/21665/000115752314004066/0001157523-14-004066-index.html,https://www.sec.gov/Archives/edgar/data/21665/000115752314004066/a50968522.htm
SEC8K-0001193125-14-384251,0000318154,,UNMAPPED,0001193125-14-384251,8-K,2014-10-28,2014-10-28T12:57:06.000Z,2.05,https://www.sec.gov/Archives/edgar/data/318154/000119312514384251/0001193125-14-384251-index.html,https://www.sec.gov/Archives/edgar/data/318154/000119312514384251/d811787d8k.htm
SEC8K-0000849399-14-000006,0000849399,,UNMAPPED,0000849399-14-000006,8-K,2014-11-05,2014-11-05T16:11:56.000Z,2.05,https://www.sec.gov/Archives/edgar/data/849399/000084939914000006/0000849399-14-000006-index.html,https://www.sec.gov/Archives/edgar/data/849399/000084939914000006/q2fy158-kshell.htm
SEC8K-0001193125-14-430607,0000087347,,UNMAPPED,0001193125-14-430607,8-K,2014-12-02,2014-12-02T18:00:33.000Z,2.06,https://www.sec.gov/Archives/edgar/data/87347/000119312514430607/0001193125-14-430607-index.html,https://www.sec.gov/Archives/edgar/data/87347/000119312514430607/d829373d8k.htm
SEC8K-0001104659-14-088083,0000765880,,UNMAPPED,0001104659-14-088083,8-K,2014-12-22,2014-12-22T13:30:27.000Z,2.06,https://www.sec.gov/Archives/edgar/data/765880/000110465914088083/0001104659-14-088083-index.html,https://www.sec.gov/Archives/edgar/data/765880/000110465914088083/a14-26604_18k.htm
SEC8K-0001193125-14-452888,0001050915,,UNMAPPED,0001193125-14-452888,8-K,2014-12-23,2014-12-23T22:01:00.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1050915/000119312514452888/0001193125-14-452888-index.html,https://www.sec.gov/Archives/edgar/data/1050915/000119312514452888/d842484d8k.htm
SEC8K-0001299933-15-000046,0000040704,,UNMAPPED,0001299933-15-000046,8-K,2015-01-08,2015-01-08T22:02:35.000Z,2.05,https://www.sec.gov/Archives/edgar/data/40704/000129993315000046/0001299933-15-000046-index.html,https://www.sec.gov/Archives/edgar/data/40704/000129993315000046/htm_51103.htm
SEC8K-0001104659-15-005296,0001022671,,UNMAPPED,0001104659-15-005296,8-K,2015-01-29,2015-01-29T17:52:08.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1022671/000110465915005296/0001104659-15-005296-index.html,https://www.sec.gov/Archives/edgar/data/1022671/000110465915005296/a15-3345_18k.htm
SEC8K-0000072903-15-000021,0000072903,,UNMAPPED,0000072903-15-000021,8-K,2015-03-12,2015-03-12T20:42:01.000Z,2.06,https://www.sec.gov/Archives/edgar/data/72903/000007290315000021/0000072903-15-000021-index.html,https://www.sec.gov/Archives/edgar/data/72903/000007290315000021/a8-k3x12x2015assetimpairme.htm
SEC8K-0000764478-15-000012,0000764478,,UNMAPPED,0000764478-15-000012,8-K,2015-03-30,2015-03-30T10:36:13.000Z,2.05,https://www.sec.gov/Archives/edgar/data/764478/000076447815000012/0000764478-15-000012-index.html,https://www.sec.gov/Archives/edgar/data/764478/000076447815000012/bby8-k32815.htm
SEC8K-0001104659-15-023655,0000765880,,UNMAPPED,0001104659-15-023655,8-K,2015-03-30,2015-03-30T12:18:57.000Z,2.06,https://www.sec.gov/Archives/edgar/data/765880/000110465915023655/0001104659-15-023655-index.html,https://www.sec.gov/Archives/edgar/data/765880/000110465915023655/a15-8190_18k.htm
SEC8K-0000040545-15-000036,0000040545,,UNMAPPED,0000040545-15-000036,8-K,2015-04-10,2015-04-10T12:12:37.000Z,2.05,https://www.sec.gov/Archives/edgar/data/40545/000004054515000036/0000040545-15-000036-index.html,https://www.sec.gov/Archives/edgar/data/40545/000004054515000036/ge8kpkh0415.htm
SEC8K-0000079879-15-000018,0000079879,,UNMAPPED,0000079879-15-000018,8-K,2015-04-16,2015-04-16T17:35:06.000Z,2.05,https://www.sec.gov/Archives/edgar/data/79879/000007987915000018/0000079879-15-000018-index.html,https://www.sec.gov/Archives/edgar/data/79879/000007987915000018/a1q2015earningsrelease.htm
SEC8K-0000063754-15-000032,0000063754,,UNMAPPED,0000063754-15-000032,8-K,2015-04-20,2015-04-20T20:50:14.000Z,2.05,https://www.sec.gov/Archives/edgar/data/63754/000006375415000032/0000063754-15-000032-index.html,https://www.sec.gov/Archives/edgar/data/63754/000006375415000032/a8-kxmkcapril202015emea.htm
SEC8K-0001091667-15-000073,0001091667,,UNMAPPED,0001091667-15-000073,8-K,2015-04-22,2015-04-22T20:16:02.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1091667/000109166715000073/0001091667-15-000073-index.html,https://www.sec.gov/Archives/edgar/data/1091667/000109166715000073/chtr421158k.htm
SEC8K-0000779152-15-000021,0000779152,,UNMAPPED,0000779152-15-000021,8-K,2015-05-07,2015-05-06T21:36:30.000Z,4.02,https://www.sec.gov/Archives/edgar/data/779152/000077915215000021/0000779152-15-000021-index.html,https://www.sec.gov/Archives/edgar/data/779152/000077915215000021/jkhy-562015x8krestate.htm
SEC8K-0001181431-15-008082,0001267238,,UNMAPPED,0001181431-15-008082,8-K,2015-06-10,2015-06-10T12:50:38.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1267238/000118143115008082/0001181431-15-008082-index.html,https://www.sec.gov/Archives/edgar/data/1267238/000118143115008082/rrd425603.htm
SEC8K-0001193125-15-229502,0000035527,,UNMAPPED,0001193125-15-229502,8-K,2015-06-22,2015-06-22T11:06:29.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/35527/000119312515229502/0001193125-15-229502-index.html,https://www.sec.gov/Archives/edgar/data/35527/000119312515229502/d947003d8k.htm
SEC8K-0001104659-15-047286,0000765880,,UNMAPPED,0001104659-15-047286,8-K,2015-06-24,2015-06-24T20:05:42.000Z,2.06,https://www.sec.gov/Archives/edgar/data/765880/000110465915047286/0001104659-15-047286-index.html,https://www.sec.gov/Archives/edgar/data/765880/000110465915047286/a15-14649_18k.htm
SEC8K-0001299933-15-000992,0000040704,,UNMAPPED,0001299933-15-000992,8-K,2015-06-25,2015-06-25T12:00:15.000Z,2.05,https://www.sec.gov/Archives/edgar/data/40704/000129993315000992/0001299933-15-000992-index.html,https://www.sec.gov/Archives/edgar/data/40704/000129993315000992/htm_52046.htm
SEC8K-0000319201-15-000038,0000319201,,UNMAPPED,0000319201-15-000038,8-K/A,2015-06-26,2015-06-26T10:11:17.000Z,2.05,https://www.sec.gov/Archives/edgar/data/319201/000031920115000038/0000319201-15-000038-index.html,https://www.sec.gov/Archives/edgar/data/319201/000031920115000038/form8-kaitems205and701.htm
SEC8K-0001193125-15-239493,0000096021,,UNMAPPED,0001193125-15-239493,8-K,2015-06-29,2015-06-29T21:11:33.000Z,2.04,https://www.sec.gov/Archives/edgar/data/96021/000119312515239493/0001193125-15-239493-index.html,https://www.sec.gov/Archives/edgar/data/96021/000119312515239493/d44361d8k.htm
SEC8K-0001193125-15-243668,0001111711,,UNMAPPED,0001193125-15-243668,8-K,2015-07-02,2015-07-02T12:22:35.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1111711/000119312515243668/0001193125-15-243668-index.html,https://www.sec.gov/Archives/edgar/data/1111711/000119312515243668/d116426d8k.htm
SEC8K-0000040545-15-000076,0000040545,,UNMAPPED,0000040545-15-000076,8-K,2015-07-06,2015-07-06T20:22:10.000Z,2.06,https://www.sec.gov/Archives/edgar/data/40545/000004054515000076/0000040545-15-000076-index.html,https://www.sec.gov/Archives/edgar/data/40545/000004054515000076/ge8k062915.htm
SEC8K-0001299933-15-001096,0000040704,,UNMAPPED,0001299933-15-001096,8-K,2015-07-16,2015-07-16T13:01:17.000Z,2.05,https://www.sec.gov/Archives/edgar/data/40704/000129993315001096/0001299933-15-001096-index.html,https://www.sec.gov/Archives/edgar/data/40704/000129993315001096/htm_52152.htm
SEC8K-0001104659-15-064389,0001137789,,UNMAPPED,0001104659-15-064389,8-K,2015-09-10,2015-09-10T00:40:11.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1137789/000110465915064389/0001104659-15-064389-index.html,https://www.sec.gov/Archives/edgar/data/1137789/000110465915064389/a15-19227_18k.htm
SEC8K-0001193125-15-320831,0000047217,,UNMAPPED,0001193125-15-320831,8-K,2015-09-16,2015-09-16T10:05:06.000Z,2.05,https://www.sec.gov/Archives/edgar/data/47217/000119312515320831/0001193125-15-320831-index.html,https://www.sec.gov/Archives/edgar/data/47217/000119312515320831/d92008d8k.htm
SEC8K-0001104659-15-065441,0000765880,,UNMAPPED,0001104659-15-065441,8-K,2015-09-16,2015-09-16T12:30:37.000Z,2.06,https://www.sec.gov/Archives/edgar/data/765880/000110465915065441/0001104659-15-065441-index.html,https://www.sec.gov/Archives/edgar/data/765880/000110465915065441/a15-19754_18k.htm
SEC8K-0000018230-15-000301,0000018230,,UNMAPPED,0000018230-15-000301,8-K,2015-09-24,2015-09-24T13:03:57.000Z,2.05,https://www.sec.gov/Archives/edgar/data/18230/000001823015000301/0000018230-15-000301-index.html,https://www.sec.gov/Archives/edgar/data/18230/000001823015000301/caterpillarform8k_septembe.htm
SEC8K-0000002488-15-000055,0000002488,,UNMAPPED,0000002488-15-000055,8-K,2015-10-01,2015-10-01T20:05:11.000Z,2.05,https://www.sec.gov/Archives/edgar/data/2488/000000248815000055/0000002488-15-000055-index.html,https://www.sec.gov/Archives/edgar/data/2488/000000248815000055/a201510018-kitem205restruc.htm
SEC8K-0001157523-15-003290,0000029534,,UNMAPPED,0001157523-15-003290,8-K,2015-10-13,2015-10-13T20:41:05.000Z,2.05,https://www.sec.gov/Archives/edgar/data/29534/000115752315003290/0001157523-15-003290-index.html,https://www.sec.gov/Archives/edgar/data/29534/000115752315003290/a51199630.htm
SEC8K-0000875045-15-000032,0000875045,,UNMAPPED,0000875045-15-000032,8-K,2015-10-21,2015-10-21T11:33:13.000Z,2.05,https://www.sec.gov/Archives/edgar/data/875045/000087504515000032/0000875045-15-000032-index.html,https://www.sec.gov/Archives/edgar/data/875045/000087504515000032/q32015earnings8-k.htm
SEC8K-0001193125-15-350900,0001286681,,UNMAPPED,0001193125-15-350900,8-K,2015-10-22,2015-10-22T21:18:39.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1286681/000119312515350900/0001193125-15-350900-index.html,https://www.sec.gov/Archives/edgar/data/1286681/000119312515350900/d51248d8k.htm
SEC8K-0001299933-15-001564,0000040704,,UNMAPPED,0001299933-15-001564,8-K,2015-10-29,2015-10-29T14:00:11.000Z,2.05,https://www.sec.gov/Archives/edgar/data/40704/000129993315001564/0001299933-15-001564-index.html,https://www.sec.gov/Archives/edgar/data/40704/000129993315001564/htm_52617.htm
SEC8K-0001157523-15-003580,0000021665,,UNMAPPED,0001157523-15-003580,8-K,2015-10-30,2015-10-30T12:00:21.000Z,2.05,https://www.sec.gov/Archives/edgar/data/21665/000115752315003580/0001157523-15-003580-index.html,https://www.sec.gov/Archives/edgar/data/21665/000115752315003580/a51212651.htm
SEC8K-0000827052-15-000188,0000827052,,UNMAPPED,0000827052-15-000188,8-K,2015-11-09,2015-11-09T11:30:25.000Z,2.06,https://www.sec.gov/Archives/edgar/data/827052/000082705215000188/0000827052-15-000188-index.html,https://www.sec.gov/Archives/edgar/data/827052/000082705215000188/eix-sceform8xkre2015grcfin.htm
SEC8K-0001193125-15-380906,0001324424,,UNMAPPED,0001193125-15-380906,8-K,2015-11-18,2015-11-18T22:11:59.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1324424/000119312515380906/0001193125-15-380906-index.html,https://www.sec.gov/Archives/edgar/data/1324424/000119312515380906/d37647d8k.htm
SEC8K-0000040545-15-000126,0000040545,,UNMAPPED,0000040545-15-000126,8-K,2015-11-30,2015-11-30T22:00:57.000Z,2.06,https://www.sec.gov/Archives/edgar/data/40545/000004054515000126/0000040545-15-000126-index.html,https://www.sec.gov/Archives/edgar/data/40545/000004054515000126/ge8k113015.htm
SEC8K-0001193125-15-391663,0000087347,,UNMAPPED,0001193125-15-391663,8-K,2015-12-01,2015-12-01T17:46:30.000Z,2.05,https://www.sec.gov/Archives/edgar/data/87347/000119312515391663/0001193125-15-391663-index.html,https://www.sec.gov/Archives/edgar/data/87347/000119312515391663/d42166d8k.htm
SEC8K-0000936340-15-000194,0000936340,,UNMAPPED,0000936340-15-000194,8-K,2015-12-17,2015-12-17T18:56:20.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/936340/000093634015000194/0000936340-15-000194-index.html,https://www.sec.gov/Archives/edgar/data/936340/000093634015000194/a8-kdteenergy121715.htm
SEC8K-0001104659-16-089611,0001063761,,UNMAPPED,0001104659-16-089611,8-K,2016-01-13,2016-01-13T16:28:06.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1063761/000110465916089611/0001104659-16-089611-index.html,https://www.sec.gov/Archives/edgar/data/1063761/000110465916089611/a16-1864_18k.htm
SEC8K-0000200406-16-000062,0000200406,,UNMAPPED,0000200406-16-000062,8-K,2016-01-19,2016-01-19T11:50:51.000Z,2.05,https://www.sec.gov/Archives/edgar/data/200406/000020040616000062/0000200406-16-000062-index.html,https://www.sec.gov/Archives/edgar/data/200406/000020040616000062/md8kcover.htm
SEC8K-0001193125-16-434942,0000106040,,UNMAPPED,0001193125-16-434942,8-K,2016-01-22,2016-01-22T11:02:34.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/106040/000119312516434942/0001193125-16-434942-index.html,https://www.sec.gov/Archives/edgar/data/106040/000119312516434942/d31155d8k.htm
SEC8K-0000764180-16-000113,0000764180,,UNMAPPED,0000764180-16-000113,8-K,2016-01-28,2016-01-28T15:00:58.000Z,2.05,https://www.sec.gov/Archives/edgar/data/764180/000076418016000113/0000764180-16-000113-index.html,https://www.sec.gov/Archives/edgar/data/764180/000076418016000113/form8-k2015fs.htm
SEC8K-0001193125-16-445218,0000927653,,UNMAPPED,0001193125-16-445218,8-K,2016-02-01,2016-02-01T13:01:01.000Z,2.06,https://www.sec.gov/Archives/edgar/data/927653/000119312516445218/0001193125-16-445218-index.html,https://www.sec.gov/Archives/edgar/data/927653/000119312516445218/d125466d8k.htm
SEC8K-0000769397-16-000055,0000769397,,UNMAPPED,0000769397-16-000055,8-K,2016-02-03,2016-02-03T14:00:38.000Z,2.05,https://www.sec.gov/Archives/edgar/data/769397/000076939716000055/0000769397-16-000055-index.html,https://www.sec.gov/Archives/edgar/data/769397/000076939716000055/form8-kxitem205xrestructur.htm
SEC8K-0001193125-16-465602,0001090012,,UNMAPPED,0001193125-16-465602,8-K,2016-02-16,2016-02-16T22:02:44.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1090012/000119312516465602/0001193125-16-465602-index.html,https://www.sec.gov/Archives/edgar/data/1090012/000119312516465602/d111630d8k.htm
SEC8K-0001102624-16-002144,0001002047,,UNMAPPED,0001102624-16-002144,8-K,2016-02-17,2016-02-17T21:01:26.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1002047/000110262416002144/0001102624-16-002144-index.html,https://www.sec.gov/Archives/edgar/data/1002047/000110262416002144/netapp8k.htm
SEC8K-0000105770-16-000057,0000105770,,UNMAPPED,0000105770-16-000057,8-K,2016-02-18,2016-02-18T14:05:55.000Z,2.05,https://www.sec.gov/Archives/edgar/data/105770/000010577016000057/0000105770-16-000057-index.html,https://www.sec.gov/Archives/edgar/data/105770/000010577016000057/wst-q42015form8k.htm
SEC8K-0001104659-16-100035,0001144519,,UNMAPPED,0001104659-16-100035,8-K,2016-02-25,2016-02-25T16:45:14.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1144519/000110465916100035/0001104659-16-100035-index.html,https://www.sec.gov/Archives/edgar/data/1144519/000110465916100035/a16-5165_18k.htm
SEC8K-0001157523-16-004904,0000021665,,UNMAPPED,0001157523-16-004904,8-K,2016-03-10,2016-03-10T21:45:45.000Z,2.05,https://www.sec.gov/Archives/edgar/data/21665/000115752316004904/0001157523-16-004904-index.html,https://www.sec.gov/Archives/edgar/data/21665/000115752316004904/a51298376.htm
SEC8K-0000093751-16-000566,0000093751,,UNMAPPED,0000093751-16-000566,8-K/A,2016-03-15,2016-03-15T10:33:02.000Z,2.05,https://www.sec.gov/Archives/edgar/data/93751/000009375116000566/0000093751-16-000566-index.html,https://www.sec.gov/Archives/edgar/data/93751/000009375116000566/form8-ka.htm
SEC8K-0001193125-16-509495,0000927653,,UNMAPPED,0001193125-16-509495,8-K,2016-03-18,2016-03-18T12:01:35.000Z,2.05,https://www.sec.gov/Archives/edgar/data/927653/000119312516509495/0001193125-16-509495-index.html,https://www.sec.gov/Archives/edgar/data/927653/000119312516509495/d167490d8k.htm
SEC8K-0001193125-16-528737,0000002969,,UNMAPPED,0001193125-16-528737,8-K,2016-04-04,2016-04-04T13:01:07.000Z,2.05,https://www.sec.gov/Archives/edgar/data/2969/000119312516528737/0001193125-16-528737-index.html,https://www.sec.gov/Archives/edgar/data/2969/000119312516528737/d14261d8k.htm
SEC8K-0001193125-16-530699,0001109357,,UNMAPPED,0001193125-16-530699,8-K,2016-04-05,2016-04-05T19:49:34.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1109357/000119312516530699/0001193125-16-530699-index.html,https://www.sec.gov/Archives/edgar/data/1109357/000119312516530699/d171533d8k.htm
SEC8K-0000050863-16-000122,0000050863,,UNMAPPED,0000050863-16-000122,8-K,2016-04-19,2016-04-19T16:09:01.000Z,2.05,https://www.sec.gov/Archives/edgar/data/50863/000005086316000122/0000050863-16-000122-index.html,https://www.sec.gov/Archives/edgar/data/50863/000005086316000122/aform8-kq12016.htm
SEC8K-0001157523-16-005214,0001116132,,UNMAPPED,0001157523-16-005214,8-K,2016-04-26,2016-04-26T10:45:25.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1116132/000115752316005214/0001157523-16-005214-index.html,https://www.sec.gov/Archives/edgar/data/1116132/000115752316005214/a51328032.htm
SEC8K-0001104659-16-116915,0001001250,,UNMAPPED,0001104659-16-116915,8-K,2016-05-03,2016-05-03T12:09:19.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000110465916116915/0001104659-16-116915-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465916116915/a16-10329_18k.htm
SEC8K-0000045012-16-000295,0000045012,,UNMAPPED,0000045012-16-000295,8-K,2016-05-04,2016-05-04T18:37:45.000Z,2.04,https://www.sec.gov/Archives/edgar/data/45012/000004501216000295/0000045012-16-000295-index.html,https://www.sec.gov/Archives/edgar/data/45012/000004501216000295/hal_8kterminationagreement.htm
SEC8K-0001437107-16-000068,0001437107,,UNMAPPED,0001437107-16-000068,8-K,2016-05-04,2016-05-04T21:03:06.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1437107/000143710716000068/0001437107-16-000068-index.html,https://www.sec.gov/Archives/edgar/data/1437107/000143710716000068/a8-k20160504.htm
SEC8K-0001157523-16-005590,0000849399,,UNMAPPED,0001157523-16-005590,8-K,2016-05-12,2016-05-12T16:51:29.000Z,2.05,https://www.sec.gov/Archives/edgar/data/849399/000115752316005590/0001157523-16-005590-index.html,https://www.sec.gov/Archives/edgar/data/849399/000115752316005590/a51339694.htm
SEC8K-0001104659-16-122983,0001001250,,UNMAPPED,0001104659-16-122983,8-K/A,2016-05-24,2016-05-24T20:56:24.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000110465916122983/0001104659-16-122983-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465916122983/a16-12118_18ka.htm
SEC8K-0001193125-16-610539,0001109357,,UNMAPPED,0001193125-16-610539,8-K,2016-06-02,2016-06-02T12:03:07.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1109357/000119312516610539/0001193125-16-610539-index.html,https://www.sec.gov/Archives/edgar/data/1109357/000119312516610539/d366527d8k.htm
SEC8K-0000950142-16-003884,0001037038,,UNMAPPED,0000950142-16-003884,8-K,2016-06-07,2016-06-07T12:08:25.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1037038/000095014216003884/0000950142-16-003884-index.html,https://www.sec.gov/Archives/edgar/data/1037038/000095014216003884/eh1600696_8k.htm
SEC8K-0000885725-16-000037,0000885725,,UNMAPPED,0000885725-16-000037,8-K,2016-06-09,2016-06-08T22:35:01.000Z,2.05,https://www.sec.gov/Archives/edgar/data/885725/000088572516000037/0000885725-16-000037-index.html,https://www.sec.gov/Archives/edgar/data/885725/000088572516000037/a2016restructuringprogramf.htm
SEC8K-0001193125-16-617925,0001109357,,UNMAPPED,0001193125-16-617925,8-K,2016-06-09,2016-06-09T21:01:05.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1109357/000119312516617925/0001193125-16-617925-index.html,https://www.sec.gov/Archives/edgar/data/1109357/000119312516617925/d208875d8k.htm
SEC8K-0001104659-16-127348,0001001250,,UNMAPPED,0001104659-16-127348,8-K/A,2016-06-15,2016-06-15T20:02:54.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000110465916127348/0001104659-16-127348-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000110465916127348/a16-13387_18ka.htm
SEC8K-0001104659-16-130122,0001137789,,UNMAPPED,0001104659-16-130122,8-K,2016-06-29,2016-06-29T20:12:03.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1137789/000110465916130122/0001104659-16-130122-index.html,https://www.sec.gov/Archives/edgar/data/1137789/000110465916130122/a16-13969_18k.htm
SEC8K-0000723125-16-000198,0000723125,,UNMAPPED,0000723125-16-000198,8-K,2016-06-30,2016-06-30T20:00:31.000Z,2.05,https://www.sec.gov/Archives/edgar/data/723125/000072312516000198/0000723125-16-000198-index.html,https://www.sec.gov/Archives/edgar/data/723125/000072312516000198/a2016q38-kearningsrelease.htm
SEC8K-0001274494-16-000082,0001274494,,UNMAPPED,0001274494-16-000082,8-K,2016-07-05,2016-07-05T13:22:43.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1274494/000127449416000082/0001274494-16-000082-index.html,https://www.sec.gov/Archives/edgar/data/1274494/000127449416000082/a8-ktetrasunoperations.htm
SEC8K-0001104659-16-131996,0001137789,,UNMAPPED,0001104659-16-131996,8-K,2016-07-11,2016-07-11T20:08:07.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1137789/000110465916131996/0001104659-16-131996-index.html,https://www.sec.gov/Archives/edgar/data/1137789/000110465916131996/a16-14729_18k.htm
