atomicTransactionId,reviewHash,issuerCik,ticker,accessionNumber,transactionCode,economicClass,economicGroup,sourceSha256,reviewDecision,reviewNotes,reviewerId,reviewedAtUtc,reviewMethod
60e9b30b9c7c4f1935b991d653c48b07b60a26729ce2222292617935fa11646c,0302187c25703dd6add2c63b3a055eb348fdeb6c26b4d19eda8027e9c18b70c5,0000018230,CAT,0000018230-17-000028,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,ebf846f4f142d4f33e0eb9c6ad35599be8a1d2cc97b06cd69f111bbb6fec426c,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
0e7ffc4b6297175b56ca50af35da058ed12eab39497ef8ce4d6610f3cc056519,0377b7ffe0265222035ca787d3b6c59a1027880a4166338cdf1ecaaacd8cbe27,0000018230,CAT,0000018230-21-000248,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,aaa51f90ac8c07d70a1f0dd8a3345e73fb1c5d38c8d6aae1021991f448ebf0d0,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
e81da78848a7fd6ae6e2e79cf447f67b11b7b7595b109e2645449e092222309e,0485bc11ffa6921bfab084600fe6d48dac62a1fefab2d80264a027bdcc61972d,0000018230,CAT,0001104659-24-124678,S,OPEN_MARKET_OR_PRIVATE_SALE,SALE,be81df62848a8af9e39c10e2d26aa680348e0fb964a7d7bd4fc868f5fe3b7daa,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
bb4c1faaffdc1eca43333ec8545e01b91916621ad8bf750527867c94861f8caa,0a7da36e5a4540ecd12d23e6d5a6d18096aaeec626dcc9f4cb7042285b10f548,0000018230,CAT,0000018230-19-000218,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,7285ef581ce212b9c2eff8a5caf3498ed9b8062def46874d1d3bac0605fe4bd3,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
91f4173fbe9fe340b6f28417a42f68a1586cb36b06b56ea31d8b8fca0b31295f,0cc57786f607fad26281f8325a004c8f8c1fbb4a6e11434feffa40b45874f5a6,0000018230,CAT,0000018230-18-000266,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,743d47d691282c04a9a696ec423ec89c151dbe7dfdce4a3e0c9fc886bb123c24,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
a58328aed52cbf693d42f12922d2c610d265db68c460911de69a4020f7890312,1d742420fd7f025e1da8cdafd28676795bca0b9a89297d609deb1b98081a5103,0000018230,CAT,0000018230-17-000028,D,RULE16B3_DISPOSITION_TO_ISSUER,COMPENSATION_RELATED_DISPOSITION,ebf846f4f142d4f33e0eb9c6ad35599be8a1d2cc97b06cd69f111bbb6fec426c,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
13059f6028580e9d2b16580aa19d3bb6a69c87642fc8f4dbd680dc5803e5d162,0555700a9cee3fa3e1b256dcc264a4dda0abb94699aa129e0066b8e85fb2d5b8,0000019617,JPM,0001225208-14-002107,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,7e97e9c585cc86cd7fb5fbaf7ebbe1fd4e80c73e96aa1d414d40ff1d61ed96bb,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
1c3f61f09bcb9725470b71c559ea85839c9665196240eefa71b9c5a46c51f2a1,068793b8dbdbd746d33d78bdc7434b91dc080c32e924423bf507774d3558280c,0000019617,JPM,0001225208-13-010304,F,TAX_OR_EXERCISE_WITHHOLDING,TAX_OR_EXERCISE_WITHHOLDING,fce11672b377a544a13bbc7205d7557a093ebac15705af59a199600915fda514,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
791264043941489eddd6ca14c92389fca0a1a245da17a66931fdf60ebedd089f,092f29d79a7fb32cdda7ed8c81803ab556ed10e287c68d34cd95ac2e8cbfb665,0000019617,JPM,0001225208-12-008747,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,e3aed464020074daaa01c31b10c46675c3cc873448890ec5a6a94a97a6b992a0,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
4a499cf40070c692c96c1e38087eaa2f483e7351e8b419e2d0f6e7085ab8a1ed,195809e7a016ed5818bdfecf4bbbe1e01a436b750eb01d9f647f3eec521e46a3,0000019617,JPM,0001225208-21-001004,S,OPEN_MARKET_OR_PRIVATE_SALE,SALE,bfd311346bacbdfb5c70eb74bdc595be7f6c121cff07b56bf17e6f6b866026a3,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
a58c856bcf3fdbb7c1397577afce606bafcd300e5ae2e88e9a5be0072a312dcf,20fbd62b28eab8e0152619e88688d1e76ba7c5b65ebe49c4569a9f4c48b00ca5,0000019617,JPM,0001225208-19-009883,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,153777b26f08b381a23a04d9cdad7d9ce60210212a9adb2dd094f9b49d911376,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
c676430a582ca1f61e433e4dcebaf75947168e5d8769d827306b5b8d9faaf7d7,01cc3c28d67603d030a2b8d350aa4b0f8ca1af5790c7a12ef5bab8ac25ff5057,0000021344,KO,0001127602-18-002472,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,9ace45ee3a612fa91247be060dc0ee57082f0b4a56ba5a73fd2250cc04f03439,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
5bd959f8bc27ac01483b3cd17dfe6241caa91268f9c50960a125f85398d883ad,030e3c9a12c3263fde65930682298c531145112b3e7ad5a1d455b5cffae7d3bd,0000021344,KO,0001127602-22-012569,F,TAX_OR_EXERCISE_WITHHOLDING,TAX_OR_EXERCISE_WITHHOLDING,ac4fd07133b295ffc2cca752ccedda0c647e61d7a2907d51b5f0bf601a33eb9d,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
43145db87e3cd940c369338c1b4228142c3d4381e8196b9be16835b7c5db6c31,063bab6d815538ce272f7e39b532be669b01a56fa214e24c9acfa7f41e0c73ab,0000021344,KO,0001127602-17-007284,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,a2c83a4cb2061c3b735d45b9894bce80ae63b14fb7f1bd5c4546cc471837ccb8,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
cc56af7a2cc1ba4cf47ad8fe3e56b1d7f5a9dc07f0d20a747a945e7a5ff4efef,0a7271760fc3718560537a7bbb5f6d8fd67cd8db1c93f3c3b673098ed20eb03c,0000021344,KO,0001127602-18-008633,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,562d8dd62d9f3e26493d135190d27fb85ba96f1d50e973f675979808c2dca674,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
1f02df28eb6d6ffc6095b63b5a31743036a9228c1cff1a9063150f52b7b6f7de,0ae95e83ce4cfba81a32d856b87b459fc1c584d80c935c1264fcaa011a8af7be,0000021344,KO,0001127602-25-007082,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,51b50538773124233e65f14c6b7514ebcf771e8dd553fe3d90a70439f7c9cbf0,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
201f65a3b2f26c7f334d4a2103ebef32126453e811a5d63cc43cebb3b2967501,6021537389caed2ff7f3644614667a0542ed5699069e306ead63653381b5ac7b,0000021344,KO,0001127602-17-019353,L,SMALL_ACQUISITION_RULE16A6,OTHER_EXEMPT_ACQUISITION,df23481c784f398bd7fb11bc94081a28618aeb47315fa617bc54ff4da9abd0f1,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
c71055df8a830694568eeb3e1b18729eb19fd4cd3d8d6d3a72601eacb405238a,01467f23ff26f7e2f4bf844fa99549a9be5b78241fbab8d447341454c86bf992,0000034088,XOM,0001127602-20-011270,P,OPEN_MARKET_OR_PRIVATE_PURCHASE,PURCHASE,c9e761366e03a0f5fe7a20c7ddf8882ad04cd495074c65b94c50ce3dec18a14d,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
711e7de7f841e9c3bb82769d2ce133969c1a441d64d5bb645a7790d3c578b9f8,019cfb2dce3c360eeee42397ce21abaea409aaebc4822e6e8ff66dd5592c2bfa,0000034088,XOM,0001127602-14-035174,G,BONA_FIDE_GIFT,GIFT_OR_ESTATE,2180675b242ed9f27516a6d0e39fe545143a34312efd928c3092f5d256e144a2,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
b5835e90a1d84ffe74cb247b970e38e5fed20aa48d11b4e9132d52af7034e754,057c68f757e6ffc7d4d1207d0e9f9f1ecf7a26aaec8ba974d19fbea760c5e9dd,0000034088,XOM,0001127602-18-034793,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,db6864a0058193756e1ee740ef8a1c6c3f16f05dddf663ba1d31ee929d6a90e4,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
2c24345c9e93afac08e476135a564bd1c566bcc649ece86adea2025a7dbd5ee7,0636d3181b4d4a7110ffcaf4056b25a2399c379557370631c6bdaa876e3a529b,0000034088,XOM,0001127602-19-034580,S,OPEN_MARKET_OR_PRIVATE_SALE,SALE,056ef2f9729a43e4ee1e2f412668c0bbee71e49e129e85d6d11ee3a129e2e5b8,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
548a1fdf61b19e2d300a54ffa2cbd63eb9328d8c593db8980f52253e87bd8607,066961824299096197ba610ac48d296bd1670292b8867178d4f07c0ae45c4963,0000034088,XOM,0001127602-14-033625,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,f040c5722c58f044b06f74a82a5688e583948140d47b71e2b3159bfe3eec05f5,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
b9a1b401ccbc9468f1a5c1a888e3438964a46883a5208c6f958bf52aafe06a1e,09adc7190bcd5c8fd7c4ddeea5595193d80c8ed4025ba68160d5c7ae193a9312,0000040545,GE,0001231205-17-000040,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,1bc460b727f3bf0fc7e7b37d59ebe724c8cb069fe1af7318a9110309188f1fc2,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
3f94244a071d35f48021027f2177cfd1c5ac18c0a1a424cc36a392d27c8d3138,0a138991544fc87c5fdac7c91b4f58f588d0010ccab3ed987ad8a384ea519205,0000040545,GE,0001062993-21-003861,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,70b50ca8d7c05831cb56a3533ee53b64bc4cd0a42b0e7f9e65ec99c00ede6248,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
f2017065252baad1bb170671ed4d07523c698cd364bca0e52e54796de7621030,0bee94a7eb971f63f63c220b9f734888f0cfa8179eab986a64dc40fe2529bb92,0000040545,GE,0000040545-23-000217,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,f867907d23db55a78704f20dedc9f762437934d68cec534ee926aa4b0bc04051,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
db769b65c8d7e29f275fdea91bf2251e7438ab00081e8e1715b98ee941e33650,0d26b1e82dd928b37054781a38b2433c2a31a55f1cae5f16af6e729516051812,0000040545,GE,0000040545-25-000028,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,d9a4c8d6a30ae64e53c8e9db5975beea42c7f87fedcb4daf41e2052b78745273,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
bd5d9c5bd228b05de4219cccd775a0ab13c381034e7736dd55132cb76a7360e5,11b56ed515dc6d724cc97fd904cb93dcfadbffe4123a13c572bcb0380f82b6b6,0000040545,GE,0001062993-21-003861,F,TAX_OR_EXERCISE_WITHHOLDING,TAX_OR_EXERCISE_WITHHOLDING,70b50ca8d7c05831cb56a3533ee53b64bc4cd0a42b0e7f9e65ec99c00ede6248,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
1e6d5abab5efd6cfcf8ee534a1f6c0ddf9636a967c5ce72830dd65abce6cb86d,06bd8b39e4cac24c98d397d1aba0e94550c6794edb851e6305cdbaeff66f162c,0000059478,LLY,0000059478-15-000070,F,TAX_OR_EXERCISE_WITHHOLDING,TAX_OR_EXERCISE_WITHHOLDING,b4dd58c7159f521d902bfa0fc016aab3356b195a6c8eadaf47542390daaec427,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
1ebb7c93703409401f72c75fde4c12db0532e4c43978f8553d56dd3c60f0f233,09212d6009b275e8cd80024edce5e2d9b7fbfd2c7564702cc5b07747fd6ad804,0000059478,LLY,0001209191-22-056062,S,OPEN_MARKET_OR_PRIVATE_SALE,SALE,d04059f015526b7becadcabe8592f4b92e419f07993dc90f5d48276b39961092,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
1f797f01e8722e70954709eafb41c7daadf3de35e32692909f465baa2ec374e2,0956a156ab42bd770aa49a87a4b213b61dd20814ecc24eab2fed3c30187c3cf6,0000059478,LLY,0001209191-17-012604,S,OPEN_MARKET_OR_PRIVATE_SALE,SALE,06a404817129b45cc5bdf896fc2513c73027dac75e0ffd52da32c1771cbb7581,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
fbca9670d6e1b0ca78a780e025279dcc73506d117a931e7ad52cede7a90b8ae2,0af8f6c1d73f153dc9942c40b49793540688ee2fc7c87582a6a0078bfe6a90cf,0000059478,LLY,0000059478-18-000264,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,3d41631ba2750dd50de619e561f7daa4e3844ba745b90dcaeaea0794b7c1acc1,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
6fcfd705c703ecaaa56068fa28e56bf52cc18b7d82bca88c0aa7682153e40ec5,140291295a31545c59fff663107412aa92815a7846c1b68a6b5f4314b1a57001,0000059478,LLY,0000059478-14-000036,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,d6ef2a0187a298110e6fc7d2c8176c608acf37370a98be1f3bf6dc81a15704a9,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
64296cd410aab4341a4b76ba1cfd4167e37e7dd5540493be9b95d1b501e030c1,01057a87291e469d2ad33fc79955d4e2d1db7090f462c59fa4782d3459c72b9d,0000063908,MCD,0001140361-16-053119,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,cfd8b3e6a39e780e8ad33caf3ad39cca4ccd783266769e156b7ed27d86ac8ca0,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
1ef9a2f544c2bff67bb22e39e21f719c156e13d3076d303d3e99c28793442575,02982f4daa3d11b60cb6d8bc7bb694d431c2486a7870c79f306345237fdad2ff,0000063908,MCD,0001567619-25-000209,S,OPEN_MARKET_OR_PRIVATE_SALE,SALE,a529391d71fc66864191ad26fe444af5ffade361f44e69a433c9630d8784803d,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
0d4dc54dc8890e41004b2bd7fcadf8d10461c2acc23084bc249fed937d62af82,06da0e70d96f9a8da1d57b5874fa56268345cef7fa0f3e8eef7455c158a278b9,0000063908,MCD,0001567619-18-000050,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,103413799883b0854e310a371efca9e06f22994444270cbf4ebe454da0cda3de,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
d757f8703b5a485939820bd0b268aa4235eb05fe79edbeaf2be402f9bed240bd,0a84a40c621e9fd75a0ea90ba07ef4f4e51fa437577130560cc201151cf1951c,0000063908,MCD,0001567619-22-004723,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,5ba5847390fb55a015e8a2767b3cc41be8135196b7c050ea5c3b6f595aeaf53f,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
1822ea2a64bc5e2297e6f6c4cec867798aa5ebe41aa5dd1e8c80a48300e860f2,13c852fd5251cc4d5b928c616551493df18263ef99e272913c80dd7878a0545e,0000063908,MCD,0001567619-21-000167,A,RULE16B3_GRANT_AWARD_OR_ACQUISITION,COMPENSATION,029f918d089e487c7ff543b7007f1706cab15ca7ac6427735e3d5e0539230a10,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
3240f83baedeb02f1f43d917195d621fcf98e2f5dc6f3013f1bf18271cbcaa13,42e02cb8c15e70c5cc0ed1656fa07a663112fadd03fd21530aab6cee42534f23,0000063908,MCD,0001723937-26-000002,I,RULE16B3_DISCRETIONARY_TRANSACTION,BENEFIT_PLAN_TRANSACTION,6f8349a4c047afc13dd94e4ee277748a9c394420d3f60277030fa72702d9a23e,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
8ad0e9c96270d2db022adf90232871936f8d7d291e021103250aebc4811e1575,04ad412963438479781c01fb0e45c341d53cd7c721b9ffb26760b9d3469e9b3b,0000070858,BAC,0001225208-13-012665,D,RULE16B3_DISPOSITION_TO_ISSUER,COMPENSATION_RELATED_DISPOSITION,2ee90e031e42019742c749ef018c422a06ba3e28c2fe490e0277dc3398604924,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
a32fef5a32b7d8c15f6e09469a445b481892ffc421b501a47865786a6fc88edf,0e6faff1d0e4afdc16839fa48899b1598b84ca4335742709847aa512b3f2a5cc,0000070858,BAC,0001127602-22-005626,F,TAX_OR_EXERCISE_WITHHOLDING,TAX_OR_EXERCISE_WITHHOLDING,ece89e1c398a86a6030b521a0f94b3ba700884bcbeb8be68d39d7429697f8f2a,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
133cf173cabde818f6a8952832cb25f3f4463034d112ce52aaf0f3f641df28bc,10188ab2eef2d5578b164b0a04cce5d90a85330a5386b9febbe33af43d66ca6e,0000070858,BAC,0001127602-25-005652,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,512857a6b64649b543b6ab5eca11b0343fe808a02861af6998bc9ab9ec9c6998,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
ade29b810d04c2aeacf2954f082b4ab6a847529bc26c5b1a4cd3d627e4e6fa78,1290b4e16a024640f39238aea6bdf6f53cd7eb6cacdc9a9dda1b3e74afe2e5c0,0000070858,BAC,0001127602-23-002498,M,RULE16B3_DERIVATIVE_EXERCISE_OR_CONVERSION,DERIVATIVE,d10e36851824749e71a053f71d2cc91ef683a784d4718cb2e95d92109a308d22,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
97a5bef436972186e2383745df223fa7f761ac95302c4e643a06f8028cc6b6e4,130b3c0640b7f6b30be3ee5d762a4b759e23249a3be4636c97960f367eeee65c,0000070858,BAC,0001127602-23-002498,F,TAX_OR_EXERCISE_WITHHOLDING,TAX_OR_EXERCISE_WITHHOLDING,d10e36851824749e71a053f71d2cc91ef683a784d4718cb2e95d92109a308d22,VALID,,codex-gpt-5.6-source-audit,2026-07-23T08:23:37.343727+00:00,AI_ASSISTED_PRIMARY_SOURCE_DIRECT
