ticker,issuer_cik,calendar_year,coverage_state,form4_submissions,atomic_transactions,zero_filing_is_observed
DECK,0000910521,2016,OBSERVED_OFFICIAL_BULK,59,63,False
DECK,0000910521,2017,OBSERVED_OFFICIAL_BULK,55,70,False
DECK,0000910521,2018,OBSERVED_OFFICIAL_BULK,70,71,False
DECK,0000910521,2019,OBSERVED_OFFICIAL_BULK,62,64,False
DECK,0000910521,2020,OBSERVED_OFFICIAL_BULK,82,98,False
DECK,0000910521,2021,OBSERVED_OFFICIAL_BULK,94,116,False
DECK,0000910521,2022,OBSERVED_OFFICIAL_BULK,77,113,False
DECK,0000910521,2023,OBSERVED_OFFICIAL_BULK,62,85,False
DECK,0000910521,2024,OBSERVED_OFFICIAL_BULK,86,116,False
DECK,0000910521,2025,OBSERVED_OFFICIAL_BULK,65,92,False
DECK,0000910521,2026,OBSERVED_OFFICIAL_BULK,30,30,False
DG,0000029534,2012,OBSERVED_OFFICIAL_BULK,102,345,False
DG,0000029534,2013,OBSERVED_OFFICIAL_BULK,58,160,False
DG,0000029534,2014,OBSERVED_OFFICIAL_BULK,32,71,False
DG,0000029534,2015,OBSERVED_OFFICIAL_BULK,51,138,False
DG,0000029534,2016,OBSERVED_OFFICIAL_BULK,50,74,False
DG,0000029534,2017,OBSERVED_OFFICIAL_BULK,59,74,False
DG,0000029534,2018,OBSERVED_OFFICIAL_BULK,44,68,False
DG,0000029534,2019,OBSERVED_OFFICIAL_BULK,45,93,False
DG,0000029534,2020,OBSERVED_OFFICIAL_BULK,63,142,False
DG,0000029534,2021,OBSERVED_OFFICIAL_BULK,58,126,False
DG,0000029534,2022,OBSERVED_OFFICIAL_BULK,55,109,False
DG,0000029534,2023,OBSERVED_OFFICIAL_BULK,57,74,False
DG,0000029534,2024,OBSERVED_OFFICIAL_BULK,51,63,False
DG,0000029534,2025,OBSERVED_OFFICIAL_BULK,43,72,False
DG,0000029534,2026,OBSERVED_OFFICIAL_BULK,36,44,False
DGX,0001022079,2012,OBSERVED_OFFICIAL_BULK,81,199,False
DGX,0001022079,2013,OBSERVED_OFFICIAL_BULK,68,144,False
DGX,0001022079,2014,OBSERVED_OFFICIAL_BULK,56,129,False
DGX,0001022079,2015,OBSERVED_OFFICIAL_BULK,50,89,False
DGX,0001022079,2016,OBSERVED_OFFICIAL_BULK,59,148,False
DGX,0001022079,2017,OBSERVED_OFFICIAL_BULK,72,167,False
DGX,0001022079,2018,OBSERVED_OFFICIAL_BULK,66,136,False
DGX,0001022079,2019,OBSERVED_OFFICIAL_BULK,66,113,False
DGX,0001022079,2020,OBSERVED_OFFICIAL_BULK,62,154,False
DGX,0001022079,2021,OBSERVED_OFFICIAL_BULK,44,95,False
DGX,0001022079,2022,OBSERVED_OFFICIAL_BULK,47,134,False
DGX,0001022079,2023,OBSERVED_OFFICIAL_BULK,56,84,False
DGX,0001022079,2024,OBSERVED_OFFICIAL_BULK,74,118,False
DGX,0001022079,2025,OBSERVED_OFFICIAL_BULK,95,166,False
DGX,0001022079,2026,OBSERVED_OFFICIAL_BULK,50,108,False
DHI,0000882184,2012,OBSERVED_OFFICIAL_BULK,21,67,False
DHI,0000882184,2013,OBSERVED_OFFICIAL_BULK,22,42,False
DHI,0000882184,2014,OBSERVED_OFFICIAL_BULK,24,57,False
DHI,0000882184,2015,OBSERVED_OFFICIAL_BULK,24,55,False
DHI,0000882184,2016,OBSERVED_OFFICIAL_BULK,36,74,False
DHI,0000882184,2017,OBSERVED_OFFICIAL_BULK,42,111,False
DHI,0000882184,2018,OBSERVED_OFFICIAL_BULK,47,123,False
DHI,0000882184,2019,OBSERVED_OFFICIAL_BULK,60,146,False
DHI,0000882184,2020,OBSERVED_OFFICIAL_BULK,69,179,False
DHI,0000882184,2021,OBSERVED_OFFICIAL_BULK,88,198,False
DHI,0000882184,2022,OBSERVED_OFFICIAL_BULK,93,200,False
DHI,0000882184,2023,OBSERVED_OFFICIAL_BULK,94,208,False
DHI,0000882184,2024,OBSERVED_OFFICIAL_BULK,93,193,False
DHI,0000882184,2025,OBSERVED_OFFICIAL_BULK,82,193,False
DHI,0000882184,2026,OBSERVED_OFFICIAL_BULK,27,74,False
DHR,0000313616,2012,OBSERVED_OFFICIAL_BULK,134,252,False
DHR,0000313616,2013,OBSERVED_OFFICIAL_BULK,118,206,False
DHR,0000313616,2014,OBSERVED_OFFICIAL_BULK,81,135,False
DHR,0000313616,2015,OBSERVED_OFFICIAL_BULK,73,161,False
DHR,0000313616,2016,OBSERVED_OFFICIAL_BULK,77,154,False
DHR,0000313616,2017,OBSERVED_OFFICIAL_BULK,102,175,False
DHR,0000313616,2018,OBSERVED_OFFICIAL_BULK,99,211,False
DHR,0000313616,2019,OBSERVED_OFFICIAL_BULK,107,225,False
DHR,0000313616,2020,OBSERVED_OFFICIAL_BULK,114,318,False
DHR,0000313616,2021,OBSERVED_OFFICIAL_BULK,93,182,False
DHR,0000313616,2022,OBSERVED_OFFICIAL_BULK,112,184,False
DHR,0000313616,2023,OBSERVED_OFFICIAL_BULK,109,174,False
DHR,0000313616,2024,OBSERVED_OFFICIAL_BULK,108,176,False
DHR,0000313616,2025,OBSERVED_OFFICIAL_BULK,88,151,False
DHR,0000313616,2026,OBSERVED_OFFICIAL_BULK,63,98,False
DLR,0001297996,2012,OBSERVED_OFFICIAL_BULK,56,152,False
DLR,0001297996,2013,OBSERVED_OFFICIAL_BULK,38,58,False
DLR,0001297996,2014,OBSERVED_OFFICIAL_BULK,33,54,False
DLR,0001297996,2015,OBSERVED_OFFICIAL_BULK,16,20,False
DLR,0001297996,2016,OBSERVED_OFFICIAL_BULK,39,57,False
DLR,0001297996,2017,OBSERVED_OFFICIAL_BULK,34,58,False
DLR,0001297996,2018,OBSERVED_OFFICIAL_BULK,54,76,False
DLR,0001297996,2019,OBSERVED_OFFICIAL_BULK,52,87,False
DLR,0001297996,2020,OBSERVED_OFFICIAL_BULK,96,224,False
DLR,0001297996,2021,OBSERVED_OFFICIAL_BULK,86,175,False
DLR,0001297996,2022,OBSERVED_OFFICIAL_BULK,75,92,False
DLR,0001297996,2023,OBSERVED_OFFICIAL_BULK,77,89,False
DLR,0001297996,2024,OBSERVED_OFFICIAL_BULK,42,49,False
DLR,0001297996,2025,OBSERVED_OFFICIAL_BULK,41,48,False
DLR,0001297996,2026,OBSERVED_OFFICIAL_BULK,31,34,False
DLTR,0000935703,2012,OBSERVED_OFFICIAL_BULK,73,149,False
DLTR,0000935703,2013,OBSERVED_OFFICIAL_BULK,68,147,False
DLTR,0000935703,2014,OBSERVED_OFFICIAL_BULK,69,157,False
DLTR,0000935703,2015,OBSERVED_OFFICIAL_BULK,94,217,False
DLTR,0000935703,2016,OBSERVED_OFFICIAL_BULK,109,269,False
DLTR,0000935703,2017,OBSERVED_OFFICIAL_BULK,102,234,False
DLTR,0000935703,2018,OBSERVED_OFFICIAL_BULK,95,248,False
DLTR,0000935703,2019,OBSERVED_OFFICIAL_BULK,104,260,False
DLTR,0000935703,2020,OBSERVED_OFFICIAL_BULK,95,215,False
DLTR,0000935703,2021,OBSERVED_OFFICIAL_BULK,81,194,False
DLTR,0000935703,2022,OBSERVED_OFFICIAL_BULK,63,203,False
DLTR,0000935703,2023,OBSERVED_OFFICIAL_BULK,54,92,False
DLTR,0000935703,2024,OBSERVED_OFFICIAL_BULK,53,78,False
DLTR,0000935703,2025,OBSERVED_OFFICIAL_BULK,53,82,False
DLTR,0000935703,2026,OBSERVED_OFFICIAL_BULK,23,50,False
DOC,0000765880,2012,OBSERVED_OFFICIAL_BULK,107,306,False
DOC,0000765880,2013,OBSERVED_OFFICIAL_BULK,67,205,False
DOC,0000765880,2014,OBSERVED_OFFICIAL_BULK,65,127,False
DOC,0000765880,2015,OBSERVED_OFFICIAL_BULK,56,80,False
DOC,0000765880,2016,OBSERVED_OFFICIAL_BULK,62,86,False
DOC,0000765880,2017,OBSERVED_OFFICIAL_BULK,37,52,False
DOC,0000765880,2018,OBSERVED_OFFICIAL_BULK,32,44,False
DOC,0000765880,2019,OBSERVED_OFFICIAL_BULK,27,50,False
DOC,0000765880,2020,OBSERVED_OFFICIAL_BULK,33,61,False
DOC,0000765880,2021,OBSERVED_OFFICIAL_BULK,34,64,False
DOC,0000765880,2022,OBSERVED_OFFICIAL_BULK,33,74,False
DOC,0000765880,2023,OBSERVED_OFFICIAL_BULK,39,98,False
DOC,0000765880,2024,OBSERVED_OFFICIAL_BULK,26,36,False
DOC,0000765880,2025,OBSERVED_OFFICIAL_BULK,44,63,False
DOC,0000765880,2026,OBSERVED_OFFICIAL_BULK,26,44,False
DOV,0000029905,2012,OBSERVED_OFFICIAL_BULK,67,212,False
DOV,0000029905,2013,OBSERVED_OFFICIAL_BULK,56,183,False
DOV,0000029905,2014,OBSERVED_OFFICIAL_BULK,54,137,False
DOV,0000029905,2015,OBSERVED_OFFICIAL_BULK,44,68,False
DOV,0000029905,2016,OBSERVED_OFFICIAL_BULK,54,174,False
DOV,0000029905,2017,OBSERVED_OFFICIAL_BULK,84,150,False
DOV,0000029905,2018,OBSERVED_OFFICIAL_BULK,76,168,False
DOV,0000029905,2019,OBSERVED_OFFICIAL_BULK,47,117,False
DOV,0000029905,2020,OBSERVED_OFFICIAL_BULK,39,81,False
DOV,0000029905,2021,OBSERVED_OFFICIAL_BULK,34,82,False
DOV,0000029905,2022,OBSERVED_OFFICIAL_BULK,34,80,False
DOV,0000029905,2023,OBSERVED_OFFICIAL_BULK,37,93,False
DOV,0000029905,2024,OBSERVED_OFFICIAL_BULK,38,83,False
DOV,0000029905,2025,OBSERVED_OFFICIAL_BULK,26,68,False
DOV,0000029905,2026,OBSERVED_OFFICIAL_BULK,17,56,False
DPZ,0001286681,2012,OBSERVED_OFFICIAL_BULK,20,61,False
DPZ,0001286681,2013,OBSERVED_OFFICIAL_BULK,33,67,False
DPZ,0001286681,2014,OBSERVED_OFFICIAL_BULK,24,49,False
DPZ,0001286681,2015,OBSERVED_OFFICIAL_BULK,42,85,False
DPZ,0001286681,2016,OBSERVED_OFFICIAL_BULK,32,96,False
DPZ,0001286681,2017,OBSERVED_OFFICIAL_BULK,25,59,False
DPZ,0001286681,2018,OBSERVED_OFFICIAL_BULK,29,61,False
DPZ,0001286681,2019,OBSERVED_OFFICIAL_BULK,25,45,False
DPZ,0001286681,2020,OBSERVED_OFFICIAL_BULK,68,142,False
DPZ,0001286681,2021,OBSERVED_OFFICIAL_BULK,76,173,False
DPZ,0001286681,2022,OBSERVED_OFFICIAL_BULK,72,94,False
DPZ,0001286681,2023,OBSERVED_OFFICIAL_BULK,62,99,False
DPZ,0001286681,2024,OBSERVED_OFFICIAL_BULK,71,151,False
DPZ,0001286681,2025,OBSERVED_OFFICIAL_BULK,54,110,False
DPZ,0001286681,2026,OBSERVED_OFFICIAL_BULK,54,103,False
DRI,0000940944,2012,OBSERVED_OFFICIAL_BULK,80,154,False
DRI,0000940944,2013,OBSERVED_OFFICIAL_BULK,64,102,False
DRI,0000940944,2014,OBSERVED_OFFICIAL_BULK,76,129,False
DRI,0000940944,2015,OBSERVED_OFFICIAL_BULK,64,110,False
DRI,0000940944,2016,OBSERVED_OFFICIAL_BULK,46,303,False
DRI,0000940944,2017,OBSERVED_OFFICIAL_BULK,29,61,False
DRI,0000940944,2018,OBSERVED_OFFICIAL_BULK,63,155,False
DRI,0000940944,2019,OBSERVED_OFFICIAL_BULK,73,203,False
DRI,0000940944,2020,OBSERVED_OFFICIAL_BULK,79,206,False
DRI,0000940944,2021,OBSERVED_OFFICIAL_BULK,97,344,False
DRI,0000940944,2022,OBSERVED_OFFICIAL_BULK,90,221,False
DRI,0000940944,2023,OBSERVED_OFFICIAL_BULK,118,290,False
DRI,0000940944,2024,OBSERVED_OFFICIAL_BULK,85,253,False
DRI,0000940944,2025,OBSERVED_OFFICIAL_BULK,80,294,False
DRI,0000940944,2026,OBSERVED_OFFICIAL_BULK,27,40,False
DTE,0000936340,2012,OBSERVED_OFFICIAL_BULK,82,214,False
DTE,0000936340,2013,OBSERVED_OFFICIAL_BULK,63,123,False
DTE,0000936340,2014,OBSERVED_OFFICIAL_BULK,69,132,False
DTE,0000936340,2015,OBSERVED_OFFICIAL_BULK,51,106,False
DTE,0000936340,2016,OBSERVED_OFFICIAL_BULK,56,104,False
DTE,0000936340,2017,OBSERVED_OFFICIAL_BULK,74,136,False
DTE,0000936340,2018,OBSERVED_OFFICIAL_BULK,66,114,False
DTE,0000936340,2019,OBSERVED_OFFICIAL_BULK,65,107,False
DTE,0000936340,2020,OBSERVED_OFFICIAL_BULK,68,101,False
DTE,0000936340,2021,OBSERVED_OFFICIAL_BULK,60,91,False
DTE,0000936340,2022,OBSERVED_OFFICIAL_BULK,57,85,False
DTE,0000936340,2023,OBSERVED_OFFICIAL_BULK,55,102,False
DTE,0000936340,2024,OBSERVED_OFFICIAL_BULK,62,107,False
DTE,0000936340,2025,OBSERVED_OFFICIAL_BULK,54,88,False
DTE,0000936340,2026,OBSERVED_OFFICIAL_BULK,40,73,False
DVA,0000927066,2012,OBSERVED_OFFICIAL_BULK,166,450,False
DVA,0000927066,2013,OBSERVED_OFFICIAL_BULK,149,303,False
DVA,0000927066,2014,OBSERVED_OFFICIAL_BULK,117,273,False
DVA,0000927066,2015,OBSERVED_OFFICIAL_BULK,90,186,False
DVA,0000927066,2016,OBSERVED_OFFICIAL_BULK,82,148,False
DVA,0000927066,2017,OBSERVED_OFFICIAL_BULK,73,107,False
DVA,0000927066,2018,OBSERVED_OFFICIAL_BULK,74,112,False
DVA,0000927066,2019,OBSERVED_OFFICIAL_BULK,65,78,False
DVA,0000927066,2020,OBSERVED_OFFICIAL_BULK,83,177,False
DVA,0000927066,2021,OBSERVED_OFFICIAL_BULK,63,115,False
DVA,0000927066,2022,OBSERVED_OFFICIAL_BULK,57,88,False
DVA,0000927066,2023,OBSERVED_OFFICIAL_BULK,70,128,False
DVA,0000927066,2024,OBSERVED_OFFICIAL_BULK,63,135,False
DVA,0000927066,2025,OBSERVED_OFFICIAL_BULK,53,104,False
DVA,0000927066,2026,OBSERVED_OFFICIAL_BULK,36,70,False
DVN,0001090012,2012,OBSERVED_OFFICIAL_BULK,50,129,False
DVN,0001090012,2013,OBSERVED_OFFICIAL_BULK,49,72,False
DVN,0001090012,2014,OBSERVED_OFFICIAL_BULK,50,82,False
DVN,0001090012,2015,OBSERVED_OFFICIAL_BULK,50,60,False
DVN,0001090012,2016,OBSERVED_OFFICIAL_BULK,39,56,False
DVN,0001090012,2017,OBSERVED_OFFICIAL_BULK,33,51,False
DVN,0001090012,2018,OBSERVED_OFFICIAL_BULK,35,64,False
DVN,0001090012,2019,OBSERVED_OFFICIAL_BULK,28,50,False
DVN,0001090012,2020,OBSERVED_OFFICIAL_BULK,35,73,False
DVN,0001090012,2021,OBSERVED_OFFICIAL_BULK,52,130,False
DVN,0001090012,2022,OBSERVED_OFFICIAL_BULK,45,90,False
DVN,0001090012,2023,OBSERVED_OFFICIAL_BULK,45,84,False
DVN,0001090012,2024,OBSERVED_OFFICIAL_BULK,30,66,False
DVN,0001090012,2025,OBSERVED_OFFICIAL_BULK,31,72,False
DVN,0001090012,2026,OBSERVED_OFFICIAL_BULK,29,89,False
DXCM,0001093557,2012,OBSERVED_OFFICIAL_BULK,46,66,False
DXCM,0001093557,2013,OBSERVED_OFFICIAL_BULK,62,157,False
DXCM,0001093557,2014,OBSERVED_OFFICIAL_BULK,172,620,False
DXCM,0001093557,2015,OBSERVED_OFFICIAL_BULK,183,574,False
DXCM,0001093557,2016,OBSERVED_OFFICIAL_BULK,151,246,False
DXCM,0001093557,2017,OBSERVED_OFFICIAL_BULK,94,204,False
DXCM,0001093557,2018,OBSERVED_OFFICIAL_BULK,109,241,False
DXCM,0001093557,2019,OBSERVED_OFFICIAL_BULK,102,271,False
DXCM,0001093557,2020,OBSERVED_OFFICIAL_BULK,129,464,False
DXCM,0001093557,2021,OBSERVED_OFFICIAL_BULK,113,315,False
DXCM,0001093557,2022,OBSERVED_OFFICIAL_BULK,53,137,False
DXCM,0001093557,2023,OBSERVED_OFFICIAL_BULK,96,149,False
DXCM,0001093557,2024,OBSERVED_OFFICIAL_BULK,62,92,False
DXCM,0001093557,2025,OBSERVED_OFFICIAL_BULK,48,74,False
DXCM,0001093557,2026,OBSERVED_OFFICIAL_BULK,40,56,False
EA,0000712515,2012,OBSERVED_OFFICIAL_BULK,86,284,False
EA,0000712515,2013,OBSERVED_OFFICIAL_BULK,95,311,False
EA,0000712515,2014,OBSERVED_OFFICIAL_BULK,85,319,False
EA,0000712515,2015,OBSERVED_OFFICIAL_BULK,125,438,False
EA,0000712515,2016,OBSERVED_OFFICIAL_BULK,153,456,False
EA,0000712515,2017,OBSERVED_OFFICIAL_BULK,159,504,False
EA,0000712515,2018,OBSERVED_OFFICIAL_BULK,148,591,False
EA,0000712515,2019,OBSERVED_OFFICIAL_BULK,128,444,False
EA,0000712515,2020,OBSERVED_OFFICIAL_BULK,155,629,False
EA,0000712515,2021,OBSERVED_OFFICIAL_BULK,150,511,False
EA,0000712515,2022,OBSERVED_OFFICIAL_BULK,116,403,False
EA,0000712515,2023,OBSERVED_OFFICIAL_BULK,102,283,False
EA,0000712515,2024,OBSERVED_OFFICIAL_BULK,117,329,False
EA,0000712515,2025,OBSERVED_OFFICIAL_BULK,115,314,False
EA,0000712515,2026,OBSERVED_OFFICIAL_BULK,49,144,False
EBAY,0001065088,2012,OBSERVED_OFFICIAL_BULK,103,289,False
EBAY,0001065088,2013,OBSERVED_OFFICIAL_BULK,105,354,False
EBAY,0001065088,2014,OBSERVED_OFFICIAL_BULK,90,276,False
EBAY,0001065088,2015,OBSERVED_OFFICIAL_BULK,90,270,False
EBAY,0001065088,2016,OBSERVED_OFFICIAL_BULK,105,293,False
EBAY,0001065088,2017,OBSERVED_OFFICIAL_BULK,133,533,False
EBAY,0001065088,2018,OBSERVED_OFFICIAL_BULK,132,659,False
EBAY,0001065088,2019,OBSERVED_OFFICIAL_BULK,101,544,False
EBAY,0001065088,2020,OBSERVED_OFFICIAL_BULK,133,593,False
EBAY,0001065088,2021,OBSERVED_OFFICIAL_BULK,90,351,False
EBAY,0001065088,2022,OBSERVED_OFFICIAL_BULK,79,322,False
EBAY,0001065088,2023,OBSERVED_OFFICIAL_BULK,90,390,False
EBAY,0001065088,2024,OBSERVED_OFFICIAL_BULK,98,448,False
EBAY,0001065088,2025,OBSERVED_OFFICIAL_BULK,122,478,False
EBAY,0001065088,2026,OBSERVED_OFFICIAL_BULK,66,290,False
ECHO,0001415404,2012,OBSERVED_OFFICIAL_BULK,19,40,False
ECHO,0001415404,2013,OBSERVED_OFFICIAL_BULK,38,148,False
ECHO,0001415404,2014,OBSERVED_OFFICIAL_BULK,33,75,False
ECHO,0001415404,2015,OBSERVED_OFFICIAL_BULK,46,103,False
ECHO,0001415404,2016,OBSERVED_OFFICIAL_BULK,36,116,False
ECHO,0001415404,2017,OBSERVED_OFFICIAL_BULK,29,55,False
ECHO,0001415404,2018,OBSERVED_OFFICIAL_BULK,19,39,False
ECHO,0001415404,2019,OBSERVED_OFFICIAL_BULK,23,59,False
ECHO,0001415404,2020,OBSERVED_OFFICIAL_BULK,15,27,False
ECHO,0001415404,2021,OBSERVED_OFFICIAL_BULK,14,24,False
ECHO,0001415404,2022,OBSERVED_OFFICIAL_BULK,21,29,False
ECHO,0001415404,2023,OBSERVED_OFFICIAL_BULK,18,27,False
ECHO,0001415404,2024,OBSERVED_OFFICIAL_BULK,43,188,False
ECHO,0001415404,2025,OBSERVED_OFFICIAL_BULK,46,150,False
ECHO,0001415404,2026,OBSERVED_OFFICIAL_BULK,25,60,False
ECL,0000031462,2012,OBSERVED_OFFICIAL_BULK,124,327,False
ECL,0000031462,2013,OBSERVED_OFFICIAL_BULK,102,198,False
ECL,0000031462,2014,OBSERVED_OFFICIAL_BULK,123,266,False
ECL,0000031462,2015,OBSERVED_OFFICIAL_BULK,126,252,False
ECL,0000031462,2016,OBSERVED_OFFICIAL_BULK,124,225,False
ECL,0000031462,2017,OBSERVED_OFFICIAL_BULK,123,243,False
ECL,0000031462,2018,OBSERVED_OFFICIAL_BULK,133,229,False
ECL,0000031462,2019,OBSERVED_OFFICIAL_BULK,138,220,False
ECL,0000031462,2020,OBSERVED_OFFICIAL_BULK,129,347,False
ECL,0000031462,2021,OBSERVED_OFFICIAL_BULK,114,201,False
ECL,0000031462,2022,OBSERVED_OFFICIAL_BULK,103,172,False
ECL,0000031462,2023,OBSERVED_OFFICIAL_BULK,121,179,False
ECL,0000031462,2024,OBSERVED_OFFICIAL_BULK,113,247,False
ECL,0000031462,2025,OBSERVED_OFFICIAL_BULK,107,173,False
ECL,0000031462,2026,OBSERVED_OFFICIAL_BULK,64,106,False
ED,0001047862,2012,OBSERVED_OFFICIAL_BULK,142,171,False
ED,0001047862,2013,OBSERVED_OFFICIAL_BULK,140,176,False
ED,0001047862,2014,OBSERVED_OFFICIAL_BULK,168,194,False
ED,0001047862,2015,OBSERVED_OFFICIAL_BULK,154,190,False
ED,0001047862,2016,OBSERVED_OFFICIAL_BULK,148,183,False
ED,0001047862,2017,OBSERVED_OFFICIAL_BULK,147,185,False
ED,0001047862,2018,OBSERVED_OFFICIAL_BULK,150,195,False
ED,0001047862,2019,OBSERVED_OFFICIAL_BULK,146,184,False
ED,0001047862,2020,OBSERVED_OFFICIAL_BULK,150,189,False
ED,0001047862,2021,OBSERVED_OFFICIAL_BULK,171,213,False
ED,0001047862,2022,OBSERVED_OFFICIAL_BULK,182,235,False
ED,0001047862,2023,OBSERVED_OFFICIAL_BULK,151,198,False
ED,0001047862,2024,OBSERVED_OFFICIAL_BULK,68,110,False
ED,0001047862,2025,OBSERVED_OFFICIAL_BULK,46,102,False
ED,0001047862,2026,OBSERVED_OFFICIAL_BULK,34,83,False
EFX,0000033185,2012,OBSERVED_OFFICIAL_BULK,68,149,False
EFX,0000033185,2013,OBSERVED_OFFICIAL_BULK,70,142,False
EFX,0000033185,2014,OBSERVED_OFFICIAL_BULK,73,133,False
EFX,0000033185,2015,OBSERVED_OFFICIAL_BULK,74,118,False
EFX,0000033185,2016,OBSERVED_OFFICIAL_BULK,84,112,False
EFX,0000033185,2017,OBSERVED_OFFICIAL_BULK,69,103,False
EFX,0000033185,2018,OBSERVED_OFFICIAL_BULK,57,95,False
EFX,0000033185,2019,OBSERVED_OFFICIAL_BULK,48,106,False
EFX,0000033185,2020,OBSERVED_OFFICIAL_BULK,52,102,False
EFX,0000033185,2021,OBSERVED_OFFICIAL_BULK,51,120,False
EFX,0000033185,2022,OBSERVED_OFFICIAL_BULK,50,122,False
EFX,0000033185,2023,OBSERVED_OFFICIAL_BULK,56,140,False
EFX,0000033185,2024,OBSERVED_OFFICIAL_BULK,66,201,False
EFX,0000033185,2025,OBSERVED_OFFICIAL_BULK,51,114,False
EFX,0000033185,2026,OBSERVED_OFFICIAL_BULK,43,76,False
EG,0001095073,2012,OBSERVED_OFFICIAL_BULK,49,57,False
EG,0001095073,2013,OBSERVED_OFFICIAL_BULK,39,47,False
EG,0001095073,2014,OBSERVED_OFFICIAL_BULK,56,64,False
EG,0001095073,2015,OBSERVED_OFFICIAL_BULK,37,49,False
EG,0001095073,2016,OBSERVED_OFFICIAL_BULK,44,56,False
EG,0001095073,2017,OBSERVED_OFFICIAL_BULK,45,54,False
EG,0001095073,2018,OBSERVED_OFFICIAL_BULK,34,58,False
EG,0001095073,2019,OBSERVED_OFFICIAL_BULK,39,60,False
EG,0001095073,2020,OBSERVED_OFFICIAL_BULK,44,62,False
EG,0001095073,2021,OBSERVED_OFFICIAL_BULK,31,40,False
EG,0001095073,2022,OBSERVED_OFFICIAL_BULK,42,54,False
EG,0001095073,2023,OBSERVED_OFFICIAL_BULK,36,42,False
EG,0001095073,2024,OBSERVED_OFFICIAL_BULK,46,61,False
EG,0001095073,2025,OBSERVED_OFFICIAL_BULK,51,66,False
EG,0001095073,2026,OBSERVED_OFFICIAL_BULK,37,54,False
EIX,0000827052,2012,OBSERVED_OFFICIAL_BULK,55,151,False
EIX,0000827052,2013,OBSERVED_OFFICIAL_BULK,44,112,False
EIX,0000827052,2014,OBSERVED_OFFICIAL_BULK,57,177,False
EIX,0000827052,2015,OBSERVED_OFFICIAL_BULK,43,122,False
EIX,0000827052,2016,OBSERVED_OFFICIAL_BULK,53,155,False
EIX,0000827052,2017,OBSERVED_OFFICIAL_BULK,50,172,False
EIX,0000827052,2018,OBSERVED_OFFICIAL_BULK,35,83,False
EIX,0000827052,2019,OBSERVED_OFFICIAL_BULK,35,80,False
EIX,0000827052,2020,OBSERVED_OFFICIAL_BULK,33,73,False
EIX,0000827052,2021,OBSERVED_OFFICIAL_BULK,38,82,False
EIX,0000827052,2022,OBSERVED_OFFICIAL_BULK,45,114,False
EIX,0000827052,2023,OBSERVED_OFFICIAL_BULK,42,108,False
EIX,0000827052,2024,OBSERVED_OFFICIAL_BULK,54,172,False
EIX,0000827052,2025,OBSERVED_OFFICIAL_BULK,48,125,False
EIX,0000827052,2026,OBSERVED_OFFICIAL_BULK,46,137,False
EL,0001001250,2012,OBSERVED_OFFICIAL_BULK,95,250,False
EL,0001001250,2013,OBSERVED_OFFICIAL_BULK,131,341,False
EL,0001001250,2014,OBSERVED_OFFICIAL_BULK,122,261,False
EL,0001001250,2015,OBSERVED_OFFICIAL_BULK,131,315,False
EL,0001001250,2016,OBSERVED_OFFICIAL_BULK,130,312,False
EL,0001001250,2017,OBSERVED_OFFICIAL_BULK,135,380,False
EL,0001001250,2018,OBSERVED_OFFICIAL_BULK,128,382,False
EL,0001001250,2019,OBSERVED_OFFICIAL_BULK,146,458,False
EL,0001001250,2020,OBSERVED_OFFICIAL_BULK,122,431,False
EL,0001001250,2021,OBSERVED_OFFICIAL_BULK,148,452,False
EL,0001001250,2022,OBSERVED_OFFICIAL_BULK,112,297,False
EL,0001001250,2023,OBSERVED_OFFICIAL_BULK,107,258,False
EL,0001001250,2024,OBSERVED_OFFICIAL_BULK,102,223,False
EL,0001001250,2025,OBSERVED_OFFICIAL_BULK,107,211,False
EL,0001001250,2026,OBSERVED_OFFICIAL_BULK,37,51,False
ELV,0001156039,2012,OBSERVED_OFFICIAL_BULK,50,125,False
ELV,0001156039,2013,OBSERVED_OFFICIAL_BULK,52,192,False
ELV,0001156039,2014,OBSERVED_OFFICIAL_BULK,43,132,False
ELV,0001156039,2015,OBSERVED_OFFICIAL_BULK,38,123,False
ELV,0001156039,2016,OBSERVED_OFFICIAL_BULK,57,124,False
ELV,0001156039,2017,OBSERVED_OFFICIAL_BULK,45,130,False
ELV,0001156039,2018,OBSERVED_OFFICIAL_BULK,47,164,False
ELV,0001156039,2019,OBSERVED_OFFICIAL_BULK,36,102,False
ELV,0001156039,2020,OBSERVED_OFFICIAL_BULK,45,121,False
ELV,0001156039,2021,OBSERVED_OFFICIAL_BULK,39,99,False
ELV,0001156039,2022,OBSERVED_OFFICIAL_BULK,28,94,False
ELV,0001156039,2023,OBSERVED_OFFICIAL_BULK,30,70,False
ELV,0001156039,2024,OBSERVED_OFFICIAL_BULK,30,70,False
ELV,0001156039,2025,OBSERVED_OFFICIAL_BULK,26,51,False
ELV,0001156039,2026,OBSERVED_OFFICIAL_BULK,27,63,False
EME,0000105634,2012,OBSERVED_OFFICIAL_BULK,127,594,False
EME,0000105634,2013,OBSERVED_OFFICIAL_BULK,101,313,False
EME,0000105634,2014,OBSERVED_OFFICIAL_BULK,134,1116,False
EME,0000105634,2015,OBSERVED_OFFICIAL_BULK,97,403,False
EME,0000105634,2016,OBSERVED_OFFICIAL_BULK,96,171,False
EME,0000105634,2017,OBSERVED_OFFICIAL_BULK,90,114,False
