ticker,episode_id,signal_date,target_label
ADI,ADI-V61-011,2025-12-01,HOLD_WINNER
ADM,ADM-V61-001,2018-08-20,REENTRY_WORTHWHILE
ADM,ADM-V61-002,2020-09-09,HOLD_WINNER
ADM,ADM-V61-003,2020-12-08,HOLD_WINNER
ADM,ADM-V61-004,2022-01-13,HOLD_WINNER
ADM,ADM-V61-005,2022-11-22,REENTRY_WORTHWHILE
ADP,ADP-V61-001,2016-12-22,REENTRY_WORTHWHILE
ADP,ADP-V61-002,2018-06-05,HOLD_WINNER
ADP,ADP-V61-003,2018-09-04,REENTRY_WORTHWHILE
ADP,ADP-V61-004,2019-04-15,REENTRY_WORTHWHILE
ADP,ADP-V61-005,2021-07-07,HOLD_WINNER
ADP,ADP-V61-006,2021-11-16,REENTRY_WORTHWHILE
ADP,ADP-V61-007,2024-11-22,REENTRY_WORTHWHILE
ADSK,ADSK-V61-001,2016-10-13,HOLD_WINNER
ADSK,ADSK-V61-002,2016-12-13,REENTRY_WORTHWHILE
ADSK,ADSK-V61-003,2018-09-25,REENTRY_WORTHWHILE
ADSK,ADSK-V61-004,2019-05-03,REENTRY_WORTHWHILE
ADSK,ADSK-V61-005,2020-02-03,REENTRY_WORTHWHILE
ADSK,ADSK-V61-008,2021-08-24,REENTRY_WORTHWHILE
AEE,AEE-V61-001,2016-03-14,HOLD_WINNER
AEE,AEE-V61-002,2016-06-13,REENTRY_WORTHWHILE
AEE,AEE-V61-003,2017-03-08,HOLD_WINNER
AEE,AEE-V61-004,2017-06-07,REENTRY_WORTHWHILE
AEE,AEE-V61-005,2017-08-22,REENTRY_WORTHWHILE
AEE,AEE-V61-006,2018-09-10,REENTRY_WORTHWHILE
AEE,AEE-V61-007,2018-12-10,REENTRY_WORTHWHILE
AEE,AEE-V61-008,2019-02-25,HOLD_WINNER
AEE,AEE-V61-010,2019-09-24,REENTRY_WORTHWHILE
AEE,AEE-V61-011,2020-02-20,REENTRY_WORTHWHILE
AEP,AEP-V61-001,2016-03-14,HOLD_WINNER
AEP,AEP-V61-002,2017-05-30,REENTRY_WORTHWHILE
AEP,AEP-V61-003,2017-08-28,REENTRY_WORTHWHILE
AEP,AEP-V61-004,2017-12-12,REENTRY_WORTHWHILE
AEP,AEP-V61-005,2018-12-13,REENTRY_WORTHWHILE
AEP,AEP-V61-006,2019-03-04,HOLD_WINNER
AEP,AEP-V61-008,2022-04-04,REENTRY_WORTHWHILE
AEP,AEP-V61-009,2022-06-03,REENTRY_WORTHWHILE
AEP,AEP-V61-010,2024-09-13,REENTRY_WORTHWHILE
AEP,AEP-V61-011,2025-08-12,REENTRY_WORTHWHILE
AEP,AEP-V61-012,2025-10-10,HOLD_WINNER
AES,AES-V61-001,2016-07-06,REENTRY_WORTHWHILE
AES,AES-V61-002,2018-05-01,HOLD_WINNER
AES,AES-V61-003,2019-01-31,HOLD_WINNER
AES,AES-V61-005,2020-10-08,HOLD_WINNER
AES,AES-V61-006,2022-11-30,REENTRY_WORTHWHILE
AFL,AFL-V61-001,2016-05-02,HOLD_WINNER
AFL,AFL-V61-002,2017-06-02,HOLD_WINNER
AFL,AFL-V61-003,2018-08-27,REENTRY_WORTHWHILE
AFL,AFL-V61-004,2019-02-20,HOLD_WINNER
AFL,AFL-V61-006,2021-04-22,HOLD_WINNER
AFL,AFL-V61-007,2022-01-12,REENTRY_WORTHWHILE
AFL,AFL-V61-008,2022-04-18,REENTRY_WORTHWHILE
AFL,AFL-V61-009,2022-11-30,REENTRY_WORTHWHILE
AFL,AFL-V61-010,2023-09-19,HOLD_WINNER
AFL,AFL-V61-011,2024-03-20,REENTRY_WORTHWHILE
AFL,AFL-V61-012,2024-05-20,HOLD_WINNER
AIG,AIG-V61-001,2021-05-24,REENTRY_WORTHWHILE
AIG,AIG-V61-003,2022-02-25,REENTRY_WORTHWHILE
AIG,AIG-V61-004,2023-01-17,REENTRY_WORTHWHILE
AIG,AIG-V61-005,2023-12-15,HOLD_WINNER
AIG,AIG-V61-006,2025-03-28,REENTRY_WORTHWHILE
AIZ,AIZ-V61-002,2020-02-11,REENTRY_WORTHWHILE
AIZ,AIZ-V61-003,2021-04-21,HOLD_WINNER
AIZ,AIZ-V61-004,2024-11-15,REENTRY_WORTHWHILE
AJG,AJG-V61-002,2017-06-21,HOLD_WINNER
AJG,AJG-V61-003,2017-09-20,HOLD_WINNER
AJG,AJG-V61-004,2018-02-21,REENTRY_WORTHWHILE
AJG,AJG-V61-005,2018-09-24,REENTRY_WORTHWHILE
AJG,AJG-V61-006,2019-06-12,HOLD_WINNER
AJG,AJG-V61-008,2020-12-09,HOLD_WINNER
AJG,AJG-V61-009,2021-04-22,HOLD_WINNER
AJG,AJG-V61-010,2021-09-22,HOLD_WINNER
AJG,AJG-V61-011,2022-04-20,REENTRY_WORTHWHILE
AJG,AJG-V61-012,2022-11-30,REENTRY_WORTHWHILE
AJG,AJG-V61-013,2023-05-16,REENTRY_WORTHWHILE
AJG,AJG-V61-014,2023-09-20,REENTRY_WORTHWHILE
AJG,AJG-V61-015,2023-11-17,REENTRY_WORTHWHILE
AJG,AJG-V61-016,2024-08-16,HOLD_WINNER
AJG,AJG-V61-017,2025-03-06,REENTRY_WORTHWHILE
AKAM,AKAM-V61-001,2018-02-20,HOLD_WINNER
AKAM,AKAM-V61-002,2018-05-21,REENTRY_WORTHWHILE
AKAM,AKAM-V61-003,2019-07-15,HOLD_WINNER
AKAM,AKAM-V61-004,2020-02-06,REENTRY_WORTHWHILE
AKAM,AKAM-V61-005,2020-07-07,REENTRY_WORTHWHILE
AKAM,AKAM-V61-006,2024-02-13,REENTRY_WORTHWHILE
ALB,ALB-V61-001,2016-03-14,HOLD_WINNER
ALB,ALB-V61-003,2016-12-09,REENTRY_WORTHWHILE
ALB,ALB-V61-004,2020-11-16,HOLD_WINNER
ALB,ALB-V61-005,2021-05-19,HOLD_WINNER
ALB,ALB-V61-006,2022-09-09,REENTRY_WORTHWHILE
ALB,ALB-V61-007,2022-11-08,REENTRY_WORTHWHILE
ALB,ALB-V61-008,2026-01-14,REENTRY_WORTHWHILE
ALGN,ALGN-V61-001,2016-05-12,HOLD_WINNER
ALGN,ALGN-V61-002,2016-12-15,REENTRY_WORTHWHILE
ALGN,ALGN-V61-003,2017-03-21,HOLD_WINNER
ALGN,ALGN-V61-006,2021-09-09,REENTRY_WORTHWHILE
ALL,ALL-V61-001,2017-02-21,HOLD_WINNER
ALL,ALL-V61-002,2017-12-04,REENTRY_WORTHWHILE
ALL,ALL-V61-003,2021-05-13,REENTRY_WORTHWHILE
ALL,ALL-V61-004,2024-02-01,HOLD_WINNER
ALL,ALL-V61-005,2024-04-03,REENTRY_WORTHWHILE
ALL,ALL-V61-006,2024-09-16,HOLD_WINNER
AMAT,AMAT-V61-002,2016-11-17,HOLD_WINNER
AMAT,AMAT-V61-003,2017-09-20,HOLD_WINNER
AMAT,AMAT-V61-005,2021-09-16,REENTRY_WORTHWHILE
AMAT,AMAT-V61-006,2024-03-20,REENTRY_WORTHWHILE
AMAT,AMAT-V61-008,2025-12-01,HOLD_WINNER
AMD,AMD-V61-003,2019-07-22,REENTRY_WORTHWHILE
AMD,AMD-V61-004,2019-11-25,HOLD_WINNER
AMD,AMD-V61-006,2020-07-29,HOLD_WINNER
AMD,AMD-V61-007,2021-08-04,REENTRY_WORTHWHILE
AMD,AMD-V61-009,2024-03-13,REENTRY_WORTHWHILE
AMD,AMD-V61-010,2025-11-04,REENTRY_WORTHWHILE
AME,AME-V61-001,2017-05-26,HOLD_WINNER
AME,AME-V61-002,2017-09-26,HOLD_WINNER
AME,AME-V61-003,2019-04-11,HOLD_WINNER
AME,AME-V61-004,2019-07-12,REENTRY_WORTHWHILE
AME,AME-V61-005,2019-11-26,REENTRY_WORTHWHILE
AME,AME-V61-006,2020-10-15,REENTRY_WORTHWHILE
AME,AME-V61-008,2021-04-19,REENTRY_WORTHWHILE
AME,AME-V61-009,2024-02-29,REENTRY_WORTHWHILE
AME,AME-V61-010,2026-01-05,HOLD_WINNER
AMGN,AMGN-V61-001,2019-12-02,REENTRY_WORTHWHILE
AMGN,AMGN-V61-002,2022-10-31,REENTRY_WORTHWHILE
AMGN,AMGN-V61-003,2024-01-04,REENTRY_WORTHWHILE
AMGN,AMGN-V61-004,2024-08-06,REENTRY_WORTHWHILE
AMP,AMP-V61-001,2017-12-26,REENTRY_WORTHWHILE
AMP,AMP-V61-002,2020-12-10,HOLD_WINNER
AMP,AMP-V61-003,2021-08-12,REENTRY_WORTHWHILE
AMP,AMP-V61-005,2022-01-11,REENTRY_WORTHWHILE
AMP,AMP-V61-006,2023-02-08,REENTRY_WORTHWHILE
AMP,AMP-V61-007,2024-03-04,HOLD_WINNER
AON,AON-V61-001,2017-06-12,HOLD_WINNER
AON,AON-V61-002,2019-05-06,HOLD_WINNER
AON,AON-V61-003,2019-09-04,REENTRY_WORTHWHILE
AON,AON-V61-005,2021-05-27,REENTRY_WORTHWHILE
AON,AON-V61-007,2022-04-20,REENTRY_WORTHWHILE
APA,APA-V61-002,2016-07-13,REENTRY_WORTHWHILE
APA,APA-V61-004,2016-12-16,REENTRY_WORTHWHILE
APA,APA-V61-005,2021-03-12,REENTRY_WORTHWHILE
APA,APA-V61-007,2021-10-11,HOLD_WINNER
APA,APA-V61-008,2022-11-09,REENTRY_WORTHWHILE
APA,APA-V61-009,2023-08-16,REENTRY_WORTHWHILE
APA,APA-V61-010,2025-12-01,REENTRY_WORTHWHILE
APH,APH-V61-001,2016-11-17,HOLD_WINNER
APH,APH-V61-002,2017-08-22,HOLD_WINNER
APH,APH-V61-004,2021-11-12,REENTRY_WORTHWHILE
APH,APH-V61-005,2024-02-01,HOLD_WINNER
APH,APH-V61-006,2025-05-29,HOLD_WINNER
APO,APO-V61-001,2016-11-29,HOLD_WINNER
APO,APO-V61-002,2017-01-31,HOLD_WINNER
APO,APO-V61-003,2019-07-10,REENTRY_WORTHWHILE
APO,APO-V61-004,2019-09-19,REENTRY_WORTHWHILE
APO,APO-V61-006,2021-05-18,HOLD_WINNER
APO,APO-V61-009,2023-12-08,HOLD_WINNER
APTV,APTV-V61-001,2020-12-03,HOLD_WINNER
APTV,APTV-V61-002,2021-06-07,REENTRY_WORTHWHILE
ARE,ARE-V61-001,2016-05-31,HOLD_WINNER
ARE,ARE-V61-003,2017-01-30,HOLD_WINNER
ARE,ARE-V61-004,2017-07-19,HOLD_WINNER
ARE,ARE-V61-005,2017-12-15,REENTRY_WORTHWHILE
ARE,ARE-V61-006,2019-03-11,HOLD_WINNER
ARE,ARE-V61-007,2019-06-10,REENTRY_WORTHWHILE
ARE,ARE-V61-008,2019-09-09,HOLD_WINNER
ARE,ARE-V61-009,2020-02-07,REENTRY_WORTHWHILE
ARE,ARE-V61-010,2021-08-05,REENTRY_WORTHWHILE
ARE,ARE-V61-011,2021-12-16,REENTRY_WORTHWHILE
ATO,ATO-V61-001,2016-03-14,HOLD_WINNER
ATO,ATO-V61-002,2017-06-14,HOLD_WINNER
ATO,ATO-V61-003,2017-08-14,REENTRY_WORTHWHILE
ATO,ATO-V61-004,2017-12-06,REENTRY_WORTHWHILE
ATO,ATO-V61-006,2020-02-20,REENTRY_WORTHWHILE
ATO,ATO-V61-007,2024-09-16,HOLD_WINNER
ATO,ATO-V61-008,2025-04-22,REENTRY_WORTHWHILE
ATO,ATO-V61-009,2025-08-21,HOLD_WINNER
ATO,ATO-V61-010,2025-10-21,REENTRY_WORTHWHILE
AVB,AVB-V61-001,2016-04-13,REENTRY_WORTHWHILE
AVB,AVB-V61-002,2017-05-26,REENTRY_WORTHWHILE
AVB,AVB-V61-003,2019-02-27,HOLD_WINNER
AVB,AVB-V61-004,2019-09-26,REENTRY_WORTHWHILE
AVB,AVB-V61-005,2020-02-20,REENTRY_WORTHWHILE
AVB,AVB-V61-006,2021-06-07,HOLD_WINNER
AVB,AVB-V61-007,2024-09-03,REENTRY_WORTHWHILE
AVY,AVY-V61-001,2016-05-12,REENTRY_WORTHWHILE
AVY,AVY-V61-002,2017-09-28,HOLD_WINNER
AVY,AVY-V61-003,2021-03-08,HOLD_WINNER
AVY,AVY-V61-004,2021-09-03,REENTRY_WORTHWHILE
AWK,AWK-V61-001,2016-03-14,HOLD_WINNER
AWK,AWK-V61-002,2017-11-14,REENTRY_WORTHWHILE
AWK,AWK-V61-003,2019-03-22,HOLD_WINNER
AWK,AWK-V61-004,2019-05-22,HOLD_WINNER
AWK,AWK-V61-005,2019-08-21,REENTRY_WORTHWHILE
AWK,AWK-V61-006,2020-02-19,REENTRY_WORTHWHILE
AWK,AWK-V61-007,2021-02-10,REENTRY_WORTHWHILE
AWK,AWK-V61-008,2021-08-26,REENTRY_WORTHWHILE
AXON,AXON-V61-001,2016-07-22,REENTRY_WORTHWHILE
AXON,AXON-V61-002,2018-03-21,HOLD_WINNER
AXON,AXON-V61-003,2019-06-14,REENTRY_WORTHWHILE
AXON,AXON-V61-005,2020-06-10,REENTRY_WORTHWHILE
AXON,AXON-V61-007,2021-08-12,REENTRY_WORTHWHILE
AXON,AXON-V61-008,2023-03-15,REENTRY_WORTHWHILE
AXON,AXON-V61-009,2023-12-27,REENTRY_WORTHWHILE
AXON,AXON-V61-010,2024-02-28,REENTRY_WORTHWHILE
AXON,AXON-V61-011,2024-09-06,HOLD_WINNER
AXON,AXON-V61-012,2025-05-28,REENTRY_WORTHWHILE
AXP,AXP-V61-001,2016-12-14,HOLD_WINNER
AXP,AXP-V61-002,2017-07-05,HOLD_WINNER
AXP,AXP-V61-003,2017-10-03,HOLD_WINNER
AXP,AXP-V61-004,2018-09-17,REENTRY_WORTHWHILE
AXP,AXP-V61-005,2019-05-16,REENTRY_WORTHWHILE
AXP,AXP-V61-006,2019-07-17,REENTRY_WORTHWHILE
AXP,AXP-V61-007,2020-02-19,REENTRY_WORTHWHILE
AXP,AXP-V61-008,2021-03-19,HOLD_WINNER
AXP,AXP-V61-009,2021-10-18,REENTRY_WORTHWHILE
AXP,AXP-V61-010,2024-02-20,HOLD_WINNER
AXP,AXP-V61-011,2024-07-22,REENTRY_WORTHWHILE
AXP,AXP-V61-012,2025-09-25,REENTRY_WORTHWHILE
AXP,AXP-V61-013,2025-12-24,REENTRY_WORTHWHILE
AZO,AZO-V61-001,2019-04-04,REENTRY_WORTHWHILE
AZO,AZO-V61-002,2019-07-05,REENTRY_WORTHWHILE
AZO,AZO-V61-003,2021-04-14,REENTRY_WORTHWHILE
AZO,AZO-V61-004,2021-07-28,REENTRY_WORTHWHILE
AZO,AZO-V61-005,2021-09-27,HOLD_WINNER
AZO,AZO-V61-006,2023-05-09,REENTRY_WORTHWHILE
AZO,AZO-V61-007,2024-03-27,REENTRY_WORTHWHILE
AZO,AZO-V61-008,2025-04-03,REENTRY_WORTHWHILE
AZO,AZO-V61-009,2025-09-04,REENTRY_WORTHWHILE
BALL,BALL-V61-001,2018-11-12,REENTRY_WORTHWHILE
BALL,BALL-V61-002,2019-02-14,HOLD_WINNER
BAX,BAX-V61-001,2016-04-13,HOLD_WINNER
BAX,BAX-V61-002,2016-07-13,REENTRY_WORTHWHILE
BAX,BAX-V61-003,2017-03-08,HOLD_WINNER
BAX,BAX-V61-004,2017-09-06,HOLD_WINNER
BBY,BBY-V61-001,2016-10-28,HOLD_WINNER
BBY,BBY-V61-002,2017-03-31,HOLD_WINNER
BBY,BBY-V61-003,2017-12-04,HOLD_WINNER
BBY,BBY-V61-004,2018-05-07,REENTRY_WORTHWHILE
BBY,BBY-V61-005,2020-01-21,REENTRY_WORTHWHILE
BBY,BBY-V61-006,2020-08-04,HOLD_WINNER
BBY,BBY-V61-007,2024-09-30,REENTRY_WORTHWHILE
BDX,BDX-V61-001,2016-05-11,HOLD_WINNER
BDX,BDX-V61-002,2017-06-28,HOLD_WINNER
BDX,BDX-V61-003,2017-11-16,HOLD_WINNER
BDX,BDX-V61-004,2018-09-06,REENTRY_WORTHWHILE
BEN,BEN-V61-001,2017-02-16,HOLD_WINNER
BEN,BEN-V61-002,2017-06-19,REENTRY_WORTHWHILE
BEN,BEN-V61-003,2021-02-08,HOLD_WINNER
BEN,BEN-V61-004,2021-11-05,REENTRY_WORTHWHILE
BEN,BEN-V61-006,2025-07-21,REENTRY_WORTHWHILE
BF-B,BF-B-V61-001,2017-12-04,HOLD_WINNER
BF-B,BF-B-V61-002,2019-09-12,REENTRY_WORTHWHILE
BF-B,BF-B-V61-003,2020-01-13,REENTRY_WORTHWHILE
BG,BG-V61-001,2016-12-07,REENTRY_WORTHWHILE
BG,BG-V61-002,2017-03-17,REENTRY_WORTHWHILE
BG,BG-V61-003,2020-11-10,HOLD_WINNER
BG,BG-V61-004,2021-10-12,HOLD_WINNER
BG,BG-V61-005,2022-01-11,REENTRY_WORTHWHILE
BG,BG-V61-006,2023-08-08,REENTRY_WORTHWHILE
BIIB,BIIB-V61-001,2021-07-07,REENTRY_WORTHWHILE
BIIB,BIIB-V61-002,2022-11-01,REENTRY_WORTHWHILE
BIIB,BIIB-V61-003,2023-02-02,REENTRY_WORTHWHILE
BIIB,BIIB-V61-004,2023-05-02,REENTRY_WORTHWHILE
BKNG,BKNG-V61-001,2017-02-15,HOLD_WINNER
BKNG,BKNG-V61-002,2017-07-18,REENTRY_WORTHWHILE
BKNG,BKNG-V61-004,2023-08-03,REENTRY_WORTHWHILE
BKNG,BKNG-V61-005,2023-12-13,HOLD_WINNER
BKNG,BKNG-V61-006,2024-05-15,REENTRY_WORTHWHILE
BKNG,BKNG-V61-007,2024-09-25,HOLD_WINNER
BKNG,BKNG-V61-008,2025-05-28,REENTRY_WORTHWHILE
BKR,BKR-V61-001,2016-10-31,HOLD_WINNER
BKR,BKR-V61-002,2020-12-16,REENTRY_WORTHWHILE
BKR,BKR-V61-003,2021-05-19,REENTRY_WORTHWHILE
BKR,BKR-V61-004,2021-09-15,REENTRY_WORTHWHILE
BKR,BKR-V61-005,2022-01-13,HOLD_WINNER
BKR,BKR-V61-006,2023-02-02,REENTRY_WORTHWHILE
BKR,BKR-V61-007,2023-07-07,HOLD_WINNER
BKR,BKR-V61-009,2024-09-23,HOLD_WINNER
BKR,BKR-V61-010,2024-11-20,REENTRY_WORTHWHILE
BKR,BKR-V61-011,2025-09-22,REENTRY_WORTHWHILE
BLDR,BLDR-V61-001,2017-05-04,REENTRY_WORTHWHILE
BLDR,BLDR-V61-002,2017-11-15,HOLD_WINNER
BLDR,BLDR-V61-004,2020-09-01,HOLD_WINNER
BLDR,BLDR-V61-005,2021-03-04,HOLD_WINNER
BLDR,BLDR-V61-006,2021-09-08,HOLD_WINNER
BLDR,BLDR-V61-008,2023-04-28,HOLD_WINNER
BLK,BLK-V61-001,2017-06-26,HOLD_WINNER
BLK,BLK-V61-002,2017-10-17,HOLD_WINNER
BLK,BLK-V61-003,2017-12-15,HOLD_WINNER
BLK,BLK-V61-004,2020-02-13,REENTRY_WORTHWHILE
BLK,BLK-V61-005,2020-12-07,HOLD_WINNER
BLK,BLK-V61-006,2021-04-09,HOLD_WINNER
BLK,BLK-V61-007,2021-11-16,REENTRY_WORTHWHILE
BLK,BLK-V61-008,2024-09-26,HOLD_WINNER
BLK,BLK-V61-009,2025-07-30,REENTRY_WORTHWHILE
BLK,BLK-V61-010,2025-09-29,REENTRY_WORTHWHILE
BMY,BMY-V61-001,2019-12-27,REENTRY_WORTHWHILE
BMY,BMY-V61-003,2022-11-29,REENTRY_WORTHWHILE
BNY,BNY-V61-001,2016-12-07,REENTRY_WORTHWHILE
BNY,BNY-V61-002,2021-11-03,REENTRY_WORTHWHILE
BNY,BNY-V61-003,2022-01-18,REENTRY_WORTHWHILE
BNY,BNY-V61-004,2024-01-11,HOLD_WINNER
BNY,BNY-V61-005,2024-05-13,HOLD_WINNER
BNY,BNY-V61-006,2025-02-13,REENTRY_WORTHWHILE
BNY,BNY-V61-007,2025-06-04,HOLD_WINNER
BR,BR-V61-001,2017-10-31,HOLD_WINNER
BR,BR-V61-002,2018-08-31,REENTRY_WORTHWHILE
BRK-B,BRK-B-V61-002,2017-10-27,HOLD_WINNER
BRK-B,BRK-B-V61-003,2017-12-29,REENTRY_WORTHWHILE
BRK-B,BRK-B-V61-004,2021-04-09,HOLD_WINNER
BRK-B,BRK-B-V61-006,2022-03-16,REENTRY_WORTHWHILE
BRK-B,BRK-B-V61-007,2023-08-07,REENTRY_WORTHWHILE
BRK-B,BRK-B-V61-008,2024-02-07,HOLD_WINNER
BRK-B,BRK-B-V61-009,2025-03-17,REENTRY_WORTHWHILE
BRO,BRO-V61-001,2016-06-13,HOLD_WINNER
BRO,BRO-V61-002,2016-11-14,HOLD_WINNER
BRO,BRO-V61-003,2017-09-27,HOLD_WINNER
BRO,BRO-V61-004,2018-05-16,HOLD_WINNER
BRO,BRO-V61-005,2019-06-21,HOLD_WINNER
BRO,BRO-V61-006,2021-08-17,HOLD_WINNER
BRO,BRO-V61-007,2024-03-07,REENTRY_WORTHWHILE
BRO,BRO-V61-008,2024-08-12,HOLD_WINNER
BRO,BRO-V61-009,2025-03-17,REENTRY_WORTHWHILE
BSX,BSX-V61-001,2016-05-26,REENTRY_WORTHWHILE
BSX,BSX-V61-002,2018-09-27,REENTRY_WORTHWHILE
BSX,BSX-V61-003,2024-02-01,HOLD_WINNER
BSX,BSX-V61-004,2024-09-03,HOLD_WINNER
BSX,BSX-V61-005,2025-05-22,REENTRY_WORTHWHILE
BX,BX-V61-001,2019-05-20,REENTRY_WORTHWHILE
BX,BX-V61-003,2020-12-23,REENTRY_WORTHWHILE
BX,BX-V61-004,2024-09-24,REENTRY_WORTHWHILE
BXP,BXP-V61-002,2016-07-21,REENTRY_WORTHWHILE
BXP,BXP-V61-003,2019-03-04,REENTRY_WORTHWHILE
BXP,BXP-V61-004,2019-11-26,REENTRY_WORTHWHILE
BXP,BXP-V61-005,2020-01-29,REENTRY_WORTHWHILE
BXP,BXP-V61-006,2021-06-10,REENTRY_WORTHWHILE
BXP,BXP-V61-007,2022-03-17,REENTRY_WORTHWHILE
C,C-V61-001,2016-12-12,REENTRY_WORTHWHILE
C,C-V61-002,2017-07-03,HOLD_WINNER
C,C-V61-003,2017-10-02,REENTRY_WORTHWHILE
C,C-V61-004,2018-02-01,REENTRY_WORTHWHILE
C,C-V61-005,2021-05-25,REENTRY_WORTHWHILE
C,C-V61-006,2024-03-27,REENTRY_WORTHWHILE
C,C-V61-007,2024-12-06,REENTRY_WORTHWHILE
C,C-V61-008,2025-07-14,HOLD_WINNER
CAH,CAH-V61-001,2020-02-20,REENTRY_WORTHWHILE
CAH,CAH-V61-002,2021-04-07,REENTRY_WORTHWHILE
CAH,CAH-V61-003,2022-04-28,REENTRY_WORTHWHILE
CAH,CAH-V61-004,2022-08-22,HOLD_WINNER
CAH,CAH-V61-005,2023-04-26,HOLD_WINNER
CAH,CAH-V61-006,2023-10-25,HOLD_WINNER
CAH,CAH-V61-007,2024-09-13,HOLD_WINNER
CAH,CAH-V61-008,2024-11-12,REENTRY_WORTHWHILE
CASY,CASY-V61-001,2016-07-06,REENTRY_WORTHWHILE
CASY,CASY-V61-002,2019-07-17,REENTRY_WORTHWHILE
CASY,CASY-V61-003,2021-02-18,REENTRY_WORTHWHILE
CASY,CASY-V61-004,2022-11-30,REENTRY_WORTHWHILE
CASY,CASY-V61-005,2023-10-11,HOLD_WINNER
CASY,CASY-V61-006,2024-01-11,REENTRY_WORTHWHILE
CASY,CASY-V61-007,2024-03-13,HOLD_WINNER
CASY,CASY-V61-008,2025-02-20,REENTRY_WORTHWHILE
CASY,CASY-V61-009,2025-04-24,HOLD_WINNER
CASY,CASY-V61-010,2025-06-25,HOLD_WINNER
CASY,CASY-V61-011,2025-09-24,REENTRY_WORTHWHILE
CASY,CASY-V61-012,2025-12-23,HOLD_WINNER
CB,CB-V61-001,2017-06-21,REENTRY_WORTHWHILE
CB,CB-V61-002,2021-03-10,REENTRY_WORTHWHILE
CB,CB-V61-003,2021-09-07,HOLD_WINNER
CB,CB-V61-004,2021-11-08,REENTRY_WORTHWHILE
CB,CB-V61-006,2022-11-30,REENTRY_WORTHWHILE
CB,CB-V61-007,2024-02-13,HOLD_WINNER
CB,CB-V61-008,2024-06-13,HOLD_WINNER
CB,CB-V61-009,2024-08-14,REENTRY_WORTHWHILE
CBOE,CBOE-V61-001,2017-06-21,HOLD_WINNER
CBOE,CBOE-V61-002,2023-10-13,HOLD_WINNER
CBOE,CBOE-V61-003,2024-09-03,REENTRY_WORTHWHILE
CBOE,CBOE-V61-004,2024-10-31,REENTRY_WORTHWHILE
CBOE,CBOE-V61-005,2025-08-04,REENTRY_WORTHWHILE
CBRE,CBRE-V61-001,2017-03-14,REENTRY_WORTHWHILE
CBRE,CBRE-V61-002,2017-07-31,REENTRY_WORTHWHILE
