ticker,episode_id,signal_date,target_label,last_observed_session,FAST_SLOW_TREND_GAP,FAST_SLOW_TRANSITION_VELOCITY_4W
ADM,ADM-V61-005,2022-11-22,REENTRY_WORTHWHILE,2022-11-18,0.7158439732095292,-2.659547550056682
ADP,ADP-V61-001,2016-12-22,REENTRY_WORTHWHILE,2016-12-16,3.980821519540379,-2.1480763439430004
ADP,ADP-V61-002,2018-06-05,HOLD_WINNER,2018-06-01,2.589885561504371,-2.5589803492586705
ADP,ADP-V61-003,2018-09-04,REENTRY_WORTHWHILE,2018-08-31,2.8818177475170876,5.096970482595514
ADP,ADP-V61-004,2019-04-15,REENTRY_WORTHWHILE,2019-04-12,1.8450874945423883,0.6818041362596732
ADP,ADP-V61-005,2021-07-07,HOLD_WINNER,2021-07-02,-1.4304570045741096,-0.4438846638282784
ADP,ADP-V61-006,2021-11-16,REENTRY_WORTHWHILE,2021-11-12,6.985868751573463,2.604822483628123
ADP,ADP-V61-007,2024-11-22,REENTRY_WORTHWHILE,2024-11-22,1.437221260073615,-0.2354104128607848
ADSK,ADSK-V61-001,2016-10-13,HOLD_WINNER,2016-10-07,3.080183668331369,-1.2361768307142693
ADSK,ADSK-V61-002,2016-12-13,REENTRY_WORTHWHILE,2016-12-09,-0.6324922192436996,-0.1249915464937994
ADSK,ADSK-V61-003,2018-09-25,REENTRY_WORTHWHILE,2018-09-21,-2.496240608849462,-6.708816334792742
ADSK,ADSK-V61-004,2019-05-03,REENTRY_WORTHWHILE,2019-05-03,0.5203645346662547,-1.1248648711745968
ADSK,ADSK-V61-005,2020-02-03,REENTRY_WORTHWHILE,2020-01-31,0.5545174305419451,-0.19851896722730955
ADSK,ADSK-V61-008,2021-08-24,REENTRY_WORTHWHILE,2021-08-20,2.3553659160155243,-0.03750339144621728
AEE,AEE-V61-001,2016-03-14,HOLD_WINNER,2016-03-11,4.439736153977287,1.2700145606198334
AEE,AEE-V61-002,2016-06-13,REENTRY_WORTHWHILE,2016-06-10,3.857298252042941,5.733307518453474
AEE,AEE-V61-003,2017-03-08,HOLD_WINNER,2017-03-03,2.017455834507035,3.5282956507762915
AEE,AEE-V61-004,2017-06-07,REENTRY_WORTHWHILE,2017-06-02,3.391224058113061,5.717822407653965
AEE,AEE-V61-005,2017-08-22,REENTRY_WORTHWHILE,2017-08-18,4.259404270569158,4.822431775555817
AEE,AEE-V61-006,2018-09-10,REENTRY_WORTHWHILE,2018-09-07,-0.4395368749311465,-0.5710394586329998
AEE,AEE-V61-007,2018-12-10,REENTRY_WORTHWHILE,2018-12-07,0.4871087238374185,0.34403204669859333
AEE,AEE-V61-008,2019-02-25,HOLD_WINNER,2019-02-22,2.7045288235218874,-0.08951459219629321
AEE,AEE-V61-010,2019-09-24,REENTRY_WORTHWHILE,2019-09-20,3.1216778741551012,5.467030693027018
AEE,AEE-V61-011,2020-02-20,REENTRY_WORTHWHILE,2020-02-14,6.244979012266394,3.0925083989534854
AEP,AEP-V61-001,2016-03-14,HOLD_WINNER,2016-03-11,2.2124494164151733,-1.0699885664178574
AEP,AEP-V61-002,2017-05-30,REENTRY_WORTHWHILE,2017-05-26,2.576046462253691,3.684572609783804
AEP,AEP-V61-003,2017-08-28,REENTRY_WORTHWHILE,2017-08-25,4.436654258677947,4.770654283613109
AEP,AEP-V61-004,2017-12-12,REENTRY_WORTHWHILE,2017-12-08,1.2893218384830714,-0.16450994769357874
AEP,AEP-V61-005,2018-12-13,REENTRY_WORTHWHILE,2018-12-07,2.17832507316767,-0.5460156888117598
AEP,AEP-V61-006,2019-03-04,HOLD_WINNER,2019-03-01,1.4366157432817814,-3.422575541961722
AEP,AEP-V61-008,2022-04-04,REENTRY_WORTHWHILE,2022-04-01,1.4344297414134164,-2.8740659195884204
AEP,AEP-V61-009,2022-06-03,REENTRY_WORTHWHILE,2022-06-03,0.37442164240034503,5.867384384752022
AEP,AEP-V61-010,2024-09-13,REENTRY_WORTHWHILE,2024-09-13,2.7276046262472478,1.4168523429425985
AEP,AEP-V61-011,2025-08-12,REENTRY_WORTHWHILE,2025-08-08,8.011892497759176,6.221835825952515
AEP,AEP-V61-012,2025-10-10,HOLD_WINNER,2025-10-10,5.8280151907992055,11.291840303477745
AES,AES-V61-001,2016-07-06,REENTRY_WORTHWHILE,2016-07-01,2.468344626835846,4.128053508826245
AES,AES-V61-002,2018-05-01,HOLD_WINNER,2018-04-27,3.188613842484598,1.5134459921921546
AES,AES-V61-003,2019-01-31,HOLD_WINNER,2019-01-25,4.461412139343886,11.107855834001464
AES,AES-V61-005,2020-10-08,HOLD_WINNER,2020-10-02,-0.6531800988589557,-0.20757865198282516
AES,AES-V61-006,2022-11-30,REENTRY_WORTHWHILE,2022-11-25,1.1292223250029922,-1.1515996797917898
AFL,AFL-V61-001,2016-05-02,HOLD_WINNER,2016-04-29,5.051567162279629,2.0558777850202494
AFL,AFL-V61-002,2017-06-02,HOLD_WINNER,2017-06-02,2.6202692189233523,1.0940551341742388
AFL,AFL-V61-003,2018-08-27,REENTRY_WORTHWHILE,2018-08-24,0.5149380178034572,-3.229448226182201
AFL,AFL-V61-004,2019-02-20,HOLD_WINNER,2019-02-15,1.6827002061484821,-3.2709944597117726
AFL,AFL-V61-006,2021-04-22,HOLD_WINNER,2021-04-16,-0.7979529710225488,-1.8293850593816499
AFL,AFL-V61-007,2022-01-12,REENTRY_WORTHWHILE,2022-01-07,3.5802295799240933,3.531187981502578
AFL,AFL-V61-008,2022-04-18,REENTRY_WORTHWHILE,2022-04-14,-0.05354627841999537,2.522053869085454
AFL,AFL-V61-009,2022-11-30,REENTRY_WORTHWHILE,2022-11-25,4.262001326673843,-1.1589352896068217
AFL,AFL-V61-010,2023-09-19,HOLD_WINNER,2023-09-15,-0.45656635113629734,-1.9631081041128184
AFL,AFL-V61-011,2024-03-20,REENTRY_WORTHWHILE,2024-03-15,3.147314993181316,9.239742442951714
AFL,AFL-V61-012,2024-05-20,HOLD_WINNER,2024-05-17,3.1900866151586444,5.617438810967631
AIG,AIG-V61-001,2021-05-24,REENTRY_WORTHWHILE,2021-05-21,1.945490777860974,3.7120017407903667
AIG,AIG-V61-003,2022-02-25,REENTRY_WORTHWHILE,2022-02-25,3.8548492189061156,5.86346482112078
AIG,AIG-V61-004,2023-01-17,REENTRY_WORTHWHILE,2023-01-13,-0.3954423364197311,-1.3245841454081095
AIG,AIG-V61-005,2023-12-15,HOLD_WINNER,2023-12-15,0.1784266990487654,-5.046238626408212
AIG,AIG-V61-006,2025-03-28,REENTRY_WORTHWHILE,2025-03-28,0.6063982633519354,-5.631095962151218
AIZ,AIZ-V61-002,2020-02-11,REENTRY_WORTHWHILE,2020-02-07,-0.2395046848694413,0.3608406239550769
AIZ,AIZ-V61-003,2021-04-21,HOLD_WINNER,2021-04-16,2.245025409679313,-7.08057926466282
AIZ,AIZ-V61-004,2024-11-15,REENTRY_WORTHWHILE,2024-11-15,4.6916565957537175,6.901832823112954
AJG,AJG-V61-002,2017-06-21,HOLD_WINNER,2017-06-16,5.5440639611600275,8.127416981620787
AJG,AJG-V61-003,2017-09-20,HOLD_WINNER,2017-09-15,4.6466853918002915,7.971418935179191
AJG,AJG-V61-004,2018-02-21,REENTRY_WORTHWHILE,2018-02-16,0.024526727938640865,-0.5595486023110036
AJG,AJG-V61-005,2018-09-24,REENTRY_WORTHWHILE,2018-09-21,4.556170665714893,3.52641900462704
AJG,AJG-V61-006,2019-06-12,HOLD_WINNER,2019-06-07,1.780407138885709,-0.3142832597906424
AJG,AJG-V61-008,2020-12-09,HOLD_WINNER,2020-12-04,1.1367410024993945,3.253854238973771
AJG,AJG-V61-009,2021-04-22,HOLD_WINNER,2021-04-16,5.606649437982151,5.1175293712194305
AJG,AJG-V61-010,2021-09-22,HOLD_WINNER,2021-09-17,1.4337281296819564,2.9893390598831413
AJG,AJG-V61-011,2022-04-20,REENTRY_WORTHWHILE,2022-04-14,5.316299268727593,2.1740221181042485
AJG,AJG-V61-012,2022-11-30,REENTRY_WORTHWHILE,2022-11-25,1.3411515124139861,-1.1310444465489435
AJG,AJG-V61-013,2023-05-16,REENTRY_WORTHWHILE,2023-05-12,5.114959776962958,-1.7202254242431518
AJG,AJG-V61-014,2023-09-20,REENTRY_WORTHWHILE,2023-09-15,0.7409847645842645,1.3957898258427814
AJG,AJG-V61-015,2023-11-17,REENTRY_WORTHWHILE,2023-11-17,5.1193876568989785,7.399494606579299
AJG,AJG-V61-016,2024-08-16,HOLD_WINNER,2024-08-16,1.222019464378979,-0.07562908973797189
AJG,AJG-V61-017,2025-03-06,REENTRY_WORTHWHILE,2025-02-28,4.466323419144178,0.8043310544511355
AKAM,AKAM-V61-001,2018-02-20,HOLD_WINNER,2018-02-16,-4.471207517051696,-1.9607155292383975
AKAM,AKAM-V61-002,2018-05-21,REENTRY_WORTHWHILE,2018-05-18,1.402402576845956,3.3302433008380627
AKAM,AKAM-V61-003,2019-07-15,HOLD_WINNER,2019-07-12,1.2684690104352656,2.578417539476461
AKAM,AKAM-V61-004,2020-02-06,REENTRY_WORTHWHILE,2020-01-31,4.374076201708647,2.3814150174837083
AKAM,AKAM-V61-005,2020-07-07,REENTRY_WORTHWHILE,2020-07-02,3.2926789181077254,3.6236317781280514
AKAM,AKAM-V61-006,2024-02-13,REENTRY_WORTHWHILE,2024-02-09,3.6742564172557626,7.0812532001188035
ALB,ALB-V61-001,2016-03-14,HOLD_WINNER,2016-03-11,4.515085030687518,3.5045799766748296
ALB,ALB-V61-003,2016-12-09,REENTRY_WORTHWHILE,2016-12-09,5.7289754924232446,5.975026335430885
ALB,ALB-V61-004,2020-11-16,HOLD_WINNER,2020-11-13,5.3311004035517575,6.901461199544184
ALB,ALB-V61-005,2021-05-19,HOLD_WINNER,2021-05-14,1.1297599420705877,2.872246362539725
ALB,ALB-V61-006,2022-09-09,REENTRY_WORTHWHILE,2022-09-09,-0.1535754846191988,-5.301526616844136
ALB,ALB-V61-007,2022-11-08,REENTRY_WORTHWHILE,2022-11-04,1.410297266760132,4.520900399256679
ALB,ALB-V61-008,2026-01-14,REENTRY_WORTHWHILE,2026-01-09,0.6272237643837892,-0.11786103468031683
ALGN,ALGN-V61-001,2016-05-12,HOLD_WINNER,2016-05-06,-0.4106455092231296,-0.936690948584523
ALGN,ALGN-V61-002,2016-12-15,REENTRY_WORTHWHILE,2016-12-09,1.485734305609829,3.9626788085539077
ALGN,ALGN-V61-003,2017-03-21,HOLD_WINNER,2017-03-17,3.2990846644093965,-1.9309392920582393
ALGN,ALGN-V61-006,2021-09-09,REENTRY_WORTHWHILE,2021-09-03,-0.22617800856474696,-5.457067781224789
ALL,ALL-V61-001,2017-02-21,HOLD_WINNER,2017-02-17,5.594488263492646,7.507373706170689
ALL,ALL-V61-002,2017-12-04,REENTRY_WORTHWHILE,2017-12-01,2.543695711289494,-0.4160072750572885
ALL,ALL-V61-003,2021-05-13,REENTRY_WORTHWHILE,2021-05-07,5.408078944971342,6.746263381253459
ALL,ALL-V61-004,2024-02-01,HOLD_WINNER,2024-01-26,2.8098293929270906,5.074171527564044
ALL,ALL-V61-005,2024-04-03,REENTRY_WORTHWHILE,2024-03-28,3.6124531113366443,8.743884179692559
ALL,ALL-V61-006,2024-09-16,HOLD_WINNER,2024-09-13,2.2758416211272756,1.1771569907258554
AMAT,AMAT-V61-002,2016-11-17,HOLD_WINNER,2016-11-11,-1.2944739323043812,3.5917422395331693
AMAT,AMAT-V61-003,2017-09-20,HOLD_WINNER,2017-09-15,1.7873060548547595,6.914486523953602
AMAT,AMAT-V61-005,2021-09-16,REENTRY_WORTHWHILE,2021-09-10,2.12518076127007,2.2016550680909686
AMAT,AMAT-V61-006,2024-03-20,REENTRY_WORTHWHILE,2024-03-15,-1.969562163259561,-7.11889554060389
AMAT,AMAT-V61-008,2025-12-01,HOLD_WINNER,2025-11-28,-0.022037132312782405,-1.4752402943625587
AMD,AMD-V61-003,2019-07-22,REENTRY_WORTHWHILE,2019-07-19,1.8379170175388926,0.6495278296936444
AMD,AMD-V61-004,2019-11-25,HOLD_WINNER,2019-11-22,4.197290366152889,1.0721487196242698
AMD,AMD-V61-006,2020-07-29,HOLD_WINNER,2020-07-24,4.72003790633156,6.1453472437758165
AMD,AMD-V61-007,2021-08-04,REENTRY_WORTHWHILE,2021-07-30,2.9782747320759917,-3.008959672738875
AMD,AMD-V61-009,2024-03-13,REENTRY_WORTHWHILE,2024-03-08,2.688046009111264,1.2256749892541274
AMD,AMD-V61-010,2025-11-04,REENTRY_WORTHWHILE,2025-10-31,7.638053305396944,8.829363179815694
AME,AME-V61-001,2017-05-26,HOLD_WINNER,2017-05-26,1.2395688248438423,-0.12845530718252784
AME,AME-V61-002,2017-09-26,HOLD_WINNER,2017-09-22,2.2410644183266566,4.840638863539311
AME,AME-V61-003,2019-04-11,HOLD_WINNER,2019-04-05,2.1573162266549586,0.49280116511966043
AME,AME-V61-004,2019-07-12,REENTRY_WORTHWHILE,2019-07-12,2.896813079011982,5.723010221241868
AME,AME-V61-005,2019-11-26,REENTRY_WORTHWHILE,2019-11-22,5.169571304318742,6.900151421977676
AME,AME-V61-006,2020-10-15,REENTRY_WORTHWHILE,2020-10-09,0.45409270081994263,2.565252831043053
AME,AME-V61-008,2021-04-19,REENTRY_WORTHWHILE,2021-04-16,2.9607077559619217,3.6458902348262923
AME,AME-V61-009,2024-02-29,REENTRY_WORTHWHILE,2024-02-23,4.598440293872834,5.523684548533273
AME,AME-V61-010,2026-01-05,HOLD_WINNER,2026-01-02,2.3164392663024613,1.6582865611553763
AMGN,AMGN-V61-001,2019-12-02,REENTRY_WORTHWHILE,2019-11-29,2.1868541781433746,-0.6485876836388167
AMGN,AMGN-V61-002,2022-10-31,REENTRY_WORTHWHILE,2022-10-28,9.938769838381495,15.413191489671368
AMGN,AMGN-V61-003,2024-01-04,REENTRY_WORTHWHILE,2023-12-29,2.0644987241413966,3.631754009390413
AMGN,AMGN-V61-004,2024-08-06,REENTRY_WORTHWHILE,2024-08-02,1.5015200916377434,0.3533983573097783
AMP,AMP-V61-001,2017-12-26,REENTRY_WORTHWHILE,2017-12-22,1.9070291319909791,4.999490104524388
AMP,AMP-V61-002,2020-12-10,HOLD_WINNER,2020-12-04,3.893208920625852,6.123532278159471
AMP,AMP-V61-003,2021-08-12,REENTRY_WORTHWHILE,2021-08-06,2.807056153091565,5.309098719301239
AMP,AMP-V61-005,2022-01-11,REENTRY_WORTHWHILE,2022-01-07,2.136657178807049,6.560299009976454
AMP,AMP-V61-006,2023-02-08,REENTRY_WORTHWHILE,2023-02-03,1.8324394557405246,3.439143960431244
AMP,AMP-V61-007,2024-03-04,HOLD_WINNER,2024-03-01,1.0921945954981087,0.5744644095708097
AON,AON-V61-001,2017-06-12,HOLD_WINNER,2017-06-09,6.219008302346202,0.12165624889432447
AON,AON-V61-002,2019-05-06,HOLD_WINNER,2019-05-03,0.822774553255773,-0.8269416360904952
AON,AON-V61-003,2019-09-04,REENTRY_WORTHWHILE,2019-08-30,-0.9156567041091951,3.8694852801248203
AON,AON-V61-005,2021-05-27,REENTRY_WORTHWHILE,2021-05-21,2.4619835319502315,2.914042238982612
AON,AON-V61-007,2022-04-20,REENTRY_WORTHWHILE,2022-04-14,1.4812782663052568,-3.208501178969466
APA,APA-V61-002,2016-07-13,REENTRY_WORTHWHILE,2016-07-08,-0.8738507518815092,0.9246470979739841
APA,APA-V61-004,2016-12-16,REENTRY_WORTHWHILE,2016-12-16,1.5574347264560122,3.040778971904098
APA,APA-V61-005,2021-03-12,REENTRY_WORTHWHILE,2021-03-12,2.2131015652228787,2.9592991085888185
APA,APA-V61-007,2021-10-11,HOLD_WINNER,2021-10-08,5.982940855456096,2.788042217621078
APA,APA-V61-008,2022-11-09,REENTRY_WORTHWHILE,2022-11-04,3.0641871538177665,2.144471728189372
APA,APA-V61-009,2023-08-16,REENTRY_WORTHWHILE,2023-08-11,5.3903681332836255,2.0786114903775323
APA,APA-V61-010,2025-12-01,REENTRY_WORTHWHILE,2025-11-28,0.8596328382937156,3.3318645268129483
APH,APH-V61-001,2016-11-17,HOLD_WINNER,2016-11-11,0.4692355665214274,1.3738680695821053
APH,APH-V61-002,2017-08-22,HOLD_WINNER,2017-08-18,3.0359780578005724,4.1495274065535614
APH,APH-V61-004,2021-11-12,REENTRY_WORTHWHILE,2021-11-12,3.4411441836301506,4.976567345053817
APH,APH-V61-005,2024-02-01,HOLD_WINNER,2024-01-26,0.012873051417573684,-4.626690006672658
APH,APH-V61-006,2025-05-29,HOLD_WINNER,2025-05-23,3.637971298478958,-1.1316127170712504
APO,APO-V61-001,2016-11-29,HOLD_WINNER,2016-11-25,5.377056264039507,7.873141437611775
APO,APO-V61-002,2017-01-31,HOLD_WINNER,2017-01-27,1.3028554543471855,4.715147256755511
APO,APO-V61-003,2019-07-10,REENTRY_WORTHWHILE,2019-07-05,1.8646714484940499,4.980342591239108
APO,APO-V61-004,2019-09-19,REENTRY_WORTHWHILE,2019-09-13,6.293228836402836,10.506541106676094
APO,APO-V61-006,2021-05-18,HOLD_WINNER,2021-05-14,4.141245753420058,2.765134629145129
APO,APO-V61-009,2023-12-08,HOLD_WINNER,2023-12-08,3.2698269632440735,6.044604387092135
APTV,APTV-V61-001,2020-12-03,HOLD_WINNER,2020-11-27,5.1939164584748845,5.864274052877805
APTV,APTV-V61-002,2021-06-07,REENTRY_WORTHWHILE,2021-06-04,2.743920575025411,2.7072999091341825
ARE,ARE-V61-001,2016-05-31,HOLD_WINNER,2016-05-27,0.6708832950477375,-0.7943811160895813
ARE,ARE-V61-003,2017-01-30,HOLD_WINNER,2017-01-27,0.30880343414626754,-0.6910763379784406
ARE,ARE-V61-004,2017-07-19,HOLD_WINNER,2017-07-14,0.1879001835557843,0.6816593876294635
ARE,ARE-V61-005,2017-12-15,REENTRY_WORTHWHILE,2017-12-15,5.098698020885149,1.043511856001989
ARE,ARE-V61-006,2019-03-11,HOLD_WINNER,2019-03-08,1.5254670319268961,-5.28412606724622
ARE,ARE-V61-007,2019-06-10,REENTRY_WORTHWHILE,2019-06-07,0.25038631326077343,2.7954660674355516
ARE,ARE-V61-008,2019-09-09,HOLD_WINNER,2019-09-06,3.2863402844482414,3.8708015047496227
ARE,ARE-V61-009,2020-02-07,REENTRY_WORTHWHILE,2020-02-07,2.8560473375689837,2.7058299735217886
ARE,ARE-V61-010,2021-08-05,REENTRY_WORTHWHILE,2021-07-30,3.7872406871151574,5.782617266897827
ARE,ARE-V61-011,2021-12-16,REENTRY_WORTHWHILE,2021-12-10,0.0998534408087341,0.948684325526048
ATO,ATO-V61-001,2016-03-14,HOLD_WINNER,2016-03-11,-1.1595837783113725,-6.074813002890835
ATO,ATO-V61-002,2017-06-14,HOLD_WINNER,2017-06-09,3.22884783882929,3.205556148441704
ATO,ATO-V61-003,2017-08-14,REENTRY_WORTHWHILE,2017-08-11,1.8623567060263464,6.644325146028354
ATO,ATO-V61-004,2017-12-06,REENTRY_WORTHWHILE,2017-12-01,4.10204697751362,2.166538718721995
ATO,ATO-V61-006,2020-02-20,REENTRY_WORTHWHILE,2020-02-14,2.8461539592835927,0.8473931410025628
ATO,ATO-V61-007,2024-09-16,HOLD_WINNER,2024-09-13,2.5600658809736805,0.17328806767697902
ATO,ATO-V61-008,2025-04-22,REENTRY_WORTHWHILE,2025-04-17,1.9952816388527972,3.3388053406638196
ATO,ATO-V61-009,2025-08-21,HOLD_WINNER,2025-08-15,4.71331645697377,4.192179841746209
ATO,ATO-V61-010,2025-10-21,REENTRY_WORTHWHILE,2025-10-17,6.741120187991457,10.137359028293154
AVB,AVB-V61-001,2016-04-13,REENTRY_WORTHWHILE,2016-04-08,2.609942448543651,-5.0330712555918815
AVB,AVB-V61-002,2017-05-26,REENTRY_WORTHWHILE,2017-05-26,-2.237320410688887,-2.9379692603778262
AVB,AVB-V61-003,2019-02-27,HOLD_WINNER,2019-02-22,3.1877551589199387,-3.0484385477856177
AVB,AVB-V61-004,2019-09-26,REENTRY_WORTHWHILE,2019-09-20,-0.92237678679466,1.5317768628496191
AVB,AVB-V61-005,2020-02-20,REENTRY_WORTHWHILE,2020-02-14,2.9775012618653522,-0.09342030882295793
AVB,AVB-V61-006,2021-06-07,HOLD_WINNER,2021-06-04,2.305135680349162,1.8834593314813137
AVB,AVB-V61-007,2024-09-03,REENTRY_WORTHWHILE,2024-08-30,4.321204719530171,3.994172025903546
AVY,AVY-V61-001,2016-05-12,REENTRY_WORTHWHILE,2016-05-06,0.42653251554584126,-0.4714160079061962
AVY,AVY-V61-002,2017-09-28,HOLD_WINNER,2017-09-22,2.1692440560604953,4.116369456739798
AVY,AVY-V61-003,2021-03-08,HOLD_WINNER,2021-03-05,-2.0380687588582593,-1.8854471397170252
AVY,AVY-V61-004,2021-09-03,REENTRY_WORTHWHILE,2021-09-03,2.8623327037783306,3.584449041271555
AWK,AWK-V61-001,2016-03-14,HOLD_WINNER,2016-03-11,1.138894313044175,-2.3941740324373524
AWK,AWK-V61-002,2017-11-14,REENTRY_WORTHWHILE,2017-11-10,2.176006619967211,0.9127048364195434
AWK,AWK-V61-003,2019-03-22,HOLD_WINNER,2019-03-22,2.530274920910081,-2.045491404278703
AWK,AWK-V61-004,2019-05-22,HOLD_WINNER,2019-05-17,2.907387692991163,6.256453987874046
AWK,AWK-V61-005,2019-08-21,REENTRY_WORTHWHILE,2019-08-16,5.904360476821541,12.323267040374347
AWK,AWK-V61-006,2020-02-19,REENTRY_WORTHWHILE,2020-02-14,2.987583490719846,-0.14097339786484575
AWK,AWK-V61-007,2021-02-10,REENTRY_WORTHWHILE,2021-02-05,1.5414849005818256,-0.8638214069635435
AWK,AWK-V61-008,2021-08-26,REENTRY_WORTHWHILE,2021-08-20,3.7651360802187885,-0.42759342371710796
AXON,AXON-V61-001,2016-07-22,REENTRY_WORTHWHILE,2016-07-22,4.858734062011565,5.499942042119737
