ticker,episode_id,signal_date,last_observed_session,signal_price,extension_votes,weekly_rsi_14,high_52w_proximity,return_26w,close_to_sma200,mae_126d,mfe_126d,terminal_return_126d,low_before_high,recovered_after_low,time_to_low_sessions,time_to_high_sessions,outcome_end,SECTOR_RS_DELTA_4W,SECTOR_RS_DAMAGE_DELTA_4W,SPY_RS_DELTA_4W,HIGH_FAILURE_DELTA_4W,PARTICIPATION_WEAKENING_DELTA_4W,MARKET_STRESS_DELTA_4W,TREND_QUALITY_DELTA_4W,DECELERATION_DELTA_4W,sector_etf,first_boundary,vnext_path_label,vnext_outcome_end,feature_week,peer_count,PEER_HIGH_EXIT_SHARE_DELTA_4W,PEER_ADVANCE_BREADTH_DELTA_4W,month_end,business_available_date,guard_state,latest_fact_accepted_at,flag_count,BUSINESS_VETO,BUSINESS_UNKNOWN,target
AAPL,AAPL-R011,2019-09-06,2019-09-06,51.20608139,3,62.8651147810799,0.9593748760490136,0.2428120614175668,1.153625091818277,0.0042671857339717,0.5425360864544764,0.2548188542415626,True,True,1,109,2020-03-09,0.0630913944782988,-0.0087884430775916,0.0785479865492174,-0.1635424307219385,0.0141188698173456,-0.006379212679918,-0.1373880850606439,-0.7838705019742076,XLK,UPSIDE_CONTINUATION,CONTINUATION,2020-03-09,2019-09-06,52,-0.17307692307692313,0.40384615384615385,2019-08-31,2019-09-01,PASS,2019-07-31 20:31:53,2.0,0.0,0.0,0.0
AAPL,AAPL-R012,2020-05-08,2020-05-08,75.06913757,2,61.16477826472898,0.956976589984488,0.1982299081240175,1.1960516600846878,-0.0079968803350141,0.7337496701442392,0.5379951673527665,True,True,3,80,2020-11-05,0.0540304277046094,-0.0440699417681505,0.0753126849795592,-0.2925941792080964,-0.3868483864226991,-0.0423350884670915,-0.0349756930965188,-1.152176704833224,XLK,UPSIDE_CONTINUATION,CONTINUATION,2020-11-05,2020-05-08,52,-0.21153846153846156,0.1923076923076924,2020-04-30,2020-05-01,VETO,2020-04-30 22:03:10,3.0,1.0,0.0,0.0
AAPL,AAPL-R013,2021-07-09,2021-07-09,141.446228,3,70.31040936078784,1.0,0.1024133328714687,1.1535470009667208,-0.0397042224413364,0.2580025287065275,0.1888165034701385,True,True,60,123,2022-01-06,0.0530681734893675,-0.0588274303844778,0.0573315275602289,-0.6667986150016183,-0.5500504591785257,-0.016562549361169,0.0435148807894153,-0.2342923913016031,XLK,UPSIDE_CONTINUATION,CONTINUATION,2022-01-06,2021-07-09,52,-0.019230769230769273,-0.34615384615384615,2021-06-30,2021-07-01,PASS,2021-04-28 22:02:54,1.0,0.0,0.0,0.0
AAPL,AAPL-R014,2021-11-19,2021-11-19,156.95961,4,71.31372291068136,1.0,0.2837853856678776,1.1691704384679802,-0.1421545026774722,0.1336656130835187,-0.1061796987135733,False,False,124,29,2022-05-23,0.0141311566606392,9.252414634389888e-05,0.0534980109181989,-0.2614299363127655,-0.204672676469727,-0.0103305348570679,-0.0487441721310536,-0.0257248723989768,XLK,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2022-05-23,2021-11-19,52,-0.15384615384615374,0.326923076923077,2021-10-31,2021-11-01,PASS,2021-10-28 22:04:28,1.0,0.0,0.0,1.0
AAPL,AAPL-R015,2022-04-01,2022-04-01,170.6290283,2,59.64451060147091,0.972594500963152,0.2252843041824765,1.1144169148632144,-0.2527617641013079,0.0236935118266743,-0.1804402545495829,False,True,52,1,2022-10-03,-0.0344551891050503,-0.0015863517907781,-0.0231738640973418,-0.1010707539878438,-0.32870417174727,-0.4291543293809046,-0.2351531458375358,0.3397531770602667,XLK,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2022-10-03,2022-04-01,52,-0.038461538461538436,0.36538461538461536,2022-03-31,2022-04-01,PASS,2022-01-27 23:00:58,0.0,0.0,0.0,1.0
AAPL,AAPL-R016,2023-05-05,2023-05-05,170.9339294,2,67.81281119910318,1.0,0.2562149824068096,1.1486748762915775,-0.0358559463385272,0.1333851563585477,0.0205285937807497,False,True,120,58,2023-11-03,-0.0302186271180548,-0.0001698326511783,-0.1157403561262116,-0.1356103007689302,0.4676149859062226,-0.0224833022633549,0.315769120116044,0.3391504645477854,XLK,NO_BOUNDARY,UNRESOLVED,2023-11-03,2023-05-05,52,-0.019230769230769162,-0.48076923076923084,2023-04-30,2023-05-01,VETO,2023-02-02 23:01:30,3.0,1.0,0.0,
AAPL,AAPL-R017,2023-09-01,2023-09-01,187.0929565,3,62.041995119988734,0.9687782116628636,0.2578842925062263,1.162216334476471,-0.1191280811258119,0.04703358300931,-0.0997493414456787,True,True,38,72,2024-03-05,0.0537998514272968,-0.0456972804024098,-0.0021076947581045,-0.0329741952290205,-0.3287133568203751,-0.0176386661206507,-0.2625839487828402,0.5990102116904056,XLK,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2024-03-05,2023-09-01,52,-0.038461538461538436,0.019230769230769273,2023-08-31,2023-09-01,PASS,2023-08-03 22:04:43,1.0,0.0,0.0,1.0
AAPL,AAPL-R018,2024-06-14,2024-06-14,210.6651459,3,70.86872461901656,1.0,0.0783507026121674,1.1674011517218232,-0.0247542562283911,0.1703632674815429,0.1703632674815429,True,True,35,126,2024-12-13,0.1281377662160401,-0.0066664338464283,0.1883615821247298,-0.4848997733578123,-0.0246986380794733,-0.0390640520461397,0.002631029620577,-0.9640392337704802,XLK,NO_BOUNDARY,UNRESOLVED,2024-12-13,2024-06-14,52,0.019230769230769273,-0.23076923076923073,2024-05-31,2024-06-01,PASS,2024-05-02 22:04:25,2.0,0.0,0.0,
AAPL,AAPL-R019,2025-09-26,2025-09-26,254.7393188,2,66.1364535318231,1.0,0.175242259142172,1.153009496418188,-0.0398888355667534,0.1213787983168619,-0.0327249607138385,True,True,10,46,2026-03-30,0.1398913438052698,0.0085579250871554,0.1331823052450074,-0.2537405774411128,0.0842780144549084,-0.0140290285480233,0.678270677730199,0.4350463793414376,XLK,NO_BOUNDARY,UNRESOLVED,2026-03-30,2025-09-26,52,-0.07692307692307687,0.019230769230769162,2025-08-31,2025-09-01,PASS,2025-08-01 10:00:42,2.0,0.0,0.0,
ABBV,ABBV-R001,2013-12-13,2013-12-13,31.65938568,2,69.15470433725208,,0.2341469531579363,1.1868852470294988,-0.0987027487388694,0.0738372719429216,0.0544189292683712,True,True,28,118,2014-06-17,0.0824716022123191,-0.0471182269468962,0.073449363444729,,-0.1606368145226433,0.0056360328583217,0.1794538305215017,0.1534607188389539,XLV,NO_BOUNDARY,UNRESOLVED,2014-06-17,2013-12-13,48,0.27083333333333326,-0.375,2013-11-30,2013-12-01,UNKNOWN,2013-11-12 21:57:14,0.0,0.0,1.0,
ABBV,ABBV-R002,2014-02-28,2014-02-28,31.02054405,2,59.982953927708806,0.9757222211440644,0.2151002610997059,1.0986503591498953,-0.0792416901534001,0.1538214030775515,0.1102557912745569,True,True,30,87,2014-08-28,0.0205274324548084,0.0307177829740994,0.0185874324293995,-0.0172355236879244,-0.4540561180033713,0.0516695961894516,-0.1566481820216407,0.1595556091403894,XLV,NO_BOUNDARY,UNRESOLVED,2014-08-28,2014-02-28,48,-0.14583333333333326,0.1875,2014-01-31,2014-02-01,UNKNOWN,2013-11-12 21:57:14,0.0,0.0,1.0,
ABBV,ABBV-R003,2014-07-04,2014-07-03,35.79216766,2,68.06400563575767,1.0,0.1320517645311336,1.1617534184176277,-0.0991958392608847,0.2154374083528196,0.1488334598955667,True,True,23,108,2015-01-02,-0.0273282792855196,-0.0075954945896985,0.0042786706630437,-0.0129200303620992,0.0603620374166109,-0.0130377064747644,0.4308224599075398,-0.042944024786249,XLV,UPSIDE_CONTINUATION,CONTINUATION,2015-01-02,2014-07-04,48,-0.10416666666666663,-0.08333333333333337,2014-06-30,2014-07-01,UNKNOWN,2014-05-09 18:11:57,0.0,0.0,1.0,0.0
ABBV,ABBV-R004,2014-10-24,2014-10-24,37.62449646,2,63.591067647621394,1.0,0.2454308745154161,1.1487548330818955,-0.0728724907432289,0.1562450954327003,0.120331508351567,False,True,72,29,2015-04-28,0.0809725108278902,-0.0134969403277192,0.0977164921662205,-0.0450848713744942,-0.0490119961270205,0.2177257069608395,-0.1714548150324086,-0.4535156922726887,XLV,NO_BOUNDARY,UNRESOLVED,2015-04-28,2014-10-24,48,-0.04166666666666663,0.3541666666666667,2014-09-30,2014-10-01,UNKNOWN,2014-08-07 21:03:44,0.0,0.0,1.0,
ABBV,ABBV-R005,2015-08-07,2015-08-07,43.8250885,2,58.08504179073756,0.980145802361767,0.225002388295612,1.0803916985066484,-0.2900684284984387,0.0109296404501271,-0.2139501607623678,False,False,53,6,2016-02-08,-0.0752764262589518,0.0187341734634935,-0.0610804062559102,0.046825335478947,0.3427300379666144,-0.0263620639007269,0.2112832505518345,0.8892200943960609,XLV,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,2016-02-08,2015-08-07,48,-0.02083333333333337,0.062499999999999944,2015-07-31,2015-08-01,UNKNOWN,2015-05-08 20:15:17,0.0,0.0,1.0,1.0
ABBV,ABBV-R006,2016-07-29,2016-07-29,43.93424988,2,63.698172611301,1.0,0.2286593370733176,1.1450758955076663,-0.1500178864553769,0.0175149993934526,-0.0698694983614001,False,False,65,11,2017-01-30,-0.0114686940630046,-0.0229767346339215,-0.0086998899100035,-0.203102262788124,-0.3794599467962656,-0.0225080950354618,0.1689266896591088,0.46281051330339,XLV,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2017-01-30,2016-07-29,48,-0.04166666666666674,0.3125,2016-06-30,2016-07-01,UNKNOWN,2016-05-06 16:22:19,0.0,0.0,1.0,1.0
ABBV,ABBV-R007,2017-05-05,2017-05-05,45.75133514,2,65.73109331951255,1.0,0.2194699316306636,1.0803632727448005,-0.02522737831515,0.4632981803730589,0.3804873966351312,True,True,4,116,2017-11-02,0.0623597696406567,-0.0135548569639052,0.0673033610776449,-0.0911068339215374,-0.5030935368292759,-0.0073676171003131,0.0614584541152788,-0.2007824558827046,XLV,UPSIDE_CONTINUATION,CONTINUATION,2017-11-02,2017-05-05,48,-0.04166666666666663,0.2708333333333333,2017-04-30,2017-05-01,VETO,2017-02-17 17:19:05,3.0,1.0,0.0,0.0
ABBV,ABBV-R008,2017-06-09,2017-06-09,47.58166885,2,70.02911332804891,1.0,0.1549087549288836,1.1184814509668448,-0.0020095806286543,0.4134262854885131,0.3743424829455093,True,True,1,121,2017-12-07,-0.0087513904598294,-0.0079372641436608,-0.0279370521479241,-0.0673557239440433,-0.227578242755809,0.010561158831759,0.0049645815878115,0.1009789029418816,XLV,UPSIDE_CONTINUATION,CONTINUATION,2017-12-07,2017-06-09,48,-0.04166666666666663,0.0625,2017-05-31,2017-06-01,PASS,2017-05-05 14:09:59,2.0,0.0,0.0,0.0
ABBV,ABBV-R009,2017-09-01,2017-09-01,51.97166443,3,69.23924795781132,1.0,0.2133723301963923,1.1581357353838275,-0.0022538069789502,0.6568486927329298,0.5405287409610868,True,True,1,100,2018-03-06,0.0519499698222763,-0.0308937724269991,0.0744396054597519,-0.166648831258936,-0.50903210485285,0.0203203573998324,-0.0763083709236376,0.1497142807077737,XLV,UPSIDE_CONTINUATION,CONTINUATION,2018-03-06,2017-09-01,48,-0.10416666666666674,0.37499999999999994,2017-08-31,2017-09-01,PASS,2017-08-07 16:15:57,1.0,0.0,0.0,0.0
ABBV,ABBV-R010,2019-11-08,2019-11-08,64.90493011,3,72.29950788803683,0.9549734910976564,0.1332575005823635,1.1594096903209763,-0.232819738106024,0.1631403870561847,0.0920019810495103,False,True,91,64,2020-05-12,0.196109239183215,-0.0114683675927151,0.1889172103832807,-0.382126285907189,-0.1030167947369763,-0.0578612273368455,0.0158131188671104,-1.101852531586005,XLV,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2020-05-12,2019-11-08,48,-0.16666666666666663,0.5416666666666666,2019-10-31,2019-11-01,VETO,2019-08-05 16:33:34,3.0,1.0,0.0,1.0
ABBV,ABBV-R011,2020-05-15,2020-05-15,71.07218933,2,60.02805851109301,0.9694905602337992,0.0527658007331273,1.1545414317628062,-0.0896053211535421,0.1251314196711548,0.1039200590220512,False,True,115,43,2020-11-12,0.0282772535411666,-0.0938142105365314,0.0483316228656742,-0.1541028404132807,0.0425685667573303,0.0010703788911627,0.0,-0.9720704437147176,XLV,NO_BOUNDARY,UNRESOLVED,2020-11-12,2020-05-15,48,0.0,-0.5416666666666667,2020-04-30,2020-05-01,PASS,2020-02-21 15:51:26,1.0,0.0,0.0,
ABBV,ABBV-R012,2020-11-27,2020-11-27,84.31824493,3,70.3078002527397,1.0,0.1612826587117242,1.1926496060051863,-0.0199256027137993,0.1442714876252346,0.0954589952231823,True,True,17,117,2021-06-01,0.169820958733637,-0.0596168809845592,0.1855540140044106,-0.7069225308114078,-0.4580519109301873,-0.071255392022547,0.0,-1.6081855063058046,XLV,NO_BOUNDARY,UNRESOLVED,2021-06-01,2020-11-27,48,-0.27083333333333337,0.41666666666666663,2020-10-31,2020-11-01,PASS,2020-08-04 13:55:42,2.0,0.0,0.0,
ABBV,ABBV-R013,2021-03-12,2021-03-12,88.01261902,2,60.457563038199545,0.9761859832124437,0.2371984808454319,1.123898223269872,-0.0476805198700699,0.142223250704033,0.0088786484108878,True,True,8,119,2021-09-10,-0.033930362078168,-0.0646833586484474,-0.042233322299371,-0.0210838071412009,-0.1934649847557757,0.0312988495442999,0.0581824125204104,1.2330802432587415,XLV,NO_BOUNDARY,UNRESOLVED,2021-09-10,2021-03-12,48,0.20833333333333337,-0.16666666666666669,2021-02-28,2021-03-01,PASS,2021-02-19 19:05:43,1.0,0.0,0.0,
ABBV,ABBV-R014,2021-12-10,2021-12-10,105.6998444,2,71.28919605019848,1.0,0.1125184376625911,1.1300618873949029,0.0082886962130663,0.408906554643897,0.1322543413318402,True,True,1,82,2022-06-13,0.1545729901924445,-0.0132331475519544,0.1730068670033328,-0.2505103272155216,0.0817339994603106,0.0701206050610611,0.0707886868906123,-0.7525508833621934,XLV,UPSIDE_CONTINUATION,CONTINUATION,2022-06-13,2021-12-10,48,0.04166666666666652,-0.31249999999999994,2021-11-30,2021-12-01,PASS,2021-11-02 16:52:31,1.0,0.0,0.0,0.0
ABBV,ABBV-R015,2024-01-05,2024-01-05,147.6464996,2,69.00807683173738,1.0,0.2219812018319995,1.1152381648944043,-0.0272091381162686,0.1338340695751922,0.0561245313803566,False,True,99,57,2024-07-09,0.0101622916307337,-0.0390505058999564,0.0220646530798695,-0.704241570927442,0.1082640448101468,-0.0064726203140743,-0.0084423107466596,-1.0887345057672104,XLV,UPSIDE_CONTINUATION,CONTINUATION,2024-07-09,2024-01-05,48,-0.22916666666666663,0.0625,2023-12-31,2024-01-01,VETO,2023-11-06 18:01:04,3.0,1.0,0.0,0.0
ABBV,ABBV-R016,2024-07-26,2024-07-26,173.3876953,2,67.33809892883545,1.0,0.1472387549011289,1.1593021399554604,-0.101817050912724,0.1098401006314087,-0.0393842861120259,False,True,79,68,2025-01-28,0.080799594433276,-0.0591418835016896,0.1252617133637235,-0.371958781886283,-0.0347156720668632,0.046411366483899,0.0,-1.1057921215449296,XLV,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2025-01-28,2024-07-26,48,-0.14583333333333337,0.35416666666666663,2024-06-30,2024-07-01,PASS,2024-05-03 15:04:11,2.0,0.0,0.0,1.0
ABBV,ABBV-R017,2024-10-11,2024-10-11,181.8435822,2,67.53584803735549,0.982991711746797,0.2076280402468859,1.1169526031676065,-0.1435833499544863,0.1352262560080606,-0.0650657397795146,True,True,25,100,2025-04-15,0.007823189859976,-0.0103875428742862,-0.0169397342527041,0.0771870718249648,0.3332235345429037,0.0020761127098896,0.2917771287159827,0.9958954117874248,XLV,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2025-04-15,2024-10-11,48,0.02083333333333326,-0.41666666666666663,2024-09-30,2024-10-01,VETO,2024-08-07 19:00:51,3.0,1.0,0.0,1.0
ABBV,ABBV-R018,2025-02-28,2025-02-28,199.1637573,2,67.24725426452787,1.0,0.0834197971172703,1.1640676785897628,-0.1784312245448884,0.0365018806561749,0.0246301137641773,False,True,35,6,2025-08-29,0.1770197622659449,-0.103207549101393,0.2520397818540663,-0.4802030724763177,-0.6380697969884451,0.0106076142935503,0.0,-1.2127669715905711,XLV,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2025-08-29,2025-02-28,48,0.125,-0.43749999999999994,2025-01-31,2025-02-01,VETO,2024-11-04 19:19:33,3.0,1.0,0.0,1.0
ABBV,ABBV-R019,2025-09-12,2025-09-12,211.7702789,2,69.80973520500095,1.0,0.049539803371928,1.1585514924190083,-0.022222018710294,0.1192635242829631,0.02977481085992,False,True,36,13,2026-03-16,0.0317577339072452,-0.0158126662500202,-0.0021286349302047,-0.4720645481961031,0.0909153996125917,-0.0218484728196086,0.3467339286515494,0.0765222711125109,XLV,NO_BOUNDARY,UNRESOLVED,2026-03-16,2025-09-12,48,0.02083333333333326,-0.2708333333333333,2025-08-31,2025-09-01,VETO,2025-08-04 19:17:04,3.0,1.0,0.0,
AMT,AMT-R001,2013-01-11,2013-01-11,57.56603241,2,71.67842270479073,1.0,0.0989162953886468,1.1240794122667237,-0.0996081001233621,0.0779858177132273,-0.026492933699823,False,True,110,89,2013-07-15,0.0355713434993383,-0.0069066328062021,-0.0095313584600543,,0.2293732610620318,0.0681996396630448,0.0889757509770131,-0.0094838553637356,XLU,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,2013-07-15,2013-01-11,26,,-0.11538461538461542,,,UNKNOWN,,,0.0,1.0,0.0
AMT,AMT-R002,2013-05-03,2013-05-03,61.26356506,2,70.63467599814568,1.0,0.1293818120142433,1.1193606205115514,-0.1789335733117062,0.0129245083798916,-0.043397844336942,False,False,74,12,2013-10-31,0.082700940047774,-0.1149412836218236,0.0824472677695273,-0.2270341932718972,-0.2743642672598332,0.1336378706082274,0.0682714445436299,-0.5077616170728609,XLU,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2013-10-31,2013-05-03,26,-0.038461538461538436,0.0,2013-04-30,2013-05-01,UNKNOWN,,0.0,0.0,1.0,1.0
AMT,AMT-R003,2014-02-14,2014-02-14,61.67819214,2,61.75552112967914,0.9961579522987818,0.2222376854177175,1.0896057062505622,-0.0365382389108397,0.1896939790881489,0.1896939790881489,True,True,6,126,2014-08-15,-0.0292856775003074,0.0581518286333283,0.0450781334102143,-0.0015108356140797,0.5250999676565913,0.1337389599880113,-0.038531760470911,0.0588223753394365,XLU,UPSIDE_CONTINUATION,CONTINUATION,2014-08-15,2014-02-14,26,-0.3846153846153846,0.46153846153846156,2014-01-31,2014-02-01,UNKNOWN,,0.0,0.0,1.0,0.0
AMT,AMT-R004,2014-05-16,2014-05-16,66.13642883,2,70.14758962699825,1.0,0.1295110276165845,1.136738377935567,-0.0114782789671227,0.1334093699355856,0.1334093699355856,True,True,1,126,2014-11-13,0.141250324728221,-0.1221339495527865,0.0645076321891062,-0.199967223129045,-0.5717128166547042,-0.1992474476626066,0.2189005491557531,-0.1515013747365334,XLU,UPSIDE_CONTINUATION,CONTINUATION,2014-11-13,2014-05-16,26,0.038461538461538436,-0.5384615384615384,2014-04-30,2014-05-01,UNKNOWN,,0.0,0.0,1.0,0.0
AMT,AMT-R005,2014-07-11,2014-07-11,68.46933746,2,71.50126080363606,1.0,0.1176282613650283,1.1246061019231044,-0.008729595935541,0.1502157300121185,0.0930326028599488,True,True,4,98,2015-01-09,0.0334135245040139,-0.0201658180402919,-0.0033703550683615,-0.0653528393327807,-0.1189833114635274,-0.0196202907387289,0.0740294795279565,0.0493145664873511,XLU,UPSIDE_CONTINUATION,CONTINUATION,2015-01-09,2014-07-11,26,-0.07692307692307687,0.11538461538461542,2014-06-30,2014-07-01,UNKNOWN,,0.0,0.0,1.0,0.0
AMT,AMT-R006,2014-11-21,2014-11-21,76.57209778,2,72.9045038405836,1.0,0.1636826533538116,1.1358060328234263,-0.0830527064606689,0.0285013895827996,-0.0603412080112399,False,False,112,4,2015-05-27,-0.0431839605523206,-0.0634391637050691,-0.0479555765465641,-0.2687203865774022,0.0412318128822936,-0.0594441827967776,-0.0026272748538416,-0.0364068889602874,XLU,DOWNSIDE_PULLBACK,UNRESOLVED,2015-05-27,2014-11-21,26,0.0,0.07692307692307698,2014-10-31,2014-11-01,UNKNOWN,,0.0,0.0,1.0,
AMT,AMT-R007,2016-07-01,2016-07-01,88.05813599,3,70.43871660018804,1.0,0.1832851266013253,1.1612036311742318,-0.1078776422326129,0.0373236563896066,-0.0600373109260495,False,False,109,14,2016-12-30,-0.0203941702425083,-0.0092477978987458,0.0067564785983575,-0.0662255561584783,-0.1345794880282202,0.1789634135784292,0.2195625128929202,0.8695694660019537,XLU,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2016-12-30,2016-07-01,26,-0.07692307692307698,0.03846153846153855,2016-06-30,2016-07-01,UNKNOWN,,0.0,0.0,1.0,1.0
