review_id,review_decision,review_reason
SG8-0028,INVALID,RESPECTIVELY_FIRST_RANGE_ASSIGNED_NON_GAAP
SG8-0029,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0030,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0031,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0032,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0033,INVALID,SHARE_COUNT_MISCLASSIFIED_AS_EPS
SG8-0034,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0035,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0036,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0037,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0038,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0039,VALID,RESPECTIVELY_MAPPING_CONFIRMED
SG8-0040,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0041,INVALID,NON_GAAP_ROW_MISCLASSIFIED_AS_GAAP
SG8-0042,VALID,REAFFIRMED_CURRENT_GUIDANCE_CONFIRMED
SG8-0043,INVALID,PREVIOUSLY_ANNOUNCED_RANGE_SELECTED_AS_CURRENT
SG8-0044,INVALID,FULL_YEAR_GUIDANCE_MAPPED_TO_REPORTING_QUARTER
SG8-0045,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0046,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0047,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG8-0048,INVALID,CURRENT_PRIOR_COLUMN_REVERSED
SG8-0049,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG8-0050,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0051,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0052,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0053,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0054,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG8-0055,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0056,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0057,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0058,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0059,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG8-0060,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG8-0061,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG8-0062,VALID,UNCHANGED_CURRENT_GUIDANCE_CONFIRMED
SG8-0063,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0064,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0065,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0066,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0067,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0068,VALID,ACCOUNTING_SCENARIO_RANGE_CONFIRMED
SG8-0069,VALID,ACCOUNTING_SCENARIO_RANGE_CONFIRMED
SG8-0070,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0071,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0072,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0073,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0074,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0075,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0076,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
SG8-0077,VALID,ATOMIC_BINDING_CONFIRMED
SG8-0078,VALID,ACCOUNTING_SCENARIO_RANGE_CONFIRMED
SG8-0079,VALID,ACCOUNTING_SCENARIO_RANGE_CONFIRMED
SG8-0080,VALID,CURRENT_RANGE_DISTINGUISHED_FROM_PRIOR
